FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Julien,Ngoy,FWD,STK,4500000,0,0,0,0,0,0,2161,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3872,0,0,0,0,0,133,0,0,0,Watford,Burnley,Arsenal,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,5700000,0,0,0,0,0,0,2085,0,0,0,0,0,0,0,0,49,-3,0,0,3,0,0,0,0,0,0,0,0,0,866,0,19,0,0,0,26,0,0,0,Southampton,Man Utd,Watford,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,N'Jie,FWD,TOT,5900000,0,0,0,0,0,0,1745,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0,321,0,38,0,0,0,7,0,0,0,Chelsea,Swansea,Man Utd,Hull City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,6900000,0,3,0.0833333333333333,1.20772946859903E-08,4.34782608695652E-07,0,329,0,0,0,0,0,0,0,0.4,18,-1,0,3,1,0,0,0.3,0,0,0,0,0,0,354,0,0,0,0,14,10,0,0,5,Chelsea,Swansea,Man Utd,Hull City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,6200000,0,20,1.8,2.90322580645161E-07,3.2258064516129E-06,0,111022,4,18,0,0,0,0,0,3.2,1184,-3,0,20,3,0.2,0,1,0,0,3,0,0,1.4,9395,0,581,0,0,896,27,0,0,137,Man Utd,Arsenal,Liverpool,Burnley,Hull City,1,0.9,0.9,1.7,1.2,1.1,1,1.4,1.1,1.3,0.9,0.9,1.1,0.9,1,0.9,1.9,1,0.9,1.2,1.3,1.4,1,1.1,0.9,0.9
,Nolito,MID,MCI,8600000,4,38,1.05555555555556,1.22739018087855E-07,4.41860465116279E-06,0,242429,2,4,0,0,0,3,0,4.4,1270,-4,1,38,4,0.3,0,2.3,2,0,2,0,3,1.3,208775,0,0,0,1,499,366,-1,1,130,Burnley,Chelsea,Leicester,Watford,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.5
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,26064,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6900,0,10,0,0,0,188,0,0,0,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havard,Nordtveit,MID,WHU,4700000,1,11,0.305555555555556,6.50118203309693E-08,2.34042553191489E-06,0,4182,0,9,0,0,0,0,0,2.3,62,-3,1,11,3,0.1,0,0.3,0,0,1,0,0,0.1,969,0,0,0,0,314,8,-1,0,47,Man Utd,Arsenal,Liverpool,Burnley,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Nsue,DEF,MID,4200000,0,10,0.277777777777778,6.61375661375661E-08,2.38095238095238E-06,0,19719,0,5,0,0,0,0,0,2.4,494,-3,0,10,3,0,0,0,0,0,1,0,0,0.3,8260,0,0,0,0,320,131,0,0,49,Leicester,Hull City,Southampton,Liverpool,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Nugent,FWD,MID,4700000,0,4,0.111111111111111,2.36406619385343E-08,8.51063829787234E-07,0,24661,0,0,0,0,0,0,0,0.9,614,-3,0,4,3,0,0,0,0,0,0,0,0,0.4,7939,0,0,0,0,43,172,0,0,11,Leicester,Hull City,Southampton,Liverpool,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Allan-Romeo,Nyom,DEF,WBA,4300000,11,19,2.4,5.58139534883721E-07,4.41860465116279E-06,0,24423,2,10,0,0,0,0,0,4.4,635,-2,0,19,2,1,0,4.3,2,0,1,0,1,0.9,23351,0,275,0,1,653,11438,0,0,95,Hull City,Watford,Chelsea,Swansea,Man Utd,2.3,2.3,1.6,2.1,1.7,3.3,2.3,2.2,1.9,1.9,2.2,2.6,3,3,2.4,1.6,3,1.6,2,2.5,3.4,1.8,2.1,1.6,1.9,2.3
Pedro,Obiang,MID,WHU,4400000,2,14,0.388888888888889,8.83838383838384E-08,3.18181818181818E-06,0,8605,3,6,0,0,0,0,0,3.2,588,-1,0,14,1,0.5,0,2.3,3,0,2,0,0,0.3,7311,0,163,0,0,509,338,0,0,90,Man Utd,Arsenal,Liverpool,Burnley,Hull City,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Moses,Odubajo,DEF,HUL,4400000,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,14,0,0,0,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4800000,1,21,2.3,4.79166666666667E-07,4.375E-06,0,27971,1,17,0,0,0,0,0,4.4,818,-2,0,21,2,0.3,0,1.3,2,0,2,0,0,0.9,9232,0,284,0,0,810,310,0,0,156,Man Utd,Arsenal,Liverpool,Burnley,Hull City,1.3,3,2.6,2.6,2.3,2,1.2,1.7,2.4,1.9,1.8,1.9,2.3,1.7,2,1.8,2.1,2,2.9,2.1,1.3,2.4,2.4,2.3,3.4,1.3
Stefano,Okaka,FWD,WAT,5300000,1,1,0.0277777777777778,5.24109014675052E-09,1.88679245283019E-07,0,628,1,0,0,0,0,0,0,0.2,19,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0,694,0,0,0,0,14,59,0,0,2,Stoke,West Brom,Everton,Man City,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eunan,O'Kane,MID,BOU,4400000,0,0,0,0,0,0,9631,0,0,0,0,0,0,0,0,101,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1213,0,84,0,0,0,6,0,0,0,Arsenal,Liverpool,Burnley,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinji,Okazaki,FWD,LEI,5700000,2,18,2,3.50877192982456E-07,3.15789473684211E-06,0,82349,0,6,0,0,0,1,0,3.2,3740,-3,0,18,3,0.3,0,1.7,0,0,2,0,0,1.7,53777,0,320,0,0,517,4256,0,0,65,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,1.7,1.2,2.1,1,1.3,2.1,2.3,1.2,1.6,1,1,1.7,1.5,2.3,2.5,1.1,1.2,1.9,2.2,1,1.5,1.9,1.2,1.9,1.3,2
Greg,Olley,MID,HUL,4400000,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,8,0,0,0,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olufela,Olomola,MID,SOU,4500000,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,4,0,0,0,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Olsson,DEF,WBA,4300000,0,6,0.166666666666667,3.87596899224806E-08,1.3953488372093E-06,0,27345,2,6,0,0,0,0,0,1.4,549,-2,0,6,2,-0.1,0,-0.3,0,0,1,0,0,0.7,13088,0,261,0,0,320,84,0,0,40,Hull City,Watford,Chelsea,Swansea,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Aiden,O'Neill,MID,BUR,4400000,0,3,0.0833333333333333,1.89393939393939E-08,6.81818181818182E-07,0,984,0,4,0,0,0,0,0,0.7,50,-1,0,3,1,0,0,0,0,0,0,0,0,0,1114,0,0,0,0,85,19,0,0,16,Man City,Stoke,Bournemouth,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua,Onomah,MID,TOT,4300000,0,2,0.0555555555555556,1.29198966408269E-08,4.65116279069767E-07,0,2175,0,0,0,0,0,0,0,0.5,118,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1635,0,17,0,0,9,80,0,0,8,Chelsea,Swansea,Man Utd,Hull City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock,Origi,FWD,LIV,6500000,1,9,1,1.53846153846154E-07,1.38461538461538E-06,0,189288,0,2,0,0,0,0,0,1.4,1200,-5,0,9,5,0.1,0,0.7,0,0,0,0,0,1.6,20308,0,200,0,0,113,295,0,0,23,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0.7,0.5,0.7,0.5,0.5,0.6,0.7,0.5,0.5,0.6,0.5,0.7,0.6,0.5,0.5,0.8,0.5,0.7,0.6,0.5,0.5,0.7,0.5,0.6,0.5,0.5
,Oriol Romeu,MID,SOU,4500000,3,27,2.3,5.11111111111111E-07,6E-06,0,15139,3,10,0,0,0,0,0,6,1190,0,0,27,0,0.4,0,2,3,0,4,0,0,0.5,26188,0,239,0,0,1001,1845,0,0,195,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,2,1.5,1.9,1.6,1.2,1.6,1.6,1.2,1.3,2.7,1.8,1.7,2,1.2,1.5,2,1.2,2.1,1.5,1.4,1.3,1.2,1.7,1.2,2,1.7
,Oscar,MID,CHE,7200000,1,16,0.444444444444444,6.17283950617284E-08,2.22222222222222E-06,0,60317,1,6,0,0,0,0,0,2.2,397,-3,0,16,3,0.1,0,0.7,0,0,1,0,1,0.7,22411,0,321,0,0,447,101,0,0,101,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
John,O'Shea,DEF,SUN,4400000,1,10,0.277777777777778,6.31313131313131E-08,2.27272727272727E-06,0,15768,0,8,0,0,0,0,0,2.3,272,-1,0,10,1,0.2,0,0.7,1,0,0,0,0,0.4,3911,0,193,0,0,445,148,0,0,68,Liverpool,Leicester,Swansea,Chelsea,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Ospina,GLK,ARS,4800000,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,0,127,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1277,0,56,0,0,0,45,0,0,0,Bournemouth,West Ham,Stoke,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5900000,1,22,2.4,4.06779661016949E-07,3.72881355932203E-06,0,78654,3,8,0,0,0,0,0,3.7,2572,-1,0,22,1,0.4,0,2.3,2,0,1,0,1,3,45176,0,353,0,0,771,1545,0,0,177,Burnley,Chelsea,Leicester,Watford,Arsenal,1.6,2,1.2,2.3,3,2.3,3,2.6,1.6,2.3,3,2.1,2.2,1.7,1.6,2.7,3.5,3.3,1.6,2.2,2.3,2.2,2.2,2.4,2.1,2
Mamadou Obbi,Oulare,FWD,WAT,4500000,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,5,0,0,0,Stoke,West Brom,Everton,Man City,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Oviedo,MID,EVE,4300000,0,9,0.25,5.81395348837209E-08,2.09302325581395E-06,0,6568,3,7,0,0,0,0,0,2.1,710,-2,0,9,2,0.2,0,1,0,0,1,0,0,0.2,7821,0,130,0,0,475,244,0,0,65,Southampton,Man Utd,Watford,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reece,Oxford,DEF,WHU,4300000,0,0,0,0,0,0,15736,0,0,0,0,0,0,0,0,452,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,2146,0,28,0,0,0,25,0,0,0,Man Utd,Arsenal,Liverpool,Burnley,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesut,Ozil,MID,ARS,9600000,2,51,4.6,4.79166666666667E-07,5.3125E-06,0,260992,0,8,0,0,0,3,0,5.3,15456,1,0,51,-1,0.4,0,4,6,0,3,0,2,9,357109,0,783,0,0,889,8955,0,0,218,Bournemouth,West Ham,Stoke,Everton,Man City,5.3,4.2,4.4,4.3,4,4.3,4.2,4.2,5.6,5.9,5,3.7,4.4,4.7,3,6.4,4.8,3.6,4.5,5,6,6.2,4.1,5,5.1,5.2
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,200,0,0,0,Hull City,Watford,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costel,Pantilimon,GLK,WAT,4300000,0,1,0.0277777777777778,6.45994832041344E-09,2.32558139534884E-07,0,10734,0,4,0,6,0,0,0,0.2,274,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.5,1916,0,146,0,0,58,110,0,0,16,Stoke,West Brom,Everton,Man City,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Carlos,Paredes,DEF,WAT,4000000,0,0,0,0,0,0,386792,0,0,0,0,0,0,0,0,5552,0,0,0,0,0,0,0,0,0,0,0,0,5.9,13706,0,88,0,0,0,48,0,0,0,Stoke,West Brom,Everton,Man City,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pau Lopez,GLK,TOT,5000000,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,14,0,0,0,Chelsea,Swansea,Man Utd,Hull City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitri,Payet,MID,WHU,9200000,2,47,4.7,5.10869565217391E-07,5.10869565217391E-06,0,763596,1,17,0,0,0,1,0,5.1,24311,-3,0,47,3,0.2,0,2,7,0,2,0,5,9.8,174985,0,701,0,1,815,687,0,0,205,Man Utd,Arsenal,Liverpool,Burnley,Hull City,4.7,3.9,2.5,6.6,5.2,5.1,4.7,5.8,4.9,5.5,4.3,4.2,5.1,4.4,4.6,3.7,7,4.6,3.6,5.4,5.5,6,4.6,5.1,4.2,4
,Pedro,MID,CHE,7200000,3,50,1.38888888888889,1.92901234567901E-07,6.94444444444444E-06,0,39892,2,1,0,0,0,2,0,6.9,14127,-3,0,50,3,1,0,7.3,5,0,5,0,5,3.7,158918,0,399,0,2,488,26001,0,0,170,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,0.7,0.7,0.7,0.8,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.9,0.7,1.2
Matthew,Pennington,DEF,EVE,3900000,0,0,0,0,0,0,6715,0,0,0,0,0,0,0,0,749,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,12086,0,53,0,0,0,708,0,0,0,Southampton,Man Utd,Watford,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4400000,0,0,0,0,0,0,2592,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,647,0,12,0,0,0,2,0,0,0,West Ham,Everton,Tottenham,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,6000000,9,41,4.1,6.83333333333333E-07,6.83333333333333E-06,0,34438,2,13,0,0,0,2,0,6.8,800,0,0,41,0,0.9,0,5.7,2,0,3,0,3,0.8,58404,0,0,0,0,834,10577,0,0,172,Stoke,West Brom,Everton,Man City,Sunderland,4.2,3.6,4.8,2.9,4.7,3.9,4.1,3.9,4.6,3.1,3,5.4,4,4.3,4.4,2.7,3.8,5.7,4,3,4.3,3.9,3.3,3.9,3.2,3.4
Lucas,Perez,FWD,ARS,7800000,0,4,1.3,1.66666666666667E-07,5.12820512820513E-07,0,35624,0,1,0,0,0,0,0,0.5,156,-7,0,4,7,0,0,0,0,0,0,0,0,0.1,35664,0,0,0,0,88,18,0,0,15,Bournemouth,West Ham,Stoke,Everton,Man City,0,0.9,0.7,0.7,0.9,0.7,0.9,0.6,1.1,1,0.7,0.6,1.1,0.7,0.8,1,0.8,0.8,0.9,1.1,0.8,0.9,0.7,0.6,0.9,0.9
Matt,Phillips,MID,WBA,5200000,14,53,4.8,9.23076923076923E-07,1.01923076923077E-05,0,11979,0,10,0,0,0,2,0,10.4,1542,-3,-1,53,3,1.7,0,9,6,0,4,0,4,2.8,115873,0,0,0,1,875,104280,1,0,158,Hull City,Watford,Chelsea,Swansea,Man Utd,5.2,5.6,3.8,5.2,5.6,4.1,4.8,5,4.1,6.8,6.1,5,4.3,5.9,4.7,4.4,3.6,5.3,5,5.2,4,4.1,7,4.6,4.4,5.7
Jordan,Pickford,GLK,SUN,4100000,7,34,3.4,8.29268292682927E-07,8.29268292682927E-06,0,86351,0,17,0,47,0,0,0,8.3,2439,1,0,34,-1,1,0,4,2,0,1,0,0,14.2,309385,0,18,0,1,900,25120,0,0,201,Liverpool,Leicester,Swansea,Chelsea,Watford,3.9,3.7,3.6,3.6,4.1,2.5,2.6,5.1,4.5,3.4,4,3.9,4.4,2.6,3.3,3.4,4.4,3.1,2,3.2,5,4.5,5,3.6,3.8,2.6
Jeremy,Pied,DEF,SOU,4800000,0,1,0.0277777777777778,5.78703703703704E-09,2.08333333333333E-07,0,2531,0,0,0,0,0,0,0,0.2,15,-2,0,1,2,0,0,0,0,0,0,0,0,0,153,0,0,0,0,12,1,0,0,2,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Pienaar,MID,SUN,4900000,0,8,0.222222222222222,4.53514739229025E-08,1.63265306122449E-06,0,715,3,4,0,0,0,0,0,1.6,25,-1,0,8,1,-0.1,0,-0.3,0,0,2,0,0,0,714,0,0,0,0,438,22,0,1,38,Liverpool,Leicester,Swansea,Chelsea,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Erik,Pieters,DEF,STK,4500000,2,26,2.4,5.33333333333333E-07,5.77777777777778E-06,0,110830,2,15,0,0,0,0,0,5.8,4074,0,0,26,0,0.4,0,1.7,2,0,2,0,0,4.5,99836,0,388,0,0,990,2307,0,0,166,Watford,Burnley,Arsenal,Southampton,Leicester,2.1,2.5,3.3,2.5,2,3,1.7,2.2,1.6,1.6,2.3,2.3,2.3,1.9,1.9,1.8,1.9,1.3,1.7,3.4,2.2,2.4,3.3,2.2,3,2.3
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,16082,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1785,0,16,0,0,0,5,0,0,0,Hull City,Watford,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,MID,MUN,8200000,2,35,3.2,3.90243902439024E-07,4.26829268292683E-06,0,456798,3,13,0,0,0,2,0,4.3,7656,-3,0,35,3,0.5,0,4,2,0,4,0,0,7.8,282119,0,0,0,0,990,5703,0,0,174,West Ham,Everton,Tottenham,Crystal Palace,West Brom,2.9,2.2,2.7,2.6,2.5,4,3.1,2.1,2.1,2.7,2.8,2.8,3.2,2,3.4,2.4,3.3,2.7,3.3,3.3,2.4,2.3,2.9,2.1,2.1,2.6
Nick,Pope,GLK,BUR,4000000,0,0,0,0,0,0,25758,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,1.9,10470,0,0,0,0,0,238,0,0,0,Man City,Stoke,Bournemouth,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,-4,0,0,0,0,0,0,0,Chelsea,Swansea,Man Utd,Hull City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,5,33,3,6.66666666666667E-07,7.33333333333333E-06,0,9542,2,12,0,0,0,0,0,7.3,1069,0,0,33,0,1,0,4.7,3,0,3,0,1,0.9,36587,0,181,0,1,905,18395,0,0,172,Stoke,West Brom,Everton,Man City,Sunderland,3.8,2.9,3.4,2.3,2.1,3.5,3.3,3.6,2.9,2.9,4,3.7,2.1,4.4,3.6,2.2,3.4,2.9,3.3,2.5,3.1,3.1,4.4,1.7,2.2,2.7
Marc,Pugh,MID,BOU,4700000,1,1,0.0277777777777778,5.91016548463357E-09,2.12765957446809E-07,0,2416,0,0,0,0,0,0,0,0.2,29,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,230,0,245,0,0,10,21,0,0,2,Arsenal,Liverpool,Burnley,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Puncheon,MID,CRY,5300000,2,30,2.7,5.09433962264151E-07,5.66037735849057E-06,0,76093,3,13,0,0,0,0,0,5.7,1758,-2,0,30,2,0.2,0,1.3,4,0,0,0,3,0.9,61549,0,381,0,0,871,524,0,0,190,Swansea,Southampton,Hull City,Man Utd,Chelsea,2.5,2.1,2.3,2.3,1.7,2.2,1.7,2,1.8,2.4,1.8,3,2.2,2.2,2.1,1.9,2.3,1.5,2,1.4,3.1,1.4,2.8,1.7,2,2.3
Gaston,Ramirez,MID,MID,5300000,2,27,2.5,4.71698113207547E-07,5.09433962264151E-06,0,69476,5,8,0,0,0,1,0,5.1,530,-2,0,27,2,0.8,0,4,3,0,3,0,1,0.6,44132,0,0,0,0,747,1360,0,0,108,Leicester,Hull City,Southampton,Liverpool,Swansea,2.1,1.7,1.8,1.2,1.7,1.7,2.1,2.7,2,1.7,1.6,1.5,2,2,2,2.6,2,2.3,2.1,2.4,1.2,1.6,1.3,1.4,1.8,1.2
Aaron,Ramsey,MID,ARS,7600000,1,8,0.222222222222222,2.92397660818713E-08,1.05263157894737E-06,0,137054,1,4,0,0,0,0,0,1.1,517,-4,0,8,4,0.3,0,2,0,0,0,0,1,1,6937,0,558,0,0,190,1134,0,0,19,Bournemouth,West Ham,Stoke,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0,0,0,0,18341,0,0,0,0,0,0,0,0,1706,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,26618,0,30,0,0,0,4167,0,0,0,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,2,2,0.0555555555555556,1.26262626262626E-08,4.54545454545455E-07,0,9167,0,3,0,3,0,0,0,0.5,167,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,0.5,1434,0,56,0,0,90,134,0,0,10,Man Utd,Arsenal,Liverpool,Burnley,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,4300000,0,7,0.194444444444444,4.52196382428941E-08,1.62790697674419E-06,0,8579,0,11,0,0,0,0,0,1.6,259,-2,0,7,2,0.1,0,0.3,0,0,0,0,0,0.3,2134,0,194,0,0,379,71,0,0,85,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
