FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Eden,Hazard,MID,CHE,10200000,4,86,7.2,7.05882352941176E-07,8.43137254901961E-06,0,823801,2,9,0,0,0,7,0,8.5,14376,2,-1,86,-2,1.2,0,12.3,13,0,7,0,3,32.2,1262791,0,476,0,3,1001,64523,1,0,318,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,9.2,7,9.2,8.6,8.5,10.5,9.4,7.1,8,9.4,5.3,7.4,7.8,9.6,7.4,10.1,8.7,9,8.1,7.3,8.9,9.7,7.5,9.6,8.2,10.5
Tom,Heaton,GLK,BUR,4800000,0,52,4.3,8.95833333333333E-07,1.08333333333333E-05,0,108138,1,19,0,63,0,0,0,10.8,12229,3,0,52,-3,0.9,0,4.3,7,0,3,0,0,15.4,487592,0,0,0,3,1080,26203,0,0,272,Man City,Stoke,Bournemouth,West Ham,Tottenham,5.1,4.8,6.4,4.4,3.6,5.4,5.4,3.3,6.3,5,5.6,3.8,5.4,4.4,4.4,4.3,3,5.9,6.3,4.2,3.1,4.9,4.8,5.9,4.1,6.4
Jordan,Henderson,MID,LIV,6400000,3,38,3.2,5E-07,5.9375E-06,0,40160,5,14,0,0,0,1,0,5.9,2791,-1,0,38,1,0.6,0,4,6,0,2,0,2,1.5,47830,0,250,0,0,1063,4629,0,0,248,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,4.2,1.9,3.1,3,1.9,3,2.4,3,2.5,3.1,2.6,2.5,2.9,2.5,2.1,4,1.8,3.5,3.6,2.4,2.2,2.8,2.3,3.2,1.9,3.3
Jeff,Hendrick,MID,BUR,5400000,2,23,2.6,4.81481481481482E-07,4.25925925925926E-06,0,1900,1,15,0,0,0,1,0,4.3,160,-1,0,23,1,0.4,0,2.3,0,0,2,0,0,0,3164,0,0,0,0,731,47,0,0,73,Man City,Stoke,Bournemouth,West Ham,Tottenham,1.9,1.5,2.8,1.3,1.3,2.6,3.3,1.3,2.5,1.3,3.5,1.4,2,1.5,1.7,1.3,1.9,2.3,2.3,1.9,1.3,2.7,1.4,2.3,1.3,2.4
Wayne,Hennessey,GLK,CRY,4300000,1,6,0.166666666666667,3.87596899224806E-08,1.3953488372093E-06,0,102495,0,4,0,7,0,0,0,1.4,1318,-2,0,6,2,0.1,0,0.3,0,0,0,0,0,2.1,13608,0,266,0,0,270,598,0,0,41,Swansea,Southampton,Hull City,Man Utd,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rouwen,Hennings,FWD,BUR,4500000,0,0,0,0,0,0,3510,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.1,457,0,0,0,0,0,8,0,0,0,Man City,Stoke,Bournemouth,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus,Henriksen,MID,HUL,5100000,2,9,0.25,4.90196078431373E-08,1.76470588235294E-06,0,626,0,7,0,0,0,0,0,1.8,16,-4,0,9,4,0.4,0,2,0,0,0,0,0,0,796,0,0,0,0,358,25,0,0,38,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,6000000,0,24,2.4,4E-07,4E-06,0,118418,0,11,0,0,0,1,0,4,4371,0,0,24,0,0.2,0,1,0,0,2,0,1,1.1,107925,0,0,0,0,671,54,0,0,47,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,2.4,1.8,2.2,2.3,2.4,2.1,2.2,1.6,1.8,2.5,2,2.7,1.9,2.2,1.8,2.5,1.8,2.4,2.3,2.1,2,2.4,2.7,2.1
Luis,Hernandez,DEF,LEI,4300000,0,2,0.0555555555555556,1.29198966408269E-08,4.65116279069767E-07,0,16186,0,7,0,0,0,0,0,0.5,421,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,4829,0,0,0,0,237,71,0,0,41,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,6300000,6,17,1.9,3.01587301587302E-07,2.6984126984127E-06,0,13781,2,8,0,0,0,0,0,2.7,393,-2,0,17,2,0.3,0,2,1,0,2,0,1,0.4,9786,0,307,0,0,654,2330,0,1,134,West Ham,Everton,Tottenham,Crystal Palace,West Brom,1.2,1,1.2,1.1,1,1.9,1.4,1,1,1.2,1.2,1.2,1.4,1,1.5,1,1.5,1.1,1.5,1.5,1,1,1.3,1,1,1.1
Jake,Hesketh,MID,SOU,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,9,0,0,0,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,171,0,0,0,Southampton,Man Utd,Watford,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,0,0,0,0,0,65,0,0,0,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommie,Hoban,DEF,WAT,4000000,0,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1079,0,0,0,0,0,10,0,0,0,Stoke,West Brom,Everton,Man City,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4300000,3,17,0.472222222222222,1.09819121447028E-07,3.95348837209302E-06,0,89718,1,4,0,0,0,0,0,4,2339,-2,0,17,2,0.3,0,1.3,0,0,3,0,0,1.5,35293,0,0,0,0,564,1125,0,0,108,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4100000,0,7,0.194444444444444,4.74254742547425E-08,1.70731707317073E-06,0,59057,1,5,0,0,0,0,0,1.7,817,-4,1,7,4,0,0,0,0,0,1,0,0,0.6,39656,0,0,0,0,270,359,-1,0,61,Bournemouth,West Ham,Stoke,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jose,Holebas,DEF,WAT,4800000,0,41,3.7,7.70833333333333E-07,8.54166666666667E-06,0,109937,5,19,0,0,0,2,0,8.5,7610,3,0,41,-3,0.3,0,1.3,5,0,3,0,1,8.3,414364,0,96,0,1,989,19206,0,0,185,Stoke,West Brom,Everton,Man City,Sunderland,5,4,4.6,3.3,3,4.7,4.5,4.8,3.9,3.9,4.9,4.9,2.9,5.4,4.8,3.1,4.5,4,4.4,3.5,4.2,4.2,5.5,2.4,3.1,3.7
Mason,Holgate,DEF,EVE,4100000,0,16,0.444444444444444,1.0840108401084E-07,3.90243902439024E-06,0,231598,0,2,0,0,0,0,0,3.9,5686,-4,0,16,4,0,0,0,3,0,1,0,1,3.1,305041,0,0,0,0,270,2106,0,0,78,Southampton,Man Utd,Watford,Arsenal,Liverpool,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,7,0,0,0,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Huddlestone,MID,HUL,4700000,0,17,0.472222222222222,1.00472813238771E-07,3.61702127659574E-06,0,8650,2,13,0,0,0,0,0,3.6,253,-3,0,17,3,0.1,0,0.3,0,0,1,0,1,0.2,4025,0,0,0,0,592,41,0,0,90,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Robert,Huth,DEF,LEI,5000000,1,26,2.4,4.8E-07,5.2E-06,0,38240,4,18,0,0,0,0,0,5.2,2213,0,0,26,0,0.3,0,1.3,0,0,3,0,1,1.7,42238,0,453,0,0,986,971,0,0,147,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,2.3,1.2,2.1,1.7,2.2,2.7,3.6,1.7,2.3,1.8,1.2,2,1.8,3.6,2.6,2.8,2.5,3,2.3,1.2,2,2.6,1.7,2.7,1.3,3.3
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,13,0,0,0,Arsenal,Liverpool,Burnley,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,5000000,0,20,0.555555555555556,1.11111111111111E-07,4E-06,0,146936,0,10,0,0,0,0,0,3.9,3246,-5,1,20,5,0.1,0,0.7,0,0,3,0,0,1.5,23741,0,184,0,0,665,66,-1,0,81,Arsenal,Liverpool,Burnley,Leicester,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Zlatan,Ibrahimovic,FWD,MUN,11100000,0,54,4.9,4.41441441441441E-07,4.86486486486486E-06,0,1659711,4,13,0,0,0,6,0,4.9,21463,-4,0,54,4,0.4,0,4.7,9,0,4,0,1,25.6,896401,0,0,0,3,990,42928,0,0,175,West Ham,Everton,Tottenham,Crystal Palace,West Brom,7,5.1,6.2,6.6,5.8,6.9,5.6,6,7,6.2,6.6,5.3,6.2,6.3,6.5,5.5,5.9,6.1,6.7,5.9,5.6,5.2,6.4,5.6,5.1,6.5
Odion,Ighalo,FWD,WAT,7000000,0,27,2.7,3.85714285714286E-07,3.85714285714286E-06,0,292173,1,18,0,0,0,1,0,3.8,7127,-5,1,27,5,0.2,0,1.3,2,0,2,0,1,3.5,87345,0,709,0,0,834,891,-1,0,70,Stoke,West Brom,Everton,Man City,Sunderland,2.8,2.4,3,2.6,2.4,3,2.7,2.6,2.4,1.7,2.2,3.4,2,3.2,2.7,1.7,2.9,3.1,2.7,2,2.9,3.3,3.2,2.1,1.9,2.9
Kelechi,Iheanacho,FWD,MCI,6700000,0,36,4.5,6.71641791044776E-07,5.37313432835821E-06,0,445438,0,2,0,0,0,3,0,5.4,15612,-3,0,36,3,0,0,0.3,6,0,1,0,3,3.3,464493,0,242,0,1,288,4431,0,0,133,Burnley,Chelsea,Leicester,Watford,Arsenal,4.7,4.8,4.8,5.4,4.7,6.1,5.2,6.5,4.6,5.4,5.4,5.7,4.2,5.1,5.4,5.5,6.1,5.1,4.1,5.9,5,5.3,5.4,5.9,6.4,4.8
Giannelli,Imbula,MID,STK,4600000,0,9,0.25,5.43478260869565E-08,1.95652173913043E-06,0,11842,0,8,0,0,0,0,0,2,153,-4,0,9,4,0,0,0,1,0,0,0,0,0.2,4161,0,194,0,0,308,28,0,0,50,Watford,Burnley,Arsenal,Southampton,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Danny,Ings,FWD,LIV,5500000,0,0,0,0,0,0,21545,0,0,0,0,0,0,0,0,236,-5,0,0,5,0,0,0,0,0,0,0,0,0.3,3413,0,81,0,0,0,21,0,0,0,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gokhan,Inler,MID,LEI,4400000,0,0,0,0,0,0,9186,0,0,0,0,0,0,0,0,60,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3707,0,20,0,0,0,1,0,0,0,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Ireland,MID,STK,4400000,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,225,0,18,0,0,0,13,0,0,0,Watford,Burnley,Arsenal,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Isgrove,MID,SOU,4500000,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,9,0,0,0,Everton,Crystal Palace,Middlesbrough,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav,Ivanovic,DEF,CHE,5800000,1,18,0.5,8.62068965517241E-08,3.10344827586207E-06,0,161990,2,9,0,0,0,0,0,3.1,3041,-2,0,18,2,0.1,0,0.7,2,0,1,0,1,3.5,31588,0,414,0,0,545,200,0,0,123,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Alex,Iwobi,MID,ARS,5800000,0,30,0.833333333333333,1.4367816091954E-07,5.17241379310345E-06,0,98850,1,7,0,0,0,0,0,5.2,6664,-2,0,30,2,0.2,0,1.3,2,0,4,0,3,1,81830,0,150,0,0,558,1135,0,0,121,Bournemouth,West Ham,Stoke,Everton,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Phil,Jagielka,DEF,EVE,5100000,1,32,2.7,5.29411764705882E-07,6.27450980392157E-06,0,121678,2,14,0,0,0,0,0,6.3,15051,1,0,32,-1,0.1,0,0.3,3,0,2,0,1,5.9,256469,0,221,0,0,990,981,0,0,195,Southampton,Man Utd,Watford,Arsenal,Liverpool,2.3,2.4,2,3.8,4.1,1.4,2.3,3.3,2.5,2.6,2.8,3.8,2.2,2.7,1.9,3,3,2.9,1.5,2.8,3.4,3,2.7,2.3,3.1,3.3
Eldin,Jakupovic,GLK,HUL,4000000,0,23,0.638888888888889,1.59722222222222E-07,5.75E-06,0,265007,0,7,0,21,0,0,0,5.8,19168,0,0,23,0,0,0,0,0,0,1,0,0,19.4,438886,0,0,1,1,450,4411,0,0,114,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Daniel,James,MID,SWA,4500000,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,25,0,0,0,Crystal Palace,Tottenham,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4800000,2,14,0.388888888888889,8.10185185185185E-08,2.91666666666667E-06,0,5067,0,9,0,0,0,1,0,2.9,371,-2,0,14,2,0.6,0,2.7,0,0,0,0,1,0.2,12065,0,0,0,0,378,3065,0,0,78,Stoke,West Brom,Everton,Man City,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7700000,5,31,2.6,3.37662337662338E-07,4.02597402597403E-06,0,97906,0,6,0,0,0,1,0,4,2171,-3,0,31,3,0.6,0,5,3,0,1,0,2,1.1,57094,0,0,0,0,590,604,0,0,56,Chelsea,Swansea,Man Utd,Hull City,Burnley,1.5,2.8,1.8,3.4,3.3,2,1.9,2.2,2.6,2.4,2.2,2.3,2.1,2.6,2.9,2.7,2.6,1.8,2.7,2.6,2.8,1.9,2.2,2.2,2.4,3.1
Adnan,Januzaj,MID,SUN,5300000,0,9,1.3,2.45283018867925E-07,1.69811320754717E-06,0,49263,0,13,0,0,0,0,0,1.7,375,-2,0,9,2,0.1,0,0.3,0,0,0,0,0,0.5,30997,0,33,0,0,492,53,0,1,45,Liverpool,Leicester,Swansea,Chelsea,Watford,0.6,1.2,0.7,0.6,0.8,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,1,0.6,0.6,0.8,0.7,0.6,0.9,0.6,0.7,0.6
Mile,Jedinak,MID,CRY,4500000,0,2,2,4.44444444444444E-07,4.44444444444444E-07,0,24728,0,1,0,0,0,0,0,0.4,114,0,0,2,0,0,0,0,0,0,0,0,0,0.2,1083,0,118,0,0,90,2,0,0,8,Swansea,Southampton,Hull City,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,5000000,2,2,0.0555555555555556,1.11111111111111E-08,4E-07,0,563,0,1,0,0,0,0,0,0.4,176,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.2,7934,0,178,0,0,82,6823,0,0,12,Bournemouth,West Ham,Stoke,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4700000,1,5,0.138888888888889,2.95508274231678E-08,1.06382978723404E-06,0,8970,0,6,0,0,0,0,0,1.1,44,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.1,1647,0,324,0,0,304,135,0,0,43,Watford,Burnley,Arsenal,Southampton,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Jonathan Benteke,FWD,CRY,4400000,0,1,0.0277777777777778,6.31313131313131E-09,2.27272727272727E-07,0,9367,0,0,0,0,0,0,0,0.2,416,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,11671,0,0,0,0,7,274,0,0,3,Swansea,Southampton,Hull City,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Jones,DEF,SUN,4400000,5,7,0.194444444444444,4.41919191919192E-08,1.59090909090909E-06,0,756,3,7,0,0,0,0,0,1.6,33,-1,0,7,1,0.5,0,2.3,0,0,1,0,0,0,508,0,211,0,0,326,126,0,0,59,Liverpool,Leicester,Swansea,Chelsea,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Jones,MID,BUR,5000000,0,1,1,2E-07,2E-07,0,2854,1,1,0,0,0,0,0,0.2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,86,0,0,0,8,Man City,Stoke,Bournemouth,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,DEF,MUN,4700000,2,4,0.111111111111111,2.36406619385343E-08,8.51063829787234E-07,0,9372,0,2,0,0,0,0,0,0.9,237,-3,0,4,3,0.3,0,1.3,0,0,0,0,0,0.3,7698,0,64,0,0,180,5300,0,0,36,West Ham,Everton,Tottenham,Crystal Palace,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Joselu,FWD,STK,5300000,0,0,0,0,0,0,6286,0,0,0,0,0,0,0,0,38,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,530,0,246,0,0,0,4,0,0,0,Watford,Burnley,Arsenal,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Josh Robson,DEF,SUN,4000000,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4281,0,0,0,0,0,81,0,0,0,Liverpool,Leicester,Swansea,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas,Jutkiewicz,FWD,BUR,4400000,0,2,0.0555555555555556,1.26262626262626E-08,4.54545454545455E-07,0,19870,0,0,0,0,0,0,0,0.5,513,-1,0,2,1,0,0,0,0,0,0,0,0,0.5,8463,0,0,0,0,13,101,0,0,5,Man City,Stoke,Bournemouth,West Ham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Kabasele,DEF,WAT,4800000,0,2,0.0555555555555556,1.15740740740741E-08,4.16666666666667E-07,0,1955,0,3,0,0,0,0,0,0.4,81,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0,388,0,0,0,0,61,4,0,0,12,Stoke,West Brom,Everton,Man City,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Younes,Kaboul,DEF,WAT,4400000,2,23,2.6,5.90909090909091E-07,5.22727272727273E-06,0,17528,0,16,0,0,0,0,0,5.2,1721,-1,0,23,1,0.5,0,2.3,0,0,3,0,0,0.9,22184,0,231,0,0,782,1837,0,0,150,Stoke,West Brom,Everton,Man City,Sunderland,0,2.3,2.8,1.9,1.7,2.8,2.7,2.9,2.3,2.3,3.5,3,1.6,3.8,3,1.7,2.7,2.3,2.6,2,2.5,2.5,3.9,1.3,1.7,2.2
Sullay,Kaikai,MID,CRY,4500000,0,0,0,0,0,0,2118,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,9,0,0,0,1,0,0,0,Swansea,Southampton,Hull City,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Kane,FWD,TOT,10800000,13,45,6.4,5.92592592592593E-07,4.16666666666667E-06,0,653410,0,5,0,0,0,5,0,4.2,6060,-2,-1,45,2,0.6,0,7,8,0,3,0,1,7,244421,0,1053,0,1,581,45287,1,0,175,Chelsea,Swansea,Man Utd,Hull City,Burnley,6.5,8.7,7.4,8.8,9.6,7.6,7.5,8.3,8.9,8,7.6,8.4,7.4,8.8,9.6,8.3,9.1,7,8.4,9,9.4,7.1,8.2,7.6,8.7,8.2
N'Golo,Kante,MID,CHE,4800000,2,34,2.8,5.83333333333333E-07,7.08333333333333E-06,0,555392,2,9,0,0,0,1,0,7.1,15930,-2,0,34,2,0.6,0,2.7,0,0,7,0,0,14.2,158003,0,501,0,0,1080,7828,0,0,204,Tottenham,Man City,West Brom,Sunderland,Crystal Palace,2.3,1.5,2.3,2.6,2,2.9,2.3,1.5,2.1,2.4,1.4,1.6,1.8,2.5,1.6,2.7,2.1,2.2,1.9,1.6,2.1,2.5,1.7,2.6,1.9,3.4
Bartosz,Kapustka,MID,LEI,5100000,0,0,0,0,0,0,5368,0,0,0,0,0,0,0,0,35,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,392,0,0,0,0,0,5,0,0,0,Middlesbrough,Sunderland,Man City,Bournemouth,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris,Karius,GLK,LIV,4900000,6,24,3.4,6.93877551020408E-07,4.89795918367347E-06,0,15158,0,6,0,14,0,0,0,4.9,946,-1,0,24,1,0.8,0,4,0,0,2,0,0,1.4,50760,0,0,0,0,630,11124,0,0,110,Sunderland,Bournemouth,West Ham,Middlesbrough,Everton,3.7,3.3,5.1,3.3,2.5,4.6,3.4,2.4,2.4,3.9,3.7,3.5,4.1,1.9,4.7,4.5,2.6,4.2,5,4.1,3.3,4.3,3,4.5,3.9,3.6
Michael,Keane,DEF,BUR,4900000,0,37,3.1,6.3265306122449E-07,7.55102040816327E-06,0,37598,1,19,0,0,0,1,0,7.6,5033,-1,0,37,1,0.5,0,2.3,2,0,3,0,0,2.6,89460,0,0,0,1,1080,2278,0,0,228,Man City,Stoke,Bournemouth,West Ham,Tottenham,3.2,3.2,4.6,3.2,2.1,3.4,3.4,1.9,4.1,3.6,3.6,2.2,3.4,2.6,2.7,3.1,1.7,3.8,4.3,2.5,1.8,3.1,3,3.8,2.5,4.6
Will,Keane,FWD,HUL,4500000,0,8,0.222222222222222,4.93827160493827E-08,1.77777777777778E-06,0,23134,0,10,0,0,0,0,0,1.8,4930,0,0,8,0,0.2,0,1,0,0,1,0,0,0.5,38990,0,0,0,0,280,76,0,0,9,West Brom,Middlesbrough,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
