FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Vincent,Kompany,DEF,MCI,5900000,1,2,0.0740740740740741,1.25549278091651E-08,3.38983050847458E-07,0,12473,1,1,0,0,0,0,0,0.3,254,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.4,3205,0,173,0,0,78,1139,0,0,8,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arouna,Kone,FWD,EVE,5100000,0,3,0.111111111111111,2.17864923747277E-08,5.88235294117647E-07,0,55725,0,0,0,0,0,0,0,0.6,1594,-4,1,3,4,0,0,0,0,0,0,0,0,1,11725,0,289,0,0,46,524,-1,0,9,West Ham,Chelsea,Swansea,Southampton,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lamine,Kone,DEF,SUN,4400000,2,11,1.6,3.63636363636364E-07,2.5E-06,0,57951,0,12,0,0,0,0,0,2.5,2162,-1,0,11,1,0.3,0,1.3,0,0,0,0,0,1.2,13300,0,176,0,0,630,197,0,0,93,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,2.1,0.9,1.1,1.5,1.4,1,1.2,1.1,0.8,0.8,2.1,1.8,1,1.7,1.4,1.5,0.8,1.1,1,1.6,1,0.8,1,2,2.1,1.9,1.3,1.1,0.8
Dimitrios,Konstantopoulos,GLK,MID,4300000,0,0,0,0,0,0,4637,0,0,0,0,0,0,0,0,141,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,363,0,0,0,0,0,17,0,0,0,Bournemouth,Man City,Chelsea,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent,Koscielny,DEF,ARS,6400000,8,51,6.4,1E-06,7.96875E-06,0,80557,0,5,0,0,0,2,0,8.1,3496,4,-1,51,-4,1.3,0,8,8,0,4,0,0,18.6,537893,0,493,0,2,720,80832,1,0,225,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,8.5,8.9,7.3,9.6,8.6,8.1,7.8,7.8,8.3,7.9,7.7,9.2,9.6,7.9,7.6,7.4,8.3,8.3,9,8.8,7.8,8.4,9.1,9.1,8.6,8.2,7.5,8.9,8.2
Cheikhou,Kouyate,MID,WHU,5200000,3,20,2.2,4.23076923076923E-07,3.84615384615385E-06,0,70697,1,17,0,0,0,0,0,3.8,2135,-3,0,20,3,0.4,0,2.3,0,0,3,0,0,1.1,15804,0,498,0,0,810,585,0,0,113,Everton,Stoke,Tottenham,Man Utd,Arsenal,1.2,1.6,1.1,1.5,1.1,1.1,2.3,1.4,1.7,1.3,2,1.4,2.1,1.4,1.1,1.6,1.6,1.5,1.1,2.7,1.8,1.1,1.7,1.8,1.7,1.4,1.5,1.2,1.2
Dusan,Kuciak,GLK,HUL,4000000,0,0,0,0,0,0,2767,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5695,0,0,0,0,0,153,0,0,0,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,3,0,0,0,Liverpool,Burnley,Man City,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0,0,0,0,17716,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2820,0,0,0,0,0,23,0,0,0,Man Utd,Crystal Palace,West Brom,Man City,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Lallana,MID,LIV,7100000,3,45,1.66666666666667,2.34741784037559E-07,6.33802816901408E-06,0,340683,1,10,0,0,0,3,0,6.3,19421,1,0,45,-1,0.2,0,1.7,5,0,1,0,3,11.4,526860,0,416,0,2,621,32370,0,0,168,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0.8,1.1,0.8,1.6,0.8,1,1.3,0.8,1.1,0.9,1,0.8,1.1,1,1,1,0.8,0.8,1.6,0.8,1.2,1.5,0.8,0.8,1,0.9,1.2,0.8,1.3
Rickie,Lambert,FWD,WBA,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,7420,0,0,0,0,0,0,0,0.2,105,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1119,0,72,0,0,13,5,0,0,3,Man City,Leicester,Burnley,Hull City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Lamela,MID,TOT,6800000,2,28,3.1,4.55882352941176E-07,4.11764705882353E-06,0,419355,1,2,0,0,0,1,0,4.1,14875,-2,0,28,2,0.3,1,2,4,0,4,0,1,6.5,300797,0,519,0,0,595,2706,0,0,93,Leicester,Arsenal,West Ham,Chelsea,Swansea,4.4,1.6,2.8,1.6,3.1,2.3,2.6,4,1.8,2.5,2.8,2.9,1.6,2.8,3.4,1.6,2.9,3.2,2.2,3.1,1.8,2.7,3,3.7,2.1,1.9,1.8,3.5,2.7
Manuel,Lanzini,MID,WHU,6400000,3,26,0.962962962962963,1.50462962962963E-07,4.0625E-06,0,8920,0,10,0,0,0,2,0,4.1,2144,-1,0,26,1,0.8,0,5,3,0,2,0,0,0.3,16824,0,381,0,1,444,1160,0,0,112,Everton,Stoke,Tottenham,Man Utd,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4800000,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,24,-2,0,0,2,0,0,0,0,0,0,0,0,0,111,0,58,0,0,0,14,0,0,0,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Leadbitter,MID,MID,4800000,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,15,-2,1,0,2,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,11,-1,0,0,Bournemouth,Man City,Chelsea,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Ledley,MID,CRY,4500000,2,19,0.703703703703704,1.56378600823045E-07,4.22222222222222E-06,0,18208,0,7,0,0,0,1,0,4.2,1714,0,0,19,0,0.4,0,1.7,1,0,1,0,0,0.8,19205,0,121,0,0,501,714,0,0,95,Liverpool,Burnley,Man City,Swansea,Southampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
,Lee Chung-yong,MID,CRY,4500000,1,15,0.555555555555556,1.23456790123457E-07,3.33333333333333E-06,0,11087,0,2,0,0,0,0,0,3.3,475,0,0,15,0,0.2,0,0.7,0,0,2,0,1,0.3,11363,0,56,0,0,212,40,0,0,67,Liverpool,Burnley,Man City,Swansea,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jonathan,Leko,MID,WBA,4300000,0,7,0.259259259259259,6.02928509905254E-08,1.62790697674419E-06,0,17607,0,0,0,0,0,0,0,1.6,1148,-2,0,7,2,0,0,0,0,0,0,0,1,0.4,16033,0,28,0,0,46,902,0,0,20,Man City,Leicester,Burnley,Hull City,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0,0,0,0,37560,0,0,0,0,0,0,0,0,2036,-1,0,0,1,0,0,0,0,0,0,0,0,1.4,34876,0,0,0,0,0,3049,0,0,0,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Lennon,MID,EVE,5600000,0,1,0.037037037037037,6.61375661375661E-09,1.78571428571429E-07,0,10712,0,0,0,0,0,0,0,0.2,197,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,1232,0,278,0,0,15,35,0,0,6,West Ham,Chelsea,Swansea,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremain,Lens,MID,SUN,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,2330,0,1,0,0,0,0,0,0.3,39,-1,0,2,1,0,0,0,0,0,0,0,0,0,150,0,180,0,0,69,5,0,0,12,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,MID,MUN,5700000,2,11,0.407407407407407,7.14749837556855E-08,1.92982456140351E-06,0,32088,0,6,0,0,0,0,0,1.9,797,-3,0,11,3,0.3,0,1.7,0,0,1,0,1,0.4,7472,0,318,0,0,252,1993,0,0,46,Burnley,Swansea,Arsenal,West Ham,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,HUL,4800000,2,17,1.9,3.95833333333333E-07,3.54166666666667E-06,0,3915,1,22,0,0,0,0,0,3.5,179,-2,0,17,2,0.6,0,2.7,0,0,1,0,1,0.1,2055,0,0,0,0,759,123,0,1,133,Watford,Southampton,Sunderland,West Brom,Middlesbrough,1.6,1,1.7,1,2,1,1,1.1,1,1,1.3,1.3,1,1.4,1,1,1.5,1.3,1,1.2,1,1.1,1,1.4,1,1.1,1.5,1.4,1
Fernando,Llorente,FWD,SWA,6200000,1,21,3,4.83870967741936E-07,3.38709677419355E-06,0,126920,0,10,0,0,0,1,0,3.4,4158,-3,0,21,3,0,0,0.3,1,0,1,0,1,1.4,68361,0,0,0,0,563,1581,0,0,54,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,3.2,2.7,2.7,2.9,2.3,3.6,3.1,3.3,3,3.3,3.5,2.1,3.2,3,3.3,3.7,2.4,3.7,4.5,2.2,2.4,2.6,3.1,3.1,2.8,2.6,2.9,3.5,2.9
Hugo,Lloris,GLK,TOT,5500000,6,34,4.9,8.90909090909091E-07,6.18181818181818E-06,0,167661,0,3,0,17,0,0,0,6.2,3180,0,0,34,0,1.1,0,6,1,0,4,0,0,7.1,122911,0,419,0,0,574,13524,0,0,149,Leicester,Arsenal,West Ham,Chelsea,Swansea,7,6.2,7.2,4.2,6.2,4,6.1,7.4,5.3,5.4,6.6,6.8,4.4,5.4,5.7,5.4,7,6.5,6.1,7.4,4.4,5.5,6.2,7.4,3.3,6.7,5.7,6,6.3
Ruben,Loftus-Cheek,MID,CHE,5100000,0,1,0.037037037037037,7.26216412490922E-09,1.96078431372549E-07,0,3467,0,0,0,0,0,0,0,0.2,70,-4,0,1,4,0.1,0,0.3,0,0,0,0,0,0.1,308,0,68,0,0,9,12,0,0,3,Southampton,Everton,Middlesbrough,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Long,FWD,BUR,4500000,0,0,0,0,0,0,29061,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3908,0,0,0,0,0,40,0,0,0,Man Utd,Crystal Palace,West Brom,Man City,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,6100000,0,8,1.1,1.80327868852459E-07,1.31147540983607E-06,0,419498,1,5,0,0,0,0,0,1.3,10310,-4,0,8,4,0,0,0.3,0,0,0,0,0,3.6,49815,0,435,0,0,324,177,0,0,16,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0,1,0.9,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,1,0.6,0.8,0.6,0.6,0.6,0.7,0.6,0.9,0.7,0.6,0.9,0.6,0.9,0.6,0.6,0.7
Donald,Love,DEF,SUN,4100000,0,2,0.0740740740740741,1.806684733514E-08,4.8780487804878E-07,0,65894,1,5,0,0,0,0,0,0.5,6912,1,0,2,-1,0,0,0,0,0,0,0,0,4.5,200929,0,3,0,0,194,638,0,0,31,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan,Lovren,DEF,LIV,4900000,2,22,3.1,6.3265306122449E-07,4.48979591836735E-06,0,85966,2,9,0,0,0,1,0,4.5,3593,-1,0,22,1,0.8,0,3.7,2,0,1,0,0,4.2,127259,0,248,0,0,630,12328,0,0,122,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,3.6,3.2,2.7,3.9,2.5,4.5,2.8,2.2,4.4,3.2,2.7,1.9,3.2,3.5,3.3,4.3,1.6,4.2,4.2,2.1,3.4,4.6,3.8,2.8,4,2.8,4.1,3.7,2.9
Matthew,Lowton,DEF,BUR,4500000,2,22,2.4,5.33333333333333E-07,4.88888888888889E-06,0,11549,3,13,0,0,0,0,0,4.9,1105,0,0,22,0,0.4,0,1.7,2,0,2,0,0,0.7,22322,0,0,0,0,810,289,0,0,143,Man Utd,Crystal Palace,West Brom,Man City,Stoke,1.2,3,1.5,2.4,2.4,3.5,2.4,1.6,2.1,2.9,1.2,3,2.7,2.8,1.5,2.6,1.9,1.5,2.3,1.5,3.2,3.4,1.5,1.2,2.3,2.1,2.7,1.3,3.6
Leiva,Lucas,MID,LIV,4400000,1,3,0.111111111111111,2.52525252525253E-08,6.81818181818182E-07,0,6005,1,1,0,0,0,0,0,0.7,395,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0.2,7116,0,253,0,0,102,100,0,0,17,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,175,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3434,0,0,0,0,0,199,0,0,0,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,EVE,9700000,5,55,6.9,7.11340206185567E-07,5.67010309278351E-06,0,321433,0,6,0,0,0,6,0,5.7,10367,7,-1,55,-7,0.7,0,7,10,0,2,0,2,31.8,1234979,0,754,0,2,656,133324,1,0,195,West Ham,Chelsea,Swansea,Southampton,Man Utd,10,7.4,9.4,7.9,10,8.8,8.6,10.4,7.2,9.6,10.4,10.1,8.8,8.6,10.4,9.2,10.1,7,9.8,9,7.9,7.8,10.4,10.4,8.3,10.2,8.9,9.5,8.2
Shaun,MacDonald,MID,BOU,4500000,0,0,0,0,0,0,3405,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0.1,129,0,3,0,0,0,5,0,0,0,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,141,0,0,0,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,HUL,4400000,1,4,0.8,1.81818181818182E-07,9.09090909090909E-07,0,857,0,12,0,0,0,0,0,0.9,88,-1,0,4,1,0,0,0,0,0,0,0,1,0,1157,0,0,0,0,215,37,0,0,63,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.5,0.4,0.4,0.6,1.1,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.7,0.4,0.4,0.4,0.6,0.4
Riyad,Mahrez,MID,LEI,9100000,2,25,2.8,3.07692307692308E-07,2.74725274725275E-06,0,702868,1,13,0,0,0,1,0,2.7,25642,-4,1,25,4,0.2,1,1.7,1,0,3,0,1,11.5,83142,0,994,0,0,693,733,-1,0,82,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,1.4,2.8,1.6,3.2,1.8,2.5,1.4,1.4,3,2.6,2.2,2.7,1.4,1.4,3.3,1.7,2.2,2.5,1.4,1.4,2.7,3.7,1.4,1.4,2.7,1.4,2.9,1.4,3.5
Ainsley,Maitland-Niles,MID,ARS,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun,Maloney,MID,HUL,4500000,0,15,0.555555555555556,1.23456790123457E-07,3.33333333333333E-06,0,63707,0,5,0,0,0,1,0,3.3,3419,0,0,15,0,0.2,0,0.7,2,0,0,0,1,1.2,87844,0,0,0,1,151,73,0,0,55,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Steve,Mandanda,GLK,CRY,4400000,1,15,2.1,4.77272727272727E-07,3.40909090909091E-06,0,72513,0,10,0,15,0,0,0,3.4,3852,-1,0,15,1,0.5,0,2,0,0,0,0,0,3.6,37798,0,0,0,0,630,1015,0,0,87,Liverpool,Burnley,Man City,Swansea,Southampton,2.8,1.4,1.5,1.9,2.1,2.2,1.4,1.7,1.8,3,1.5,2.6,1.6,1.6,1.9,2.6,1.3,1.8,2.2,1.5,1.3,1.8,2.6,1.9,2.5,2.2,1.4,1.4,1.2
Sadio,Mane,MID,LIV,9000000,12,46,5.8,6.44444444444444E-07,5.11111111111111E-06,0,383432,1,9,0,0,0,4,0,5.1,5993,0,0,46,0,0.6,0,5.7,4,0,1,0,2,14.8,383987,0,635,0,1,717,46231,0,0,148,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,6,7.4,5.1,8.6,4.5,7,7.6,5.3,7.2,6.6,6.7,6.2,7.4,7.1,7,7.1,5.8,5.3,8.7,4.6,7.6,8.5,6,5.8,6.8,6.6,7.6,5.2,7.8
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0,0,0,0,19282,0,0,0,0,0,0,0,0,188,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,704,0,235,0,0,0,8,0,0,0,West Brom,Middlesbrough,Crystal Palace,Burnley,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,Manninger,GLK,LIV,4000000,0,0,0,0,0,0,3456,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7239,0,0,0,0,0,228,0,0,0,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vito,Mannone,GLK,SUN,4400000,0,3,0.111111111111111,2.52525252525253E-08,6.81818181818182E-07,0,28805,0,4,0,4,0,0,0,0.7,793,-1,0,3,1,0,0,0,0,0,0,0,0,0.5,3904,0,210,0,0,180,13,0,0,25,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Javier,Manquillo,DEF,SUN,4500000,2,10,1.4,3.11111111111111E-07,2.22222222222222E-06,0,1003,1,12,0,0,0,0,0,2.2,125,0,0,10,0,0.4,0,1.7,0,0,0,0,0,0,1982,0,0,0,0,630,63,0,0,61,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,1.9,0.7,0.8,1.3,1.1,0.8,1,0.9,0.7,0.7,1.8,1.5,0.8,1.4,1.1,1.2,0.7,0.9,0.8,1.3,0.8,0.7,0.8,1.6,1.9,1.5,1,0.9,0.7
,Marc Wilson,DEF,BOU,4000000,0,0,0,0,0,0,29478,0,0,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,1.7,26733,0,14,0,0,0,906,0,0,0,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0,0,0,0,5321,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0.4,18102,0,0,0,0,0,753,0,0,0,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazar,Markovic,MID,LIV,5400000,0,0,0,0,0,0,2884,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,5,0,0,0,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Marney,MID,BUR,4500000,2,23,2.6,5.77777777777778E-07,5.11111111111111E-06,0,20340,1,12,0,0,0,0,0,5.1,2432,0,0,23,0,0.4,0,1.7,1,0,2,0,1,0.9,43730,0,0,0,0,791,2070,0,0,112,Man Utd,Crystal Palace,West Brom,Man City,Stoke,1.4,2.3,1.3,2.1,1.3,3.1,1.3,1.3,2.8,3.3,1.3,2.6,1.3,3.7,1.5,2.4,1.7,1.6,1.3,1.7,2.4,2.4,2.1,1.3,2.9,1.3,2.4,1.3,2.3
David,Marshall,GLK,HUL,4500000,2,7,0.259259259259259,5.76131687242798E-08,1.55555555555556E-06,0,1518,0,15,0,20,0,0,0,1.6,271,0,0,7,0,0.4,0,1.7,0,0,0,0,0,0.1,4107,0,0,0,0,360,137,0,0,77,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Anthony,Martial,MID,MUN,9300000,1,24,0.888888888888889,9.55794504181601E-08,2.58064516129032E-06,0,271466,0,4,0,0,0,1,0,2.6,3630,-2,0,24,2,0.2,0,2.3,3,0,1,0,2,2.9,94793,0,593,0,1,321,377,0,0,70,Burnley,Swansea,Arsenal,West Ham,Everton,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,2,12,0.444444444444444,1.03359173126615E-07,2.7906976744186E-06,0,6039,0,2,0,0,0,0,0,2.8,878,-2,0,12,2,0.8,0,3.3,0,0,1,0,0,0.5,17120,0,203,0,0,256,2986,0,0,47,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bruno,Martins Indi,DEF,STK,4900000,6,18,3,6.12244897959184E-07,3.6734693877551E-06,0,1468,0,10,0,0,0,0,0,3.7,116,-1,0,18,1,1.1,0,5.3,2,0,2,0,0,0.1,4876,0,0,0,0,540,831,0,0,115,Swansea,West Ham,Bournemouth,Watford,Burnley,2.7,3.9,4.1,3,3.8,4.2,3.6,3.3,3.7,2.3,2.8,3,2.6,2.9,3.1,3.6,3.1,2.4,2.4,3,1.8,2.4,4.3,2.7,3.1,4.1,2.7,3.8,3
Ryan,Mason,MID,HUL,4900000,1,13,0.481481481481481,9.82615268329554E-08,2.6530612244898E-06,0,2803,2,15,0,0,0,1,0,2.7,249,-1,0,13,1,0.7,0,3.3,0,0,0,0,0,0.1,3077,0,147,0,0,380,207,0,0,61,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
