FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Isaac,Success,MID,WAT,5800000,0,12,0.444444444444444,7.66283524904215E-08,2.06896551724138E-06,0,3022,1,1,0,0,0,1,0,2.1,476,-2,0,12,2,0.5,0,3,0,0,1,0,0,0.1,1551,0,0,0,0,191,63,0,0,39,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andrew,Surman,MID,BOU,4800000,0,17,2.1,4.375E-07,3.54166666666667E-06,0,6086,1,12,0,0,0,0,0,3.5,467,-2,0,17,2,0.3,0,1.3,0,0,2,0,0,0.2,1485,0,385,0,0,720,38,0,0,124,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,1.4,2.5,1,1,1.3,1,2.8,1.9,1,1.1,1.1,1.1,1.8,1.6,1,1.5,1,1,1.7,1.8,1,1,1.7,1,2.1,1.2,1.7,2.5,1
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,0,0,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusan,Tadic,MID,SOU,7200000,2,32,3.6,5E-07,4.44444444444444E-06,0,165185,1,6,0,0,0,1,0,4.4,7991,-3,0,32,3,0.3,0,2,0,0,4,0,2,2.4,57045,0,564,0,0,713,1793,0,0,116,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,3.5,3.5,2.9,3.9,2.9,4.2,2.9,2.1,3.6,3.7,2.4,2.4,5.4,3.4,3.5,3.5,2.5,3.2,4.3,2,4.6,3.4,2.7,3.2,1.9,3.2,1.8,4.1,3.6
Matt,Targett,DEF,SOU,4300000,0,6,0.222222222222222,5.16795865633075E-08,1.3953488372093E-06,0,28888,0,4,0,0,0,0,0,1.4,1907,-2,1,6,2,0.1,0,0.3,0,0,0,0,0,0.5,13129,0,169,0,0,283,25,-1,0,59,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,Tarkowski,DEF,BUR,4000000,1,1,0.037037037037037,9.25925925925926E-09,2.5E-07,0,29085,1,1,0,0,0,0,0,0.3,1562,0,0,1,0,0.1,0,0.3,0,0,0,0,0,1.6,22031,0,0,0,0,36,5057,0,0,1,Man Utd,Crystal Palace,West Brom,Man City,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil,Taylor,DEF,SWA,4300000,0,1,0.037037037037037,8.61326442721792E-09,2.32558139534884E-07,0,34207,1,4,0,0,0,0,0,0.2,1018,-2,0,1,2,0,0,0,0,0,0,0,0,0.3,2640,0,321,0,0,130,115,0,0,11,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,25059,0,0,0,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3059,0,12,0,0,0,13,0,0,0,Swansea,West Ham,Bournemouth,Watford,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Terry,DEF,CHE,5400000,0,10,0.37037037037037,6.85871056241427E-08,1.85185185185185E-06,0,158294,1,4,0,0,0,0,0,1.9,4789,-1,0,10,1,0,0,0,0,0,1,0,0,2.3,55566,0,228,0,0,360,521,0,0,64,Southampton,Everton,Middlesbrough,Tottenham,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,1974,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4394,0,0,0,0,0,169,0,0,0,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,5000000,1,13,0.481481481481481,9.62962962962963E-08,2.6E-06,0,2239,1,8,0,0,0,1,0,2.6,262,0,0,13,0,0.3,0,1.3,0,0,0,0,0,0.1,2802,0,221,0,0,414,94,0,0,71,Liverpool,Burnley,Man City,Swansea,Southampton,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2
Gokhan,Tore,MID,WHU,5400000,0,10,0.37037037037037,6.85871056241427E-08,1.85185185185185E-06,0,9967,0,4,0,0,0,0,0,1.9,276,-1,0,10,1,0.1,0,0.3,0,0,1,0,1,0.1,8898,0,0,0,0,240,5,0,0,29,Everton,Stoke,Tottenham,Man Utd,Arsenal,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andros,Townsend,MID,CRY,6200000,2,28,3.1,5E-07,4.51612903225806E-06,0,187439,2,10,0,0,0,1,0,4.5,12660,-3,1,28,3,0.3,0,1.7,3,0,1,0,1,3.2,74857,0,315,0,1,771,736,-1,0,126,Liverpool,Burnley,Man City,Swansea,Southampton,1.9,2.3,2.2,3.2,2.7,3.3,3.1,2.4,3,2.1,2.6,2.3,2.7,2,3.5,2.7,2.9,2.6,2.4,2.6,1.9,2.3,1.6,4.1,1.6,3.5,2,2.2,2.8
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2143,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,93,0,101,0,0,0,6,0,0,0,Southampton,Everton,Middlesbrough,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Traore,MID,MID,4800000,3,5,0.185185185185185,3.85802469135802E-08,1.04166666666667E-06,0,813,1,0,0,0,0,0,0,1,109,-2,0,5,2,0.3,0,1.3,0,0,1,0,0,0.2,6548,0,0,0,0,154,5535,0,0,21,Bournemouth,Man City,Chelsea,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kieran,Trippier,DEF,TOT,4800000,0,0,0,0,0,0,2834,0,0,0,0,0,0,0,0,108,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,478,0,110,0,0,0,43,0,0,0,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Tymon,DEF,HUL,4000000,0,0,0,0,0,0,1422,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2704,0,0,0,0,0,161,0,0,0,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,5600000,0,5,0.185185185185185,3.30687830687831E-08,8.92857142857143E-07,0,8487,0,2,0,0,0,0,0,0.9,351,-4,1,5,4,0.1,0,0.3,0,0,0,0,0,0.2,2379,0,226,0,0,82,139,-1,0,10,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,1919,0,0,0,0,0,0,0,0,52,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,495,0,0,0,0,0,2,0,0,0,Man Utd,Crystal Palace,West Brom,Man City,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Valdes,GLK,MID,4500000,10,21,3,6.66666666666667E-07,4.66666666666667E-06,0,136699,0,10,0,15,0,0,0,4.7,1951,0,0,21,0,1,0,4.7,3,0,1,0,0,4.4,28233,0,0,0,1,630,5229,0,0,102,Bournemouth,Man City,Chelsea,Leicester,Hull City,3.9,2.6,2.7,2,2.4,3.2,4,2.4,2.6,2.4,3,3.3,3.8,2.8,3.4,2.6,4,4.2,3.1,2.3,3.3,3.8,3.5,3.5,3,2.4,2.5,3.3,4
Antonio,Valencia,DEF,MUN,5600000,0,30,3.3,5.89285714285714E-07,5.35714285714286E-06,0,207164,1,10,0,0,0,0,0,5.4,13741,1,0,30,-1,0.5,0,2.7,4,0,3,0,0,11.7,271799,0,186,0,1,781,22826,0,0,184,Burnley,Swansea,Arsenal,West Ham,Everton,4.5,3.3,4.4,4.7,2.5,4.6,4.1,3.2,4.1,3.1,4,4.9,4.2,3.4,1.8,3.5,2.5,4.9,3.1,3.2,3.8,3.6,3.1,3.7,2.5,3.4,4.3,3.3,4.3
Enner,Valencia,FWD,EVE,5300000,1,11,1.8,3.39622641509434E-07,2.07547169811321E-06,0,132481,0,4,0,0,0,0,0,2.1,8102,-2,0,11,2,0.1,0,0.3,0,0,1,0,1,2,82876,0,200,0,0,247,305,0,0,17,West Ham,Chelsea,Swansea,Southampton,Man Utd,0,0.9,1.5,0.9,1.5,1.1,1.1,1.9,0.9,2.1,1.6,1.8,1.3,1.2,1.8,1.3,1.9,0.9,1.5,1.9,1.2,0.9,2,2,1.2,1.5,1.4,1.3,1
Patrick,van Aanholt,DEF,SUN,5000000,2,24,3,6E-07,4.8E-06,0,122337,0,13,0,0,0,2,0,4.8,9753,0,0,24,0,0.7,0,3.3,2,0,0,0,0,4.4,71463,0,369,0,1,614,681,0,0,125,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,4,2.5,2.9,3.5,3.5,2.8,3.2,3,1.9,2.2,4.5,4.2,2.8,4,3.6,3.8,2.2,2.9,2.8,4,2.8,1.6,2.8,4.3,4,4.3,3.3,2.9,2
Mike,van der Hoorn,DEF,SWA,4300000,6,7,0.259259259259259,6.02928509905254E-08,1.62790697674419E-06,0,5916,1,5,0,0,0,0,0,1.6,141,-2,0,7,2,0.5,0,2.3,0,0,1,0,0,0.2,2000,0,0,0,0,270,750,0,0,45,Stoke,Man Utd,Everton,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Virgil,van Dijk,DEF,SOU,5400000,2,29,3.2,5.92592592592593E-07,5.37037037037037E-06,0,200649,3,8,0,0,0,0,0,5.4,7045,-1,0,29,1,0.8,0,4.3,4,0,3,0,0,9,70651,0,452,0,1,810,10173,0,0,190,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,3.7,3.5,4.8,3.6,3.8,3,3.9,2.6,4.5,3.8,2.3,2.3,4,3,4.7,2.9,4.4,2.9,3.2,3,4.8,4.2,2.9,3.3,2.1,3.3,3.6,2.9,4.5
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,24,-1,0,0,1,0,0,0,0,0,0,0,0,0,93,0,81,0,0,0,2,0,0,0,Southampton,Everton,Middlesbrough,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie,Vardy,FWD,LEI,9700000,1,30,3.3,3.4020618556701E-07,3.09278350515464E-06,0,708152,0,15,0,0,0,2,0,3.1,30046,-3,0,30,3,0.2,0,1.7,3,0,3,0,1,10.1,136642,0,945,0,0,666,1688,0,0,103,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,1.6,4.2,2.3,3.7,2.7,4.6,1.6,2.3,4.2,4.3,2.5,4.2,1.9,1.8,4,2.8,4.8,4.6,2,2.3,4.1,4.8,1.9,2.7,3.9,2.3,3.8,2.5,4.6
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,36,0,0,0,7,0,0,0,Burnley,Swansea,Arsenal,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5700000,5,36,4,7.01754385964912E-07,6.31578947368421E-06,0,56433,4,4,0,0,0,0,0,6.4,5383,2,-1,36,-2,0.7,0,4,2,0,5,0,0,8.2,235462,0,335,0,0,810,22248,1,0,200,Leicester,Arsenal,West Ham,Chelsea,Swansea,5.4,5.1,5.9,3,4.6,2.9,4.6,5.9,3.9,4,5,5.2,3.2,4,4.3,4.4,5.7,4.9,5,5.7,3.2,4.1,4.7,6,2.4,5.5,4.7,4.5,4.7
Sam,Vokes,FWD,BUR,6000000,7,33,3.7,6.16666666666667E-07,5.5E-06,0,39820,0,11,0,0,0,3,0,5.5,2698,0,0,33,0,0.8,0,5,4,0,2,0,0,1.4,69363,0,0,0,0,736,16660,0,0,100,Man Utd,Crystal Palace,West Brom,Man City,Stoke,2.4,4.8,3,5.3,3,5.3,3,2,4.3,5.5,3.2,4.9,2.6,5.6,2.9,4.8,4.5,3.5,3.1,3.4,4.5,4.7,3.2,2.5,4.6,3.4,4.8,1.9,5
Michel,Vorm,GLK,TOT,5000000,0,9,0.333333333333333,6.66666666666667E-08,1.8E-06,0,18142,0,1,0,6,0,0,0,1.8,551,0,0,9,0,0,0,0,0,0,1,0,0,0.3,17482,0,3,0,0,236,52,0,0,51,Leicester,Arsenal,West Ham,Chelsea,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,22430,0,0,0,0,0,0,0,0.2,459,0,0,1,0,0,0,0,0,0,0,0,0,0.4,3892,0,0,0,0,3,16,0,0,3,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,8100000,3,58,6.4,7.90123456790123E-07,7.16049382716049E-06,0,185055,0,9,0,0,0,5,0,7.3,89153,6,-1,58,-6,0.9,1,7.3,4,0,4,0,3,20.7,905790,0,316,0,2,791,97686,1,0,188,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,7.1,8.2,8.8,7.2,7.2,7.3,6.5,7.3,6.8,6.5,8.9,9.3,7.4,6.2,6.5,7,5.3,9.6,7.8,6.5,7,8.1,9.4,8.6,6.3,8.4,8,7.7
Kyle,Walker,DEF,TOT,6100000,6,48,5.3,8.68852459016393E-07,7.86885245901639E-06,0,211158,2,3,0,0,0,0,0,7.9,7348,6,0,48,-6,0.8,0,4.7,7,0,5,0,2,38.5,879841,0,461,0,1,747,43896,0,0,211,Leicester,Arsenal,West Ham,Chelsea,Swansea,7.8,6.7,7.8,4.7,6.9,4.5,6.8,8,5.9,6.1,7.3,7.5,4.9,6,6.4,5.9,7.5,7.2,6.6,8,5,6.2,6.9,8,3.8,7.3,6.2,6.6,7
Jonathan,Walters,MID,STK,5700000,0,12,0.444444444444444,7.79727095516569E-08,2.10526315789474E-06,0,5992,0,10,0,0,0,0,0,2.1,211,-3,0,12,3,0.3,0,1.7,0,0,0,0,1,0.1,666,0,312,0,0,276,29,0,0,32,Swansea,West Ham,Bournemouth,Watford,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Victor,Wanyama,MID,TOT,4900000,3,27,3,6.12244897959184E-07,5.51020408163265E-06,0,159368,2,4,0,0,0,1,0,5.5,7984,-1,0,27,1,0.5,0,2.3,3,0,4,0,0,3.8,200772,0,268,0,1,774,3003,0,0,167,Leicester,Arsenal,West Ham,Chelsea,Swansea,4.3,1.5,2.6,1.5,2.9,2.2,2.5,3.8,1.7,2.4,2.7,2.8,1.5,2.6,3.2,1.5,2.8,3,2.1,3,1.7,2.5,2.9,3.6,2,1.8,1.7,3.4,2.6
Joel,Ward,DEF,CRY,4900000,1,21,2.3,4.69387755102041E-07,4.28571428571429E-06,0,23891,1,12,0,0,0,0,0,4.3,1921,-1,0,21,1,0.8,0,3.7,3,0,0,0,1,0.9,13807,0,333,0,0,807,307,0,0,140,Liverpool,Burnley,Man City,Swansea,Southampton,3.2,1.6,1.7,2.1,2.4,2.5,1.6,1.9,2.1,3.3,1.7,3,1.9,1.9,2.2,3,1.5,2.1,2.6,1.7,1.5,2,2.9,2.2,2.9,2.5,1.6,1.7,1.4
Stephen,Ward,DEF,BUR,4500000,2,22,2.4,5.33333333333333E-07,4.88888888888889E-06,0,5298,1,13,0,0,0,0,0,4.9,977,0,0,22,0,0.4,0,1.7,0,0,2,0,0,0.4,14523,0,0,0,0,802,257,0,0,131,Man Utd,Crystal Palace,West Brom,Man City,Stoke,1.2,3,1.5,2.4,2.4,3.5,2.4,1.6,2.1,2.9,1.2,3,2.7,2.8,1.5,2.6,1.9,1.5,2.3,1.5,3.2,3.4,1.5,1.2,2.3,2.1,2.7,1.3,3.6
James,Ward-Prowse,MID,SOU,5100000,1,15,0.555555555555556,1.08932461873638E-07,2.94117647058824E-06,0,8689,0,2,0,0,0,1,0,2.9,317,-4,1,15,4,0.2,0,1,0,0,0,0,1,0.2,1521,0,266,0,0,104,40,-1,0,60,Chelsea,Hull City,Liverpool,Everton,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Marcin,Wasilewski,DEF,LEI,4000000,0,0,0,0,0,0,20724,0,0,0,0,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,1.1,14973,0,35,0,0,0,628,0,0,0,Tottenham,West Brom,Watford,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,4900000,3,22,2.4,4.89795918367347E-07,4.48979591836735E-06,0,6333,1,13,0,0,0,0,0,4.4,362,-1,1,22,1,0.7,0,3.3,0,0,1,0,2,0.1,5375,0,185,0,0,600,141,-1,0,62,Arsenal,Bournemouth,Hull City,Liverpool,Leicester,1.2,1.2,1.6,1.2,3.1,1.9,1.8,1.9,1.6,1.3,1.4,1.8,1.5,1.8,1.6,2,1.3,1.6,2.3,2.7,1.8,1.5,2.3,1.8,1.2,2.5,1.9,2,1.2
Ben,Watson,MID,WAT,4300000,0,-1,-0.037037037037037,-8.61326442721792E-09,-2.32558139534884E-07,0,46799,0,0,0,0,0,0,0,-0.2,1227,-2,0,-1,2,0.1,0,0.3,0,0,0,0,0,0.7,4869,0,351,0,0,14,429,0,1,-3,Hull City,Liverpool,Leicester,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Weir,MID,HUL,4400000,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,16,0,0,0,Watford,Southampton,Sunderland,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7400000,0,0,0,0,0,0,2471,0,0,0,0,0,0,0,0,105,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,795,0,164,0,0,0,72,0,0,0,Sunderland,Tottenham,Man Utd,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4400000,3,19,2.1,4.77272727272727E-07,4.31818181818182E-06,0,20730,2,15,0,0,0,0,0,4.3,1133,-1,0,19,1,0.6,0,2.7,1,0,2,0,0,0.8,13323,0,432,0,0,786,1579,0,0,123,Swansea,West Ham,Bournemouth,Watford,Burnley,1.4,1.2,1.9,1.6,2.1,1,1.5,2.4,1,1,1.4,1.8,1.7,1.5,1.3,1.2,1,1.7,1,1.3,1.3,1.2,1,1.2,1.7,1.3,1,1,1.1
Connor,Wickham,FWD,CRY,5600000,0,8,1.6,2.85714285714286E-07,1.42857142857143E-06,0,40680,0,3,0,0,0,0,0,1.4,791,-4,0,8,4,0.1,0,0.3,0,0,0,0,0,0.4,8372,0,225,0,0,284,214,0,0,11,Liverpool,Burnley,Man City,Swansea,Southampton,1.4,0.9,1.3,1.4,1.1,2,1,1.1,1.1,1,1.1,1.1,1.1,0.8,1.4,1.2,0.9,1.1,1,0.9,0.8,0.9,0.8,1.5,1.2,1.5,1.2,1.4,0.9
Georginio,Wijnaldum,MID,LIV,7600000,1,21,0.777777777777778,1.0233918128655E-07,2.76315789473684E-06,0,107599,0,11,0,0,0,0,0,2.8,2324,-4,0,21,4,0.1,0,1,0,0,0,0,2,1.5,11982,0,630,0,0,617,232,0,0,119,Crystal Palace,Watford,Southampton,Sunderland,Bournemouth,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Ashley,Williams,DEF,EVE,5100000,1,21,2.6,5.09803921568628E-07,4.11764705882353E-06,0,128369,1,6,0,0,0,0,0,4.1,13078,1,0,21,-1,0.3,0,1.3,0,0,2,0,0,8.8,167553,0,487,0,0,640,2696,0,0,137,West Ham,Chelsea,Swansea,Southampton,Man Utd,3.8,1.6,2.4,2.1,2.3,2.2,3.5,3.9,1.3,2.6,3.2,2.4,2.9,3.2,3.6,2.2,3,2.3,2.8,2.4,3,1.5,2.9,3.3,3.1,2.7,2.2,2.5,3.4
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,938,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0,0,1,0,0,0,Liverpool,Burnley,Man City,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7200000,1,29,4.1,5.69444444444444E-07,4.02777777777778E-06,0,322349,1,8,0,0,0,2,0,4,6532,-3,1,29,3,0.5,0,3.7,5,0,2,0,0,4.3,110159,0,512,0,2,484,2942,-1,0,140,Southampton,Everton,Middlesbrough,Tottenham,Man City,2.8,4.8,4.8,4.4,2.5,4.5,4.2,3.4,5.5,4.4,2.4,3.3,4,2,3.1,2.9,4.6,2.9,4.6,3.4,4.2,4,2.5,3.5,4.8,2.9,5.1,3.3,5.8
Jack,Wilshere,MID,BOU,5900000,3,13,0.481481481481481,8.16070307595731E-08,2.20338983050847E-06,0,40309,2,7,0,0,0,0,0,2.2,2365,-1,0,13,1,0.3,0,2,0,0,2,0,0,0.8,57259,0,18,0,0,450,1561,0,0,38,Middlesbrough,Sunderland,Stoke,Arsenal,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,2771,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0.1,345,0,1,0,0,0,15,0,0,0,Burnley,Swansea,Arsenal,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,5030,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0.4,14603,0,0,0,0,0,755,0,0,0,Man City,Leicester,Burnley,Hull City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4700000,0,0,0,0,0,0,4624,0,0,0,0,0,0,0,0,130,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,530,0,131,0,0,0,51,0,0,0,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,0,2,0.0740740740740741,1.64609053497942E-08,4.44444444444444E-07,0,337,0,0,0,0,0,0,0,0.4,21,0,0,2,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,6,12,0,0,6,Leicester,Arsenal,West Ham,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
