FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2973,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,95,0,123,0,0,0,1,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4600000,0,61,3.4,7.39130434782609E-07,1.32608695652174E-05,0,176554,2,31,0,55,0,0,0,13.3,6276,1,0,61,-1,0.7,0,3.3,2,0,5,0,0,6.7,224252,0,281,1,2,1620,8030,0,0,335,Hull City,Watford,Crystal Palace,Everton,Man City,3.3,4.2,4.3,2.5,4,3,2.3,5.1,4,3.5,3.4,4,2.7,4.1,2.2,4.7,4.5,1.9
Sofiane,Boufal,MID,SOU,6800000,1,24,0.4,5.88235294117647E-08,3.52941176470588E-06,0,10303,3,10,0,0,0,1,0,3.5,993,-2,0,24,2,0.4,0,2.7,1,0,3,0,0,0.1,12449,0,0,0,0,624,66,0,0,104,Burnley,Leicester,Swansea,West Ham,Sunderland,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0833333333333333,1.85185185185185E-08,1.11111111111111E-06,0,4282,0,1,0,0,0,0,0,1.1,147,0,0,5,0,0.1,0,0.3,0,0,0,0,0,0.1,5032,0,0,0,0,65,66,0,0,15,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5100000,2,41,2.2,4.31372549019608E-07,8.03921568627451E-06,0,9502,2,25,0,0,0,1,0,8,246,-4,0,41,4,0.5,0,2.7,0,0,3,0,0,0.1,3964,0,0,0,0,1437,270,0,0,186,Southampton,Arsenal,Leicester,Watford,Chelsea,0,1.1,2.6,1.1,1.6,1.1,1.1,1.1,1.3,1.8,2,1.1,1.1,1.9,1.1,2,1.1,1.8
Cameron,Brannagan,MID,LIV,4200000,0,0,0,0,0,0,2510,0,0,0,0,0,0,0,0,185,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2114,0,27,0,0,0,164,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5300000,2,58,3.4,6.41509433962264E-07,1.09433962264151E-05,0,87946,0,19,0,31,0,0,0,10.9,3998,-2,0,58,2,0.6,0,3,3,0,4,0,0,1.8,116050,0,0,1,1,1530,817,0,0,285,Everton,Tottenham,West Ham,Swansea,Bournemouth,2.9,4.2,4.2,3.7,3.4,2.9,2.6,4.4,4.6,4.1,3,4.2,3.9,4,3.3,4,3.5,3.1
Miguel,Britos,DEF,WAT,4300000,1,29,1.8,4.18604651162791E-07,6.74418604651163E-06,0,24045,5,24,0,0,0,0,0,6.7,1090,-2,0,29,2,0.2,0,1,2,0,3,0,0,0.4,34994,0,205,0,1,1433,1417,0,1,217,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,1.6,1.2,1.5,1.7,0.9,2.2,2,1,1.4,1.5,1.6,1,1.5,1.3,2,0.9,0.9,1.5
Leon,Britton,MID,SWA,4400000,0,20,0.333333333333333,7.57575757575757E-08,4.54545454545455E-06,0,3355,2,22,0,0,0,0,0,4.5,72,-1,0,20,1,0.4,0,1.8,0,0,2,0,0,0.1,1700,0,166,0,0,802,50,0,0,133,Arsenal,Liverpool,Southampton,Man City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marcus,Browne,MID,WHU,4500000,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,17,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,56946,0,0,0,0,0,0,0,0,4535,-1,0,0,1,0,0,0,0,0,0,0,0,2.9,115876,0,22,0,0,0,9327,0,0,0,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,5614,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4240,0,0,0,0,0,62,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,DEF,WBA,5000000,8,49,0.816666666666667,1.63333333333333E-07,9.8E-06,0,24134,3,15,0,0,0,2,0,9.8,5581,0,0,49,0,0.8,0,3.8,6,0,1,0,3,2.4,114605,0,230,0,1,1039,9737,0,0,217,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.4
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,2430,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,0,0,0,0,0,17,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,4600000,0,0,0,0,0,0,140848,0,0,0,0,0,0,0,0,958,-4,0,0,4,0,0,0,0,0,0,0,0,1,3324,0,341,0,0,0,82,0,0,0,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4200000,0,7,0.116666666666667,2.77777777777778E-08,1.66666666666667E-06,0,30275,2,6,0,0,0,0,0,1.7,180,-3,0,7,3,0,0,0,0,0,1,0,0,0.2,11376,0,39,0,0,264,47,0,0,56,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,0,6,0.1,2.12765957446809E-08,1.27659574468085E-06,0,26521,0,3,0,5,0,0,0,1.3,153,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,20545,0,45,0,0,270,26,0,0,39,Everton,Tottenham,West Ham,Swansea,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yohan,Cabaye,MID,CRY,5600000,2,36,0.6,1.07142857142857E-07,6.42857142857143E-06,0,123781,5,31,0,0,0,2,0,6.4,1541,-4,0,36,4,0.5,1,2.7,4,0,0,0,0,1.2,21250,0,397,0,1,1160,1744,0,0,208,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gary,Cahill,DEF,CHE,6400000,0,96,4.8,7.5E-07,1.5E-05,0,152777,2,15,0,0,0,2,0,15,11605,4,0,96,-4,0.9,0,6,9,0,11,0,0,12.8,400936,1,283,0,1,1793,19434,0,0,436,Leicester,Hull City,Liverpool,Arsenal,Burnley,3.7,6.9,5.7,6.9,4,6.1,5.8,6.5,5.9,6.6,6.2,5.4,4.3,7.1,4.6,6.4,5.4,6.2
Jonathan,Calleri,FWD,WHU,6600000,0,6,0.1,1.51515151515151E-08,9.09090909090909E-07,0,2774,0,2,0,0,0,0,0,0.9,30,-4,1,6,4,0,0,0,0,0,0,0,0,0,2548,0,0,0,0,135,17,-1,0,8,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Callum Wilson,FWD,BOU,6200000,6,59,3.5,5.64516129032258E-07,9.51612903225807E-06,0,325498,0,21,0,0,0,6,0,9.5,5491,-3,0,59,3,0.3,0,1.7,2,0,6,0,1,2.3,304670,0,165,0,0,1205,13424,0,0,166,Hull City,Watford,Crystal Palace,Everton,Man City,4,4.5,4.6,2.6,4.3,2.9,2.8,4.7,4.7,2.8,3,3.7,2.4,4.1,3.1,4.1,5.1,3
Dominic,Calvert-Lewin,FWD,EVE,4500000,1,4,0.0666666666666667,1.48148148148148E-08,8.88888888888889E-07,0,1151,0,1,0,0,0,0,0,0.9,169,0,0,4,0,0.2,0,0.7,0,0,0,0,0,0,1732,0,0,0,0,58,90,0,0,5,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoff,Cameron,DEF,STK,4300000,0,20,0.333333333333333,7.75193798449612E-08,4.65116279069767E-06,0,21805,0,11,0,0,0,0,0,4.7,366,-2,0,20,2,0,0,0,2,0,2,0,0,0.2,14476,0,293,0,0,630,15,0,0,126,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,1,12,0.2,4.54545454545455E-08,2.72727272727273E-06,0,50897,0,3,0,0,0,1,0,2.7,3324,-1,0,12,1,0.4,0,1.7,0,0,0,0,0,1.2,65433,0,12,0,0,120,3783,0,0,47,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4921,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,377,0,175,0,0,0,13,0,0,0,Swansea,Burnley,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4900000,2,44,0.733333333333333,1.49659863945578E-07,8.97959183673469E-06,0,127959,3,11,0,0,0,3,0,9,5902,-1,0,44,1,0.2,0,1,2,0,4,0,1,1.9,132735,0,399,0,0,872,3988,0,0,182,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4800000,2,83,4.2,8.75E-07,1.72916666666667E-05,0,1014232,2,35,0,0,0,5,0,17.3,67231,3,0,83,-3,0.4,0,1.8,14,0,3,0,1,32.5,2056607,0,347,0,3,1747,22029,0,0,337,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,5,3.2,2.6,6,3.7,4.4,4.8,2.7,3.7,6.3,4.7,2.5,4.7,3.7,3.6,3.9,3.4,3.9
Michael,Carrick,MID,MUN,4300000,3,20,0.333333333333333,7.75193798449612E-08,4.65116279069767E-06,0,72341,0,5,0,0,0,0,0,4.7,3933,-2,0,20,2,0.5,0,2.2,0,0,3,0,0,1.9,92703,0,275,0,0,733,10165,0,0,137,Liverpool,Stoke,Hull City,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,WHU,6200000,1,23,2.9,4.67741935483871E-07,3.70967741935484E-06,0,311699,0,8,0,0,0,2,0,3.7,9663,-3,0,23,3,0.4,0,2.7,2,0,2,0,0,2.8,135598,0,381,0,0,510,2813,0,0,80,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,3.4,2.3,3.2,2.2,3.1,2.4,2.6,2,3.7,3.4,2.3,3.5,2.5,3.1,2.3,3.1,3.4,2.2
Tom,Carroll,MID,TOT,4200000,0,1,0.0166666666666667,3.96825396825397E-09,2.38095238095238E-07,0,7661,0,0,0,0,0,0,0,0.2,552,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,7522,0,93,0,0,1,1099,0,0,3,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0,0,0,0,1669,0,0,0,0,0,0,0,0,43,-2,0,0,2,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,28,0,0,0,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,0,5,0.0833333333333333,1.93798449612403E-08,1.16279069767442E-06,0,17840,2,11,0,0,0,0,0,1.2,137,-2,0,5,2,0,0,-0.2,0,0,0,0,0,0.2,3811,0,335,0,0,495,58,0,0,57,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Cattermole,MID,SUN,4200000,0,3,0.05,1.19047619047619E-08,7.14285714285714E-07,0,5612,1,3,0,0,0,0,0,0.7,68,-3,1,3,3,0,0,0,0,0,0,0,0,0.1,1602,0,246,0,0,175,73,-1,0,17,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.633333333333333,9.04761904761905E-08,5.42857142857143E-06,0,368664,2,5,0,0,0,2,0,5.4,895,-5,0,38,5,0,0,0,5,0,4,0,2,1.6,329812,0,259,0,0,618,61,0,0,159,Swansea,Burnley,Watford,Chelsea,Hull City,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3
Petr,Cech,GLK,ARS,5400000,2,65,3.3,6.11111111111111E-07,1.2037037037037E-05,0,363421,2,22,0,54,0,0,0,12,12940,-1,0,65,1,0.6,0,3.5,0,0,6,0,0,15,251946,1,409,0,0,1800,8068,0,0,334,Swansea,Burnley,Watford,Chelsea,Hull City,3.2,4.1,3.8,2.8,4.1,3.7,3.6,3.3,3.2,3.6,4.7,3.7,3.2,3.6,2.9,2.8,3.7,3.6
,Cedric,DEF,SOU,4800000,1,41,3.2,6.66666666666667E-07,8.54166666666667E-06,0,118418,1,14,0,0,0,0,0,8.5,8282,-2,1,41,2,0.1,0,0.5,7,0,4,0,0,1.5,127807,0,320,0,0,1007,464,-1,0,238,Burnley,Leicester,Swansea,West Ham,Sunderland,0,3.3,2.9,4.7,2.1,4.4,2.6,2.8,2.6,4.3,3.8,2.9,3.6,2.5,4.1,3.2,2.8,4.2
Nacer,Chadli,MID,WBA,6000000,2,62,4.1,6.83333333333333E-07,1.03333333333333E-05,0,260776,1,14,0,0,0,4,0,10.3,5103,-5,1,62,5,0.3,0,2,8,0,3,0,2,1.4,287977,0,173,0,2,973,1152,-1,0,187,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,2.5,6,3.9,4.4,3.1,4.8,4.1,3.4,3.4,3.7,4.2,4.5,3.3,3,5.6,3.5,3.7,3.9
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.166666666666667,3.7037037037037E-08,2.22222222222222E-06,0,744,1,0,0,0,0,0,0,2.2,21,0,0,10,0,0.1,0,0.5,0,0,0,0,1,0,893,0,0,0,0,79,22,0,0,35,Leicester,Hull City,Liverpool,Arsenal,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,2,51,0.85,1.46551724137931E-07,8.79310344827586E-06,0,140385,0,10,0,0,0,2,0,8.8,1873,-2,0,51,2,0.3,0,1.8,2,0,1,0,4,1.4,112463,0,186,0,1,781,1486,0,0,228,Swansea,Burnley,Watford,Chelsea,Hull City,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,8,45,3,6.81818181818182E-07,1.02272727272727E-05,0,142766,4,19,0,0,0,1,0,10.2,4485,-1,0,45,1,0.7,0,3.2,3,0,4,0,0,4,157890,0,70,0,0,1350,22445,0,0,281,Watford,West Ham,West Brom,Tottenham,Everton,2.5,4.3,3.4,2.5,3.2,3.2,3.2,3.1,2.4,2.8,3.1,3.6,3.9,2.8,3.1,2.4,4,3.1
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,4467,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,85,0,0,0,6,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4300000,0,7,0.116666666666667,2.71317829457364E-08,1.62790697674419E-06,0,6722,0,2,0,0,0,0,0,1.6,293,-2,0,7,2,0.3,0,1.2,0,0,1,0,0,0.2,2854,0,0,0,0,180,168,0,0,35,Chelsea,Southampton,Burnley,Man Utd,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0,0,0,0,2458,0,0,0,0,0,0,0,0,230,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2700,0,2,0,0,0,426,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christian Benteke,FWD,CRY,7500000,1,68,3.8,5.06666666666667E-07,9.06666666666667E-06,0,613873,4,33,0,0,0,8,0,8.9,69625,0,1,68,0,0.3,2,2,6,0,1,0,1,7.8,810074,0,315,0,1,1544,3279,-1,0,202,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,4.2,3.4,5,3.9,4.2,3.9,4.3,4.6,3.2,3.8,4.1,5.1,4,5.3,4.2,5.2,3.8
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,4137,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6504,0,0,0,0,0,53,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4600000,2,21,0.35,7.60869565217391E-08,4.56521739130435E-06,0,3921,3,11,0,0,0,0,0,4.6,48,-4,0,21,4,0.3,0,1.5,0,0,1,0,1,0.1,2041,0,183,0,0,751,81,0,0,102,Burnley,Leicester,Swansea,West Ham,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,2,36,2,4.65116279069767E-07,8.37209302325581E-06,0,30596,5,15,0,0,0,0,0,8.4,2695,-2,0,36,2,0.5,0,2.2,0,0,6,0,1,0.9,46805,0,0,0,0,1364,7394,0,0,211,Watford,West Ham,West Brom,Tottenham,Everton,1.3,1.3,1.4,1,1.6,1.2,1.1,2.3,1.4,1.2,1.2,2.1,1,1,1.1,1,1.5,1
Tom,Cleverley,MID,EVE,5100000,0,13,0.216666666666667,4.2483660130719E-08,2.54901960784314E-06,0,8062,1,9,0,0,0,0,0,2.5,93,-4,1,13,4,0,0,0.2,0,0,0,0,0,0.1,1437,0,241,0,0,407,44,-1,0,60,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gael,Clichy,DEF,MCI,5200000,11,42,3.8,7.30769230769231E-07,8.07692307692308E-06,0,47288,0,9,0,0,0,1,0,8.1,895,-3,0,42,3,0.8,0,4.3,4,0,3,0,0,1.2,21021,0,166,0,1,911,3257,0,0,212,Everton,Tottenham,West Ham,Swansea,Bournemouth,3.4,4.9,4.7,4.3,4,3.4,3.1,5.1,5.3,4.8,3.5,4.9,4.5,4.6,3.9,4.7,4.1,3.7
Sam,Clucas,MID,HUL,4700000,2,38,1.9,4.04255319148936E-07,8.08510638297872E-06,0,3578,5,41,0,0,0,0,0,8.1,78,-3,0,38,3,0.4,0,1.8,0,0,1,0,1,0.1,1964,0,0,0,0,1689,80,0,0,278,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,1.5,1,1.1,1,1,2,1.1,1.3,1,1.2,1.5,1,1,1.7,1,2.1,1.1,1.2
Nathaniel,Clyne,DEF,LIV,5800000,1,72,3.6,6.20689655172414E-07,1.24137931034483E-05,0,305131,0,23,0,0,0,0,0,12.4,22767,3,-1,72,-3,0.8,0,4.5,9,0,6,0,2,12.5,384614,0,387,0,1,1800,8150,1,0,406,Man Utd,Swansea,Chelsea,Hull City,Tottenham,2.6,4.2,4.2,3.8,4.7,2.3,5.1,4.7,3.3,4.3,5,4,3.4,4.5,3.1,5.2,4.2,4.4
Seamus,Coleman,DEF,EVE,5500000,6,65,3.8,6.90909090909091E-07,1.18181818181818E-05,0,199600,3,21,0,0,0,3,0,11.8,7637,0,0,65,0,0.7,0,3.8,5,0,4,0,0,4.7,249553,0,327,0,1,1506,3588,0,0,299,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,4.6,4.2,4.3,5.4,3.6,4.6,3.3,4.9,5.2,4.1,2.8,4.3,5.1,4.4,4.5,3.7,4.8,4.5
James,Collins,DEF,WHU,4200000,0,23,2.6,6.19047619047619E-07,5.47619047619048E-06,0,332512,1,16,0,0,0,1,0,5.5,7398,-3,0,23,3,0,0,0,3,0,1,0,0,4,325859,0,217,0,1,726,589,0,0,146,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,2.8,2.1,2.6,2.5,2.8,1.9,2.6,2.2,2.4,2.4,2.7,2.5,1.6,2.6,2.5,3,3.2,1.5
Lewis,Cook,MID,BOU,4200000,0,2,0.0333333333333333,7.93650793650794E-09,4.76190476190476E-07,0,26111,0,3,0,0,0,0,0,0.5,1053,-3,0,2,3,0,0,0,0,0,0,0,0,0.5,15906,0,0,0,0,80,786,0,0,10,Hull City,Watford,Crystal Palace,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Cook,DEF,BOU,5100000,0,69,3.5,6.86274509803922E-07,1.35294117647059E-05,0,68582,3,34,0,0,0,2,0,13.5,8242,1,0,69,-1,0.5,0,2.5,10,0,6,0,0,3.2,160450,1,443,0,1,1800,2259,0,0,420,Hull City,Watford,Crystal Palace,Everton,Man City,3.5,4.4,4.4,2.6,4.2,3.1,2.4,5.2,4.1,3.6,3.5,4.1,2.8,4.3,2.3,4.9,4.6,2
Francis,Coquelin,MID,ARS,4300000,1,34,0.566666666666667,1.31782945736434E-07,7.90697674418605E-06,0,120590,3,17,0,0,0,0,0,7.9,11463,-2,0,34,2,0.5,0,2.3,1,0,3,0,1,2.6,124515,0,246,0,0,1191,3317,0,0,203,Swansea,Burnley,Watford,Chelsea,Hull City,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Cork,MID,SWA,4600000,2,29,1.8,3.91304347826087E-07,6.30434782608696E-06,0,3977,2,30,0,0,0,0,0,6.3,46,-4,0,29,4,0.2,0,1,0,0,1,0,1,0.1,1386,1,376,0,0,1166,39,0,0,171,Arsenal,Liverpool,Southampton,Man City,Leicester,0.9,0.9,1.2,0.9,1.7,0.9,1.8,1,0.9,1.3,1,0.9,1.2,1.1,1,1.3,1.4,1.2
,Costa,FWD,CHE,10700000,2,123,6.5,6.07476635514019E-07,1.14953271028037E-05,0,1247503,5,15,0,0,0,14,0,11.5,20621,12,0,123,-12,0.4,0,4,19,0,10,0,5,44.4,2638549,0,533,0,3,1676,51914,0,0,462,Leicester,Hull City,Liverpool,Arsenal,Burnley,7.4,9.3,7.7,9.1,7.1,9.1,7.8,9.5,7.8,9,9.2,6.9,7.7,9.5,7.2,9.2,7.9,9.8
Thibaut,Courtois,GLK,CHE,5900000,1,85,4.3,7.28813559322034E-07,1.44067796610169E-05,0,224979,1,15,0,36,0,0,0,14.4,12473,4,0,85,-4,0.8,0,4.7,0,0,11,0,0,15.4,391144,0,230,0,1,1800,14572,0,0,355,Leicester,Hull City,Liverpool,Arsenal,Burnley,3.1,6,5.1,6.1,3.4,5.3,5.2,5.6,5.2,5.7,5.3,4.6,3.6,6.3,3.9,5.5,4.6,5.3
Philippe,Coutinho,MID,LIV,8200000,0,78,1.3,1.58536585365854E-07,9.51219512195122E-06,0,2086518,2,11,0,0,0,5,0,9.5,13477,2,0,78,-2,0,0,0,10,0,3,0,6,14.5,1798042,0,459,0,2,960,20191,0,0,304,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,0,0.6,0.6,0.6,0.6,0.6,1.2,0.6,0.8,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.8
Aaron,Cresswell,DEF,WHU,5300000,1,30,2.7,5.09433962264151E-07,5.66037735849057E-06,0,19421,1,13,0,0,0,0,0,5.7,899,-2,0,30,2,0.6,0,3.2,1,0,3,0,1,0.4,20373,0,514,0,0,974,712,0,1,170,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,3,2.2,2.7,2.6,2.9,2.1,2.7,2.3,2.5,2.5,2.9,2.7,1.7,2.8,2.7,3.1,3.4,1.6
Peter,Crouch,FWD,STK,4700000,6,28,0.466666666666667,9.9290780141844E-08,5.95744680851064E-06,0,37352,0,11,0,0,0,2,0,6,3180,-3,0,28,3,0.7,0,3.2,1,0,1,0,1,1.3,53515,0,47,0,0,466,19042,0,0,86,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,53102,0,0,0,0,0,0,0,0,160,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,689,0,8,0,0,0,10,0,0,0,Leicester,Hull City,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,4333,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,877,0,0,0,0,0,12,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
