FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Loic,Remy,FWD,CRY,6300000,0,0,0,0,0,0,22087,0,0,0,0,0,0,0,0,105,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,15215,0,62,0,0,0,253,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5400000,0,8,0.133333333333333,2.46913580246914E-08,1.48148148148148E-06,0,37876,0,2,0,0,0,0,0,1.5,131,-6,0,8,6,0.1,0,0.5,0,0,0,0,0,0.2,3222,0,0,0,0,211,51,0,0,21,Watford,West Ham,West Brom,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Declan,Rice,MID,WHU,4500000,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,43,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Robertson,DEF,HUL,4300000,0,22,1.5,3.48837209302326E-07,5.11627906976744E-06,0,67502,2,30,0,0,0,0,0,5.1,990,-2,0,22,2,0.2,0,1,1,0,1,0,0,0.9,52854,0,0,0,0,1233,579,0,0,192,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,1.4,0.8,0.8,1.4,1.2,1.3,0.8,1,0.8,1.7,1.1,0.9,1.1,1.1,1.1,1.1,1.1,1.3
Paul,Robinson,GLK,BUR,4000000,0,3,0.05,1.25E-08,7.5E-07,0,43423,0,4,0,5,0,0,0,0.8,2153,0,0,3,0,0,0,0,0,0,0,0,0,2.7,34177,0,0,0,0,180,1974,0,0,27,Southampton,Arsenal,Leicester,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4700000,7,28,0.466666666666667,9.9290780141844E-08,5.95744680851064E-06,0,5288,0,3,0,11,0,0,0,6,520,-3,0,28,3,0.7,0,3.5,3,0,3,0,1,0.2,7304,0,110,0,1,387,1053,0,0,108,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Hal,Robson-Kanu,FWD,WBA,5000000,1,27,0.45,9E-08,5.4E-06,0,17067,1,3,0,0,0,1,0,5.4,2886,0,0,27,0,0.5,0,2.5,2,0,0,0,2,0.5,33772,0,0,0,0,207,2247,0,0,75,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jay,Rodriguez,MID,SOU,6300000,2,37,0.616666666666667,9.78835978835979E-08,5.87301587301587E-06,0,30536,0,9,0,0,0,3,0,5.9,3522,-2,0,37,2,0.6,0,4,5,0,1,0,0,0.7,38702,0,56,0,1,524,3305,0,0,78,Burnley,Leicester,Swansea,West Ham,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,1,18,2,4.65116279069767E-07,4.18604651162791E-06,0,80876,3,16,0,0,0,0,0,4.2,497,-2,0,18,2,0,0,0.2,1,0,0,0,1,0.7,65643,0,112,0,0,703,534,0,0,93,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,1.6,1,1.4,1,1.6,1,1.3,1.1,2.3,1.2,1.1,1.5,1.4,1,1.7,1,1.6,1
Marcos,Rojo,DEF,MUN,5200000,7,38,3.2,6.15384615384615E-07,7.30769230769231E-06,0,24747,3,9,0,0,0,0,0,7.3,1937,-3,0,38,3,0.8,0,4,4,0,4,0,0,0.9,29433,0,192,0,0,966,2236,0,0,214,Liverpool,Stoke,Hull City,Leicester,Watford,0,3.7,3.8,2.1,3.5,3.1,4.1,3.6,3.1,3.6,3.4,2.4,3.3,2.3,3.3,3.9,2.9,3.6
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,3241,0,0,0,0,0,0,0,0,55,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,776,0,40,0,0,0,21,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6800000,5,82,4.1,6.02941176470588E-07,1.20588235294118E-05,0,447721,1,22,0,0,0,7,0,12.1,34539,3,-1,82,-3,0.7,0,4.7,8,0,4,0,3,9.2,706272,0,354,0,1,1627,21020,1,0,236,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,3.5,5.7,4.1,4.9,4.6,5,5.5,3.7,4.8,4,4.2,5.1,5.4,4.4,5.8,3.9,4.4,5.1
Wayne,Rooney,FWD,MUN,8600000,0,40,0.666666666666667,7.75193798449612E-08,4.65116279069767E-06,0,264089,4,10,0,0,0,1,0,4.7,2119,-4,0,40,4,0.1,0,1.2,3,0,3,0,5,2.3,133570,0,509,0,0,814,154,0,0,169,Liverpool,Stoke,Hull City,Leicester,Watford,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Danny,Rose,DEF,TOT,6000000,5,76,5.1,8.5E-07,1.26666666666667E-05,0,267924,8,9,0,0,0,2,0,12.7,8141,0,0,76,0,1,0,6,6,0,7,0,3,8.3,286371,0,346,0,2,1313,22684,0,0,321,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,7.3,5.3,4.2,7.2,5.6,7.5,7,6.1,7.6,4,5.5,7.2,7.6,3.7,7.5,5.7,5.8,5.8
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,3488,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8173,0,0,0,0,0,215,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4700000,3,47,2.8,5.95744680851064E-07,1E-05,0,35994,1,27,0,0,0,2,0,10,2110,-3,0,47,3,0.7,0,3.3,1,0,4,0,1,0.5,31019,0,269,0,0,1223,338,0,0,154,Arsenal,Liverpool,Southampton,Man City,Leicester,1.7,1.4,2.4,1.7,3.2,1.5,3.3,2.1,1.8,2.6,2.1,1.8,2.4,2.4,2.2,2.6,2.7,2.4
Charlie,Rowan,DEF,WAT,4000000,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,112,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacary,Sagna,DEF,MCI,5300000,1,27,0.45,8.49056603773585E-08,5.09433962264151E-06,0,225272,2,10,0,0,0,0,0,5.1,872,-2,0,27,2,0.3,0,1.5,1,0,2,0,1,1.8,27699,0,386,0,0,842,182,0,0,176,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,0,10,0.166666666666667,2.8735632183908E-08,1.72413793103448E-06,0,7210,0,2,0,0,0,1,0,1.7,113,-2,0,10,2,0,0,0,2,0,0,0,0,0.1,3689,0,286,0,0,125,49,0,0,29,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,LIV,4700000,0,0,0,0,0,0,3963,0,0,0,0,0,0,0,0,123,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1488,0,273,0,0,0,69,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5300000,1,4,0.0666666666666667,1.25786163522013E-08,7.54716981132075E-07,0,997,0,3,0,0,0,0,0,0.8,24,-2,0,4,2,0,0,0.2,0,0,0,0,0,0,473,0,220,0,0,63,20,0,0,14,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11900000,7,143,7.2,6.05042016806723E-07,1.20168067226891E-05,0,630117,3,21,0,0,0,13,0,12,29785,9,0,143,-9,0.5,1,5.5,14,0,6,0,8,36.5,1701602,0,690,0,5,1705,32015,0,0,461,Swansea,Burnley,Watford,Chelsea,Hull City,9,10.8,10.4,6.9,9.8,7.9,5.8,10.8,8.3,8.4,9.2,8.6,9,10.8,6.4,9.3,8.3,10.1
Leroy,Sane,MID,MCI,7500000,0,24,0.4,5.33333333333333E-08,3.2E-06,0,31009,0,4,0,0,0,1,0,3.2,385,-5,0,24,5,0.2,0,1.5,3,0,0,0,1,0.2,9836,0,0,0,0,392,49,0,0,93,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0,0,0,0,8577,0,0,0,0,0,0,0,0,89,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3163,0,0,0,0,0,39,0,0,0,Swansea,Burnley,Watford,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,LEI,4800000,0,4,0.0666666666666667,1.38888888888889E-08,8.33333333333333E-07,0,14687,0,2,0,0,0,0,0,0.8,97,-2,0,4,2,0,0,0,0,0,0,0,0,0.2,1411,0,236,0,0,141,21,0,0,23,Chelsea,Southampton,Burnley,Man Utd,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper,Schmeichel,GLK,LEI,4900000,6,47,3.9,7.95918367346939E-07,9.59183673469388E-06,0,371625,1,15,0,47,0,0,0,9.6,2004,-1,0,47,1,0.6,0,2.8,5,0,4,0,0,5.7,76256,0,475,0,0,1046,1916,0,0,247,Chelsea,Southampton,Burnley,Man Utd,Swansea,4.9,4.1,2.5,4,3.6,5.8,5.5,4.4,4.3,5.6,4.9,3,4.1,5.4,3.6,5.1,3.5,5.7
Morgan,Schneiderlin,MID,MUN,4600000,0,3,0.05,1.08695652173913E-08,6.52173913043478E-07,0,11254,0,1,0,0,0,0,0,0.7,166,-4,0,3,4,0,0,0,0,0,0,0,0,0.2,2310,0,317,0,0,14,393,0,0,9,Liverpool,Stoke,Hull City,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0,0,0,0,6317,0,0,0,0,0,0,0,0,72,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,1051,0,200,0,0,0,30,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6100000,0,46,0.766666666666667,1.2568306010929E-07,7.54098360655738E-06,0,443727,1,9,0,0,0,3,0,7.5,4698,-4,1,46,4,0.1,0,0.8,5,0,5,0,0,3.4,232139,0,302,0,1,912,1251,-1,0,134,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Luke,Shaw,DEF,MUN,5200000,0,28,0.466666666666667,8.97435897435897E-08,5.38461538461538E-06,0,829572,0,5,0,0,0,0,0,5.4,4162,-3,0,28,3,0,0,0,2,0,3,0,1,7.3,367218,0,92,0,1,525,108,0,0,132,Liverpool,Stoke,Hull City,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Shawcross,DEF,STK,4900000,15,53,3.1,6.3265306122449E-07,1.08163265306122E-05,0,84903,3,29,0,0,0,1,0,10.8,1349,-1,0,53,1,0.8,0,3.7,5,0,4,0,2,1.7,64757,0,176,0,2,1530,3771,0,0,281,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,2.2,2.5,3.3,2.9,3.6,2.6,3.4,2.8,3.3,1.9,2,4.1,3.8,2.9,4.5,2.9,4.1,3.3
,Sheyi Ojo,MID,LIV,4700000,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,4,-3,0,0,3,0,0,0,0,0,0,0,0,0,131,0,81,0,0,0,4,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7300000,7,92,4.6,6.3013698630137E-07,1.26027397260274E-05,0,472997,1,45,0,0,0,5,0,12.4,29383,-2,1,92,2,0.6,0,4.7,10,0,2,0,6,6.6,434860,0,586,0,2,1707,6799,-1,0,350,Arsenal,Liverpool,Southampton,Man City,Leicester,3.9,2.9,5.1,3.8,6.3,3.5,6.5,4.6,4.1,5.4,4.6,4,5.1,5,4.7,5.4,5.6,5
David,Silva,MID,MCI,8700000,0,60,3.3,3.79310344827586E-07,6.89655172413793E-06,0,206191,3,19,0,0,0,1,0,6.9,3774,-3,0,60,3,0.5,0,4.7,5,0,4,0,5,2.2,68513,0,351,0,0,1470,1579,0,0,301,Everton,Tottenham,West Ham,Swansea,Bournemouth,2.5,2.8,2.3,3.1,2.3,3,3.4,3.1,2.3,1.9,2,3.2,2.4,3.1,2.9,2.8,4.1,3.1
Danny,Simpson,DEF,LEI,4900000,6,40,2.2,4.48979591836735E-07,8.16326530612245E-06,0,75511,8,25,0,0,0,0,0,8.2,752,-1,0,40,1,0.4,0,1.8,1,0,5,0,1,1.2,19626,0,390,0,0,1555,234,0,0,259,Chelsea,Southampton,Burnley,Man Utd,Swansea,2.1,1.7,1.1,1.6,1.4,2.7,2.5,1.9,2.1,2.6,2.1,1.1,1.7,2.5,1.4,2.3,1.4,2.7
Joshua,Sims,MID,SOU,4200000,0,8,0.133333333333333,3.17460317460317E-08,1.9047619047619E-06,0,9685,0,1,0,0,0,0,0,1.9,1714,-3,0,8,3,0,0,0.2,0,0,1,0,1,0.3,22386,0,0,0,0,132,3320,0,0,35,Burnley,Leicester,Swansea,West Ham,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,1,6,0.1,2.08333333333333E-08,1.25E-06,0,15794,0,1,0,0,0,0,0,1.3,291,-2,0,6,2,0.2,0,0.8,0,0,0,0,0,0.3,6522,0,0,0,0,116,188,0,0,11,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,6700000,1,29,0.483333333333333,7.21393034825871E-08,4.32835820895522E-06,0,12412,2,2,0,0,0,0,0,4.3,329,-3,0,29,3,0.3,0,2.2,0,0,4,0,3,0.1,12319,0,0,0,0,570,174,0,0,99,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Islam,Slimani,FWD,LEI,8300000,0,58,4.5,5.42168674698795E-07,6.98795180722892E-06,0,137232,1,14,0,0,0,5,0,7,6385,-2,0,58,2,0.4,0,3.5,7,0,5,0,3,0.8,148889,0,0,0,1,903,272,0,0,192,Chelsea,Southampton,Burnley,Man Utd,Swansea,0,4,3.9,5.5,5.2,6.4,6.7,4.1,4.7,5.9,6.8,3.7,5.3,6.1,4.2,6.4,4.5,6
Chris,Smalling,DEF,MUN,5800000,1,23,0.383333333333333,6.60919540229885E-08,3.96551724137931E-06,0,49481,0,10,0,0,0,1,0,4,438,-2,0,23,2,0.1,0,0.7,0,0,1,0,0,1,17268,0,381,0,0,551,172,0,0,119,Liverpool,Stoke,Hull City,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Smith,DEF,BOU,4700000,0,53,2.8,5.95744680851064E-07,1.12765957446809E-05,0,342463,5,34,0,0,0,1,0,11.3,27332,2,0,53,-2,0.4,0,1.7,3,0,4,0,3,8.7,575495,0,297,0,1,1571,3538,0,0,320,Hull City,Watford,Crystal Palace,Everton,Man City,2.5,3.2,3.3,1.8,3,2.2,1.6,4.1,3,2.6,2.5,3,2,3.1,1.6,3.6,3.4,1.4
Bradley,Smith,DEF,BOU,4000000,1,2,0.0333333333333333,8.33333333333333E-09,5E-07,0,135651,1,5,0,0,0,0,0,0.5,3021,0,0,2,0,0.1,0,0.3,0,0,0,0,0,2.9,70491,0,35,0,0,157,1818,0,0,14,Hull City,Watford,Crystal Palace,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Snodgrass,MID,HUL,5800000,10,94,4.9,8.44827586206897E-07,1.62068965517241E-05,0,448116,2,41,0,0,0,7,0,16.5,11085,3,-1,94,-3,1,0,6,16,0,2,0,2,9.3,738939,0,0,0,2,1635,121677,1,0,344,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,6.1,3.7,4.9,4.4,3.6,7.2,5.1,5.7,4.6,5.4,6.1,4,4.7,6.7,4.4,7.3,4.9,5.2
Ramadan,Sobhi,MID,STK,4900000,0,13,0.216666666666667,4.42176870748299E-08,2.6530612244898E-06,0,36235,0,3,0,0,0,0,0,2.7,544,-6,0,13,6,0.1,0,0.5,0,0,1,0,1,0.4,10808,0,0,0,0,200,16,0,0,49,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dominic,Solanke,FWD,CHE,5000000,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,24,0,0,0,Leicester,Hull City,Liverpool,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heung-Min,Son,MID,TOT,7000000,1,82,1.36666666666667,1.95238095238095E-07,1.17142857142857E-05,0,674819,1,8,0,0,0,6,0,11.7,19694,-5,0,82,5,0.3,0,2,6,0,5,0,5,4.4,804910,0,244,0,2,969,4319,0,0,234,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.8,0.7,0.7,0.9,0.7,0.8,0.9,0.7,0.9,0.7,0.7,1.1,0.9,0.7,0.7,0.7,0.8,0.7
Pape,Souare,DEF,CRY,4200000,0,6,0.1,2.38095238095238E-08,1.42857142857143E-06,0,52580,0,3,0,0,0,0,0,1.4,159,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,20401,0,354,0,0,270,35,0,0,37,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian,Speroni,GLK,CRY,4300000,0,0,0,0,0,0,6112,0,0,0,0,0,0,0,0,109,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,995,0,13,0,0,0,40,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael,Spiegel,GLK,WHU,4000000,0,0,0,0,0,0,1759,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6443,0,0,0,0,0,346,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,5100000,5,64,1.06666666666667,2.09150326797386E-07,1.25490196078431E-05,0,96036,1,17,0,0,0,3,0,12.5,3198,-4,0,64,4,0.4,0,2,6,0,4,0,6,1.5,149862,0,217,0,1,898,35494,0,0,233,Hull City,Watford,Crystal Palace,Everton,Man City,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.9,0.5
Maarten,Stekelenburg,GLK,EVE,4800000,0,57,3.6,7.5E-07,1.1875E-05,0,181361,2,20,0,35,0,0,0,11.9,7743,-2,0,57,2,0.4,0,1.7,3,0,3,0,0,2.4,198612,1,151,2,1,1413,234,0,0,255,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,4.2,3.9,4,5,3.4,4.2,3.1,4.5,4.8,3.8,2.6,4,4.7,4.2,4.2,3.4,4.5,4.2
Jack,Stephens,DEF,SOU,4000000,1,1,0.0166666666666667,4.16666666666667E-09,2.5E-07,0,8828,0,3,0,0,0,0,0,0.3,332,0,0,1,0,0.1,0,0.2,0,0,0,0,0,0.3,7487,0,0,0,0,85,445,0,0,9,Burnley,Leicester,Swansea,West Ham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem,Sterling,MID,MCI,7700000,5,87,4.8,6.23376623376623E-07,1.12987012987013E-05,0,1144430,3,15,0,0,0,5,0,11.3,21921,-3,0,87,3,0.7,0,5.3,7,0,4,0,7,10.3,1392117,0,400,0,2,1478,22637,0,0,283,Everton,Tottenham,West Ham,Swansea,Bournemouth,4.5,5,4.2,5.5,4.3,5.2,5.7,5.4,4.1,3.5,3.7,5.6,4.4,5.4,5.1,5,6.7,5.4
Carl,Stewart,MID,WAT,4500000,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,34,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Stewart,DEF,LIV,4200000,0,4,0.0666666666666667,1.58730158730159E-08,9.52380952380952E-07,0,4942,0,0,0,0,0,0,0,1,105,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,2444,0,69,0,0,20,53,0,0,12,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Stones,DEF,MCI,4700000,1,28,1.8,3.82978723404255E-07,5.95744680851064E-06,0,1037159,1,17,0,0,0,0,0,6,18617,-3,0,28,3,0.1,0,0.7,1,0,1,0,0,16.2,398753,0,336,0,0,1183,2658,0,0,238,Everton,Tottenham,West Ham,Swansea,Bournemouth,1,1.7,1.8,1.4,1.3,1,0.9,1.8,1.9,1.6,1.1,1.7,1.5,1.5,1.2,1.5,1.3,1.1
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,1735,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3803,0,0,0,0,0,182,0,0,0,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian,Stuani,FWD,MID,4700000,0,33,2.8,5.95744680851064E-07,7.02127659574468E-06,0,376211,3,10,0,0,0,3,0,7,6424,-3,0,33,3,0.1,0,0.7,4,0,1,0,0,2.9,434611,0,0,0,1,697,2298,0,0,135,Watford,West Ham,West Brom,Tottenham,Everton,2.4,3.3,2.9,1.9,2.8,3,2.3,3.4,2.5,3,3.3,3.7,2.8,1.9,3,1.8,3,2.4
Daniel,Sturridge,FWD,LIV,9700000,6,36,3,3.09278350515464E-07,3.71134020618557E-06,0,83490,1,5,0,0,0,2,0,3.7,1952,-3,0,36,3,0.3,0,2.7,1,0,1,0,4,0.9,61663,0,283,0,0,489,931,0,0,120,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0,3.7,2.8,3.4,3.4,2.5,3.2,4.1,2.7,3.3,3.3,2.4,2.4,3.6,2.5,3.4,2.8,3.2
Mario,Suarez,MID,WAT,4500000,0,0,0,0,0,0,6954,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.1,267,0,69,0,0,0,4,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Success,MID,WAT,5700000,0,14,1.8,3.15789473684211E-07,2.45614035087719E-06,0,4200,1,2,0,0,0,1,0,2.5,46,-3,0,14,3,0.1,0,0.3,0,0,1,0,0,0,1952,0,0,0,0,257,22,0,0,48,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Surman,MID,BOU,4600000,1,25,2.1,4.56521739130435E-07,5.43478260869565E-06,0,8560,1,19,0,0,0,0,0,5.4,50,-4,0,25,4,0.2,0,1,0,0,3,0,0,0.1,1818,0,385,0,0,991,45,0,0,172,Hull City,Watford,Crystal Palace,Everton,Man City,1.1,2.2,1.5,1,1.4,1,1.1,1.6,1.7,1,1,1.4,1,1.9,1.5,1.7,2.4,1.2
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1534,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,Arsenal,Liverpool,Southampton,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusan,Tadic,MID,SOU,7000000,3,46,2.7,3.85714285714286E-07,6.57142857142857E-06,0,216284,3,14,0,0,0,1,0,6.6,639,-5,0,46,5,0.3,0,1.8,0,0,5,0,3,1.3,64991,0,564,0,0,1112,486,0,0,156,Burnley,Leicester,Swansea,West Ham,Sunderland,1.7,3.2,1.9,2.3,2.3,1.8,2.1,2.3,1.4,2.7,2.2,1.7,2,1.4,2.5,1.4,1.9,2.4
Matt,Targett,DEF,SOU,4200000,0,6,0.1,2.38095238095238E-08,1.42857142857143E-06,0,35822,0,4,0,0,0,0,0,1.4,247,-3,0,6,3,0,0,0,0,0,0,0,0,0.3,13344,0,169,0,0,283,17,0,0,59,Burnley,Leicester,Swansea,West Ham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
