FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Nick,Pope,GLK,BUR,4000000,0,0,0,0,0,0,17101,0,0,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,0,0,0,0,0,2.2,7226,0,0,0,0,0,1119,0,0,0,Watford,Arsenal,Southampton,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,-4,0,0,0,0,0,0,0,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,2,6,1.2,2.66666666666667E-07,1.33333333333333E-06,0,3015,1,7,0,0,0,0,0,1.3,743,0,0,6,0,0.2,0,1,0,0,0,0,0,0.2,3788,0,181,0,0,369,2654,0,0,52,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0.6,1.2,0.6,0.9,0.6,1,0.6,1,0.7,0.6,0.6,0.9,0.9,0.6,1.3,0.6,0.8,1.6,0.8,0.6,1.4,1.4,0.6,1,0.6,0.6,0.7,0.6,1,1.3,0.6,0.6,0.6
Marc,Pugh,MID,BOU,4800000,0,0,0,0,0,0,1691,0,0,0,0,0,0,0,0,243,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,126,0,245,0,0,0,17,0,0,0,Everton,Watford,Hull City,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Puncheon,MID,CRY,5500000,8,22,4.4,8E-07,4E-06,0,27280,1,5,0,0,0,0,0,4,6225,0,0,22,0,1.1,0,6,4,0,0,0,3,1.7,46116,0,381,0,0,436,20414,0,0,121,Sunderland,Everton,West Ham,Leicester,Liverpool,5.6,3.8,5.2,4,4.4,3.9,3.6,5.1,6.1,5.3,5.4,4.4,4.5,3.2,4.7,3.1,3.9,3.8,5.6,5,5.7,4,4.2,4.3,3.6,3.3,3.1,6.5,2.4,6.6,2.9,3.6,5
Gaston,Ramirez,MID,MID,5500000,2,9,1.8,3.27272727272727E-07,1.63636363636364E-06,0,51490,3,4,0,0,0,0,0,1.6,10442,0,0,9,0,0.2,0,1.3,0,0,1,0,1,1,40595,0,0,0,0,331,184,0,0,39,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0.9,0.9,0.9,0.9,1.7,0.9,0.9,1,0.9,0.9,0.9,1,1,1.4,1.8,1.2,1.2,0.9,0.9,0.9,1,1.4,1.4,1.3,1.4,1.5,1.8,0.9,0.9,0.9,0.9,1.6,0.9
Aaron,Ramsey,MID,ARS,7700000,0,2,0.133333333333333,1.73160173160173E-08,2.5974025974026E-07,0,129432,0,3,0,0,0,0,0,0.3,3879,-3,1,2,3,0,0,0,0,0,0,0,0,1.1,2053,0,558,0,0,60,63,-1,0,5,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,4000000,0,0,0,0,0,0,9419,0,0,0,0,0,0,0,0,1672,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5458,0,30,0,0,0,1516,0,0,0,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,0,0,0,0,0,0,6049,0,0,0,0,0,0,0,0,1030,-1,1,0,1,0,0,0,0,0,0,0,0,0.6,897,0,56,0,0,0,103,-1,0,0,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,4400000,1,3,0.2,4.54545454545455E-08,6.81818181818182E-07,0,5866,0,1,0,0,0,0,0,0.7,785,-1,0,3,1,0.2,0,0.7,0,0,0,0,0,0.3,776,0,194,0,0,51,122,0,0,11,Man City,Liverpool,Arsenal,Watford,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,10151,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1306,0,3,0,0,0,44,0,0,0,Everton,Watford,Hull City,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6800000,6,11,0.733333333333333,1.07843137254902E-07,1.61764705882353E-06,0,102565,1,3,0,0,0,2,0,1.6,9745,-2,0,11,2,0.5,0,3.7,0,0,0,0,0,5.2,105644,0,237,0,0,155,75177,0,0,58,Leicester,Stoke,Liverpool,Chelsea,Burnley,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,1720,0,0,0,0,0,0,0,0,214,-1,0,0,1,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,7,0,0,0,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,6000000,3,18,3.6,6E-07,3E-06,0,252517,1,6,0,0,0,1,0,3,70175,0,1,18,0,0.3,0,2,3,0,1,0,0,8,269630,0,379,0,0,450,7169,-1,0,74,West Ham,Leicester,Burnley,Man City,Chelsea,1.8,2,5.4,1.8,3.8,3,3.8,3.4,1.9,4.8,2.7,1.8,3.6,3.8,1.9,1.9,5.4,2.8,4.4,3.2,2.7,2.3,4.6,1.8,5.3,4.1,2,3.1,1.8,3.1,1.8,3.1,4.2
Harrison,Reed,MID,SOU,4400000,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,167,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,429,0,1,0,0,0,59,0,0,0,West Ham,Leicester,Burnley,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5000000,0,7,1.8,3.6E-07,1.4E-06,0,29528,1,8,0,0,0,0,0,1.4,8494,0,0,7,0,0.1,0,0.3,0,0,1,0,0,1.6,9136,0,294,0,0,347,332,0,0,71,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,2.7,1.2,1.3,1.6,0.9,2.2,0.9,0.9,2.5,1.4,2,1.1,1.2,0.9,1,2.2,0.9,1.3,1.2,1.6,0.9,1.3,1,1.7,1.3,2.1,1.6,1.2,1.2,1.8,1.7,2.7,0.9
Loic,Remy,FWD,CRY,6400000,0,0,0,0,0,0,19152,0,0,0,0,0,0,0,0,1702,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,14264,0,62,0,0,0,74,0,0,0,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5500000,0,0,0,0,0,0,32673,0,0,0,0,0,0,0,0,1794,-5,1,0,5,0,0,0,0,0,0,0,0,0.3,1084,0,0,0,0,0,107,-1,0,0,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Robertson,DEF,HUL,4500000,0,13,2.6,5.77777777777778E-07,2.88888888888889E-06,0,19646,0,7,0,0,0,0,0,2.9,5478,0,0,13,0,0.3,0,1.3,1,0,1,0,0,1.9,41159,0,0,0,0,450,6287,0,0,88,Liverpool,Chelsea,Bournemouth,Stoke,Watford,3.5,1.3,2.9,2.5,2.8,3.4,3.2,1.6,2.4,2.4,2.8,3.5,1.3,1.3,2.9,2.9,2.3,2,3.3,3.9,2.2,1.7,1.6,2.5,3.3,1.3,2.2,3.9,1.3,3.3,1.7,3.4,1.7
Paul,Robinson,GLK,BUR,4000000,0,0,0,0,0,0,21355,0,0,0,0,0,0,0,0,4353,0,0,0,0,0,0,0,0,0,0,0,0,2.7,7114,0,0,0,0,0,1031,0,0,0,Watford,Arsenal,Southampton,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4800000,0,0,0,0,0,0,2204,0,0,0,0,0,0,0,0,252,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,413,0,110,0,0,0,70,-1,0,0,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,5000000,1,1,0.0666666666666667,1.33333333333333E-08,2E-07,0,2646,0,0,0,0,0,0,0,0.2,638,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.1,5639,0,0,0,0,4,1788,0,0,2,Stoke,Sunderland,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay,Rodriguez,MID,SOU,6400000,0,10,0.666666666666667,1.04166666666667E-07,1.5625E-06,0,11850,0,2,0,0,0,1,0,1.6,3196,-1,0,10,1,0.5,0,3,2,0,0,0,0,0.3,3496,0,56,0,0,69,62,0,0,23,West Ham,Leicester,Burnley,Man City,Chelsea,0,0,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4500000,0,11,2.8,6.22222222222222E-07,2.44444444444444E-06,0,42972,1,8,0,0,0,0,0,2.4,9321,0,0,11,0,0.2,0,1,1,0,0,0,1,1.7,63248,0,112,0,0,360,1912,0,0,55,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,2.1,1.9,2.9,1.7,1.4,2.1,1.5,1.4,3.3,2.9,1.9,1.9,2.9,2.2,1.9,2.2,2.2,1.8,2.1,3,2.1,1.5,3.2,3.4,2.5,2.2,2.5,2.4,1.8,3.1,3.1,2.1,2
Marcos,Rojo,DEF,MUN,5200000,0,0,0,0,0,0,11348,0,0,0,0,0,0,0,0,924,-3,1,0,3,0,0,0,0,0,0,0,0,0.4,584,0,192,0,0,0,99,-1,0,0,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4900000,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,209,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,355,0,40,0,0,0,49,0,0,0,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6600000,10,23,4.6,6.96969696969697E-07,3.48484848484849E-06,0,90388,0,5,0,0,0,2,0,3.5,13710,1,-1,23,-1,0.7,0,4.3,3,0,2,0,1,4.6,163928,0,354,0,0,384,67763,1,0,72,Stoke,Sunderland,Tottenham,Liverpool,Man City,6.4,6.4,4.7,5.5,5.9,4.3,6.9,6.9,5.8,5.7,5.4,5,5.9,4.9,5.3,4.3,5.9,5.5,5.9,5.5,6.8,5.7,4.9,5.3,5,6.4,6.9,6.9,5.6,6.4,5.1,6,6.3
Wayne,Rooney,FWD,MUN,8900000,1,18,3.6,4.04494382022472E-07,2.02247191011236E-06,0,152388,3,6,0,0,0,1,0,2,47863,-1,1,18,1,0.2,0,2,1,0,2,0,2,4.2,96478,0,509,0,0,446,3433,-1,0,88,Leicester,Stoke,Liverpool,Chelsea,Burnley,4.6,4.6,4.1,4,5.3,4.5,3.7,5.2,3.4,3.2,3.7,3.6,4.5,3.7,4,5.3,5,3.8,2.9,4.2,4,4.9,3.4,3.9,3.6,3.1,4.9,4.3,3.5,3.8,4.2,2.9,4
Danny,Rose,DEF,TOT,5900000,0,16,5.3,8.98305084745763E-07,2.71186440677966E-06,0,145907,1,2,0,0,0,1,0,2.7,32423,-1,1,16,1,0.5,0,2.7,1,0,1,0,0,5.6,64001,0,346,0,0,270,804,-1,0,58,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,5.9,6.5,5.9,7.1,7.2,8,5.3,6.8,4.6,5.5,8,5.8,6.3,6.2,6.9,5.1,7.1,5.7,6.1,7,5.8,6.6,8,4.9,7.3,6,8,4.1,7,6.1,5.1,7.5
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3358,0,0,0,0,0,1057,0,0,0,Stoke,Sunderland,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4800000,0,5,0.333333333333333,6.94444444444444E-08,1.04166666666667E-06,0,17100,0,2,0,0,0,0,0,1,2561,-2,1,5,2,0.1,0,0.3,0,0,1,0,0,0.3,5392,0,269,0,0,198,84,-1,0,20,Man City,Liverpool,Arsenal,Watford,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bacary,Sagna,DEF,MCI,5400000,6,10,3.3,6.11111111111111E-07,1.85185185185185E-06,0,154925,0,2,0,0,0,0,0,1.9,5023,-1,0,10,1,0.5,0,2.7,0,0,1,0,0,3.3,13225,0,386,0,0,270,5232,0,0,53,Swansea,Tottenham,Everton,Southampton,West Brom,3.9,3.1,2.8,4.9,3.3,2.8,4,2.3,3,1.9,3,4.3,4,3.8,4.3,2.8,3.7,3.8,3.5,3.4,2.4,3.7,4.3,4.9,4.5,2.5,2.6,3.6,3.5,2.7,4.5,3.7,3.2
Diafra,Sakho,FWD,WHU,5900000,0,0,0,0,0,0,3485,0,0,0,0,0,0,0,0,350,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,736,0,286,0,0,0,138,0,0,0,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamadou,Sakho,DEF,LIV,4800000,0,0,0,0,0,0,2349,0,0,0,0,0,0,0,0,221,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,277,0,273,0,0,0,53,0,0,0,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5400000,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0,89,0,220,0,0,0,29,0,0,0,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11000000,10,32,6.4,5.81818181818182E-07,2.90909090909091E-06,0,181897,0,6,0,0,0,3,0,2.9,40939,0,0,32,0,0.8,1,9,3,0,1,0,2,14,343524,0,690,0,1,389,65066,0,0,92,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,6.8,7.7,7.3,7.9,9.2,6.5,8.9,9.4,6.5,7.5,7.5,6.1,6.9,7.3,7.4,9.2,9.6,6.8,7.2,5.6,6.8,5.3,9.6,7.7,5.7,8,7.5,9,7.8,6.8,8.1,9.1,6.1
Leroy,Sane,MID,MCI,7800000,1,2,0.133333333333333,1.70940170940171E-08,2.56410256410256E-07,0,21107,0,0,0,0,0,0,0,0.3,1808,-2,0,2,2,0.1,0,0.7,0,0,0,0,0,0.2,3117,0,0,0,0,50,535,0,0,7,Swansea,Tottenham,Everton,Southampton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yaya,Sanogo,FWD,ARS,4800000,0,0,0,0,0,0,5174,0,0,0,0,0,0,0,0,562,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1486,0,0,0,0,0,295,0,0,0,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,LEI,4900000,0,0,0,0,0,0,11842,0,0,0,0,0,0,0,0,417,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,405,0,236,0,0,0,115,0,0,0,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasper,Schmeichel,GLK,LEI,5000000,0,13,3.3,6.6E-07,2.6E-06,0,185978,0,6,0,16,0,0,0,2.6,52089,0,0,13,0,0.2,0,1,1,0,1,0,0,10.2,57051,0,475,0,0,326,1225,0,0,76,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0,0,1.8,4.9,2.3,4,2.3,3.3,2.8,3.4,2.5,3.7,3.3,4.9,1.9,3.6,2.8,1.6,2.9,3,4.9,3.1,3.7,2.9,4.8,4.1,2,3.1,4.1,2.4,3.5,1.7,4.9
Morgan,Schneiderlin,MID,MUN,4700000,0,1,0.0666666666666667,1.41843971631206E-08,2.12765957446809E-07,0,8275,0,0,0,0,0,0,0,0.2,800,-3,1,1,3,0,0,0,0,0,0,0,0,0.2,920,0,317,0,0,6,132,-1,0,3,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian,Schweinsteiger,MID,MUN,5200000,0,0,0,0,0,0,4648,0,0,0,0,0,0,0,0,351,-3,1,0,3,0,0,0,0,0,0,0,0,0.2,410,0,200,0,0,0,41,-1,0,0,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6300000,0,9,0.6,9.52380952380952E-08,1.42857142857143E-06,0,262819,0,1,0,0,0,1,0,1.4,24389,-2,1,9,2,0,0,0,2,0,0,0,0,3.7,62312,0,302,0,0,90,415,-1,0,22,West Brom,Man Utd,Sunderland,Hull City,Swansea,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Luke,Shaw,DEF,MUN,5600000,1,21,4.2,7.5E-07,3.75E-06,0,276206,0,5,0,0,0,0,0,3.8,133110,1,0,21,-1,0.5,0,2.7,2,0,2,0,1,21.3,338882,0,92,0,1,434,11962,0,0,105,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,5.4,5,3.9,5.8,5.5,5.4,6.3,4.3,5,5.4,4.8,4.9,3.9,5,6.3,5.9,3.7,3,4.1,3.7,6.3,4.8,4.1,4.8,3.9,5.3,4.2,3.6,4.8,5.9,4.7,5.8
Ryan,Shawcross,DEF,STK,4900000,0,5,1,2.04081632653061E-07,1.02040816326531E-06,0,24718,2,14,0,0,0,0,0,1,5842,-1,1,5,1,0.1,0,0.7,0,0,0,0,1,1.6,4970,0,176,0,0,450,1029,-1,0,64,West Brom,Man Utd,Sunderland,Hull City,Swansea,0.5,0.5,0.5,0.7,0.5,0.8,0.9,0.5,0.6,1.2,1.1,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.7,1.1,0.6,1,0.7
,Sheyi Ojo,MID,LIV,4800000,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,49,-2,1,0,2,0,0,0,0,0,0,0,0,0,49,0,81,0,0,0,6,-1,0,0,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7200000,2,14,2.8,3.88888888888889E-07,1.94444444444444E-06,0,168991,0,7,0,0,0,1,0,1.9,21284,-3,1,14,3,0.5,0,3.7,1,0,0,0,0,3.7,17117,0,586,0,0,357,945,-1,0,47,Man City,Liverpool,Arsenal,Watford,Stoke,1.4,1.8,1.8,1.8,3,2.4,2.2,2,1.9,2.5,2.3,3.3,2.3,3,2.2,1.4,1.4,2.9,1.6,3.2,2.1,3.3,3.2,2.2,2.6,1.6,1.8,2.6,2,3,1.5,3.3,1.8
David,Silva,MID,MCI,8700000,0,11,2.8,3.2183908045977E-07,1.26436781609195E-06,0,160158,1,3,0,0,0,0,0,1.3,35269,-3,2,11,3,0.2,0,2,0,0,1,0,1,2.4,30914,0,351,0,0,333,446,-2,0,63,Swansea,Tottenham,Everton,Southampton,West Brom,0,1.6,1.9,3.3,2,3,1.9,1.9,2.1,2,2.1,1.4,2.8,1.4,3.6,1.9,2,1.5,2.3,1.8,2.8,3,2.4,2.1,1.5,1.7,1.7,1.6,2.2,2.9,2.3,3.5,2.3
Danny,Simpson,DEF,LEI,5000000,7,14,2.8,5.6E-07,2.8E-06,0,39737,2,5,0,0,0,0,0,2.8,3914,0,0,14,0,0.5,0,2.7,1,0,2,0,0,1.9,8533,0,390,0,0,385,2203,0,0,74,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,1.4,4.2,1.4,4,1.7,3.2,1.8,2.6,2.2,2.6,1.9,3.1,2.6,4.2,1.5,2.8,2.3,1.4,2.2,2.3,4.2,2.4,3.1,2.5,4,3.2,1.5,2.4,3.3,1.8,2.7,1.4,4.2
Jerome,Sinclair,FWD,WAT,4800000,0,0,0,0,0,0,9538,0,0,0,0,0,0,0,0,1273,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2891,0,0,0,0,0,603,0,0,0,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,7000000,3,3,0.2,2.85714285714286E-08,4.28571428571429E-07,0,4388,1,0,0,0,0,0,0,0.4,1262,0,0,3,0,0.2,0,1.5,0,0,1,0,0,0.1,7641,0,0,0,0,103,1047,0,0,3,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Islam,Slimani,FWD,LEI,8500000,13,13,0.866666666666667,1.01960784313725E-07,1.52941176470588E-06,0,10876,0,0,0,0,0,2,0,1.5,6869,0,0,13,0,0.8,0,6.5,3,0,1,0,0,1.7,68669,0,0,0,1,90,58153,0,0,53,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0.4,0.8,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.6,0.4,0.8,0.4,0.6,0.4,0.4,0.4,0.4,0.9,0.5,0.4,0.4,0.9,0.6,0.4,0.4,0.4,0.4,0.6,0.4,0.7
Chris,Smalling,DEF,MUN,5900000,1,3,0.2,3.38983050847458E-08,5.08474576271186E-07,0,24131,0,3,0,0,0,0,0,0.5,2468,-1,0,3,1,0.1,0,0.7,0,0,0,0,0,1.2,4075,0,381,0,0,93,617,0,0,23,Leicester,Stoke,Liverpool,Chelsea,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Smith,DEF,BOU,4600000,-1,21,4.2,9.1304347826087E-07,4.56521739130435E-06,0,52660,2,9,0,0,0,1,0,4.6,20784,1,0,21,-1,0.9,0,4,3,0,1,0,1,8.1,254651,0,297,0,1,450,76841,0,0,104,Everton,Watford,Hull City,Tottenham,Middlesbrough,4.7,3.4,4.5,5.7,2.9,5.6,4.7,4.7,6.3,2.4,5.7,6.3,2.7,4.3,6,4.5,4.9,6.3,3,4.8,3.6,2.2,6.3,5.5,3.5,3.7,5,3.4,4.7,4.1,6,6.3,2.1
