FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Adam,Clayton,MID,MID,4400000,1,8,1.6,3.63636363636364E-07,1.81818181818182E-06,0,9480,1,4,0,0,0,0,0,1.8,2292,-1,1,8,1,0.4,0,1.7,0,0,1,0,0,0.4,4206,0,0,0,0,333,381,-1,0,35,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0.8,0.8,0.8,0.8,1.4,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,1.2,1.5,1,1,0.8,0.8,0.8,0.8,1.2,1.1,1.1,1.2,1.3,1.5,0.8,0.8,0.8,0.8,1.3,0.8
Tom,Cleverley,MID,EVE,5300000,1,2,0.133333333333333,2.51572327044025E-08,3.77358490566038E-07,0,5891,0,0,0,0,0,0,0,0.4,433,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.2,431,0,241,0,0,7,60,0,0,8,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gael,Clichy,DEF,MCI,5400000,6,10,0.666666666666667,1.23456790123457E-07,1.85185185185185E-06,0,25457,0,2,0,0,0,0,0,1.9,2488,-1,0,10,1,0.5,0,2.7,0,0,1,0,0,1.4,9061,0,166,0,0,259,2222,0,0,65,Swansea,Tottenham,Everton,Southampton,West Brom,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.6,0.6,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3
Sam,Clucas,MID,HUL,4900000,2,10,2,4.08163265306122E-07,2.04081632653061E-06,0,1917,1,7,0,0,0,0,0,2,380,-1,1,10,1,0.4,0,2,0,0,1,0,0,0.1,756,0,0,0,0,442,87,-1,0,88,Liverpool,Chelsea,Bournemouth,Stoke,Watford,1,1,1.4,1,1.8,1.3,2.3,1,2.2,1,1.3,1.2,1,1,1.5,1.4,1.3,2,1,1.2,1.6,1.5,1,1.5,1,1.1,1.1,2,1,1.2,1.1,1.5,1
Nathaniel,Clyne,DEF,LIV,5500000,2,11,2.2,4E-07,2E-06,0,103865,0,8,0,0,0,0,0,2,16941,0,0,11,0,0.4,0,2,0,0,0,0,1,10.2,88223,0,387,0,0,450,18306,0,0,76,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,1.6,1.7,1.4,2.2,1.8,1.8,1.7,2.2,1.4,3.3,1.1,1.1,3,1.8,1.6,1.1,2.1,1.9,1.8,2.3,1.1,3.1,2.7,1.1,1.7,3.2,2.4,1.4,2.9,1.3,3.3,2,1.7
Seamus,Coleman,DEF,EVE,5400000,10,16,1.06666666666667,1.97530864197531E-07,2.96296296296296E-06,0,70593,0,1,0,0,0,1,0,3,5088,-1,0,16,1,1,0,5.3,2,0,1,0,0,3.2,73652,0,327,0,1,180,65290,0,0,62,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,0.6,0.8,0.5,0.5,1.2,0.5,0.5,0.7,0.5,0.6,1.1,1.2,0.5,0.8,1.2,0.5,0.8,1.1,1,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.7,0.9,0.5,0.7,0.5,1.3
James,Collins,DEF,WHU,4600000,0,15,3,6.52173913043478E-07,3.26086956521739E-06,0,104547,1,13,0,0,0,1,0,3.3,34060,1,0,15,-1,0.1,0,0.3,2,0,1,0,0,9.4,298847,0,217,0,1,450,13824,0,0,100,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,4.5,2.7,3,3.5,1.9,4.2,2.2,1.5,4.2,2.9,4.1,2.6,2.8,1.5,2.4,4.3,1.8,2.8,2.8,3.4,2.2,3,2.4,3.5,2.9,3.6,3.4,2.7,2.8,3.6,3.5,4.5,1.5
Lewis,Cook,MID,BOU,4400000,0,2,0.133333333333333,3.03030303030303E-08,4.54545454545455E-07,0,8918,0,3,0,0,0,0,0,0.5,1677,-1,0,2,1,0,0,0,0,0,0,0,0,0.3,3217,0,0,0,0,80,269,0,0,10,Everton,Watford,Hull City,Tottenham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Cook,DEF,BOU,4900000,0,11,2.2,4.48979591836735E-07,2.24489795918367E-06,0,6340,1,9,0,0,0,0,0,2.2,1137,-1,1,11,1,0.6,0,3,1,0,1,0,0,0.5,1489,0,443,0,0,450,235,-1,0,89,Everton,Watford,Hull City,Tottenham,Middlesbrough,1.8,1.2,1.6,2.3,1.1,2.3,2.3,2.4,3.3,1.1,2.3,3.3,1.1,1.6,3.2,1.6,1.9,2.9,1.1,1.8,1.2,1.1,3.3,2.2,1.5,1.8,1.9,1.2,1.8,1.5,3,2.8,1.1
Francis,Coquelin,MID,ARS,4400000,2,7,1.8,4.09090909090909E-07,1.59090909090909E-06,0,40878,2,6,0,0,0,0,0,1.6,7437,-1,1,7,1,0.3,0,1.3,0,0,1,0,0,2.1,25273,0,246,0,0,360,6706,-1,0,42,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0.9,1.1,1,1.3,1.7,0.9,1.5,1.6,0.9,1,1,0.9,0.9,1,1,1.5,1.8,0.9,0.9,0.9,0.9,0.9,1.7,1.1,0.9,1.1,1,1.7,1.3,0.9,1.2,1.5,0.9
Jack,Cork,MID,SWA,4900000,2,11,2.2,4.48979591836735E-07,2.24489795918367E-06,0,2296,0,7,0,0,0,0,0,2.2,409,-1,0,11,1,0.4,0,2,0,0,1,0,0,0.1,752,0,376,0,0,436,74,0,0,88,Man City,Liverpool,Arsenal,Watford,Stoke,1.1,1.2,1.2,1.2,2.1,1.6,1.5,1.3,1.3,1.7,1.6,2.3,1.5,2.1,1.5,1.1,1.1,2,1.1,2.2,1.4,2.3,2.2,1.5,1.7,1.1,1.2,1.8,1.4,2.1,1.1,2.4,1.2
,Costa,FWD,CHE,10000000,6,33,6.6,6.6E-07,3.3E-06,0,182068,3,6,0,0,0,5,0,3.3,74811,5,-1,33,-5,0.8,0,7.7,3,0,1,0,1,27.9,903122,0,533,0,1,439,201368,1,0,134,Arsenal,Hull City,Leicester,Man Utd,Southampton,9,9.9,9.9,8.6,7.3,7.9,8.7,8.1,8.3,8.8,8.9,8.2,9.9,8.7,7,7,7.9,7.6,8.7,7.3,8.5,7.6,8.7,9,9.3,9.2,7.4,8.1,9.9,7.9,8.9,8.3,8.7
Thibaut,Courtois,GLK,CHE,5500000,2,12,2.4,4.36363636363636E-07,2.18181818181818E-06,0,100931,1,6,0,6,0,0,0,2.2,30228,0,0,12,0,0.5,0,2.7,0,0,1,0,0,9.1,77265,0,230,0,0,450,2671,0,0,55,Arsenal,Hull City,Leicester,Man Utd,Southampton,3.3,2.5,2.3,1.4,2.4,1.7,1.6,2.3,1.4,2.2,2.3,2.5,3.4,3.1,1.9,1.2,1.6,2.7,3.1,1.3,2.1,2.8,1.8,3.2,3,1.7,2.1,1.2,3.6,1.7,1.7,2,2.2
Philippe,Coutinho,MID,LIV,8100000,7,27,1.8,2.22222222222222E-07,3.33333333333333E-06,0,459098,1,5,0,0,0,2,0,3.3,51919,1,0,27,-1,0.4,0,3.3,5,0,1,0,1,28.8,782940,0,459,0,1,323,99067,0,0,86,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0.9,1,1.6,1.2,0.9,1.2,0.9,1.7,0.9,1.5,1.2,0.9,1.4,0.9,1.2,1,1.3,1.2,1.1,1.1,0.9,0.9,2.2,0.9,1,2,1,0.9,1.3,0.9,1.9,0.9,1.7
Aaron,Cresswell,DEF,WHU,5400000,0,0,0,0,0,0,7487,0,0,0,0,0,0,0,0,510,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,201,0,514,0,0,0,20,0,0,0,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter,Crouch,FWD,STK,4800000,0,2,0.133333333333333,2.77777777777778E-08,4.16666666666667E-07,0,18462,0,1,0,0,0,0,0,0.4,2526,-2,1,2,2,0.1,0,0.7,0,0,0,0,0,0.6,7067,0,47,0,0,64,1157,-1,0,5,West Brom,Man Utd,Sunderland,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,46485,0,0,0,0,0,0,0,0,3065,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,601,0,8,0,0,0,8,0,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,2895,0,0,0,0,0,0,0,0,430,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,510,0,0,0,0,0,39,-1,0,0,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4900000,0,13,2.6,5.30612244897959E-07,2.6530612244898E-06,0,53492,0,9,0,0,0,0,0,2.7,9840,-1,1,13,1,0.7,0,3.3,2,0,1,0,0,3,5763,0,491,0,0,450,1279,-1,0,81,Everton,Watford,Hull City,Tottenham,Middlesbrough,2.3,1.6,2.1,3,1.3,2.9,2.9,2.9,3.9,1.3,3,3.9,1.3,2,3.7,2.2,2.4,3.6,1.3,2.4,1.6,1.3,3.9,2.8,2,2.3,2.5,1.5,2.3,1.9,3.7,3.5,1.3
Scott,Dann,DEF,CRY,5500000,8,22,4.4,8E-07,4E-06,0,104483,1,5,0,0,0,2,0,4,40579,0,0,22,0,1.1,0,6.3,1,0,0,0,0,6.4,66056,0,480,0,1,450,40043,0,0,94,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,6.6,3,6.6,3.6,4.5,5.7,6.6,5.9,3.8,4.8,4.8,5.9,5.3,5,4.4,4.9,5.4,5.9,4.4,4.9,5.5,4.6,3.9,4.8,5.8,5.6,5,6.3,3.8,4.2,3.4
Tendayi,Darikwa,DEF,BUR,4300000,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,129,-2,1,0,2,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,33,-1,0,0,Watford,Arsenal,Southampton,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5100000,0,0,0,0,0,0,45034,0,0,0,0,0,0,0,0,2665,-4,1,0,4,0,0,0,0,0,0,0,0,0.8,550,0,257,0,0,0,80,-1,0,0,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,David Luiz,DEF,CHE,6000000,1,1,0.0666666666666667,1.11111111111111E-08,1.66666666666667E-07,0,13480,0,2,0,0,0,0,0,0.2,5840,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.9,36040,0,0,0,0,90,3492,0,0,21,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Davies,DEF,TOT,4900000,0,6,0.4,8.16326530612245E-08,1.22448979591837E-06,0,5289,1,0,0,0,0,0,0,1.2,1412,-1,0,6,1,0.4,0,2,0,0,1,0,0,0.3,4101,0,192,0,0,104,657,0,0,25,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,5000000,0,17,3.4,6.8E-07,3.4E-06,0,35182,1,7,0,0,0,0,0,3.4,12325,0,0,17,0,0.3,0,1.3,3,0,1,0,1,3.1,91245,0,0,0,1,450,5029,0,0,123,Liverpool,Chelsea,Bournemouth,Stoke,Watford,4.6,2.1,4.3,3.3,4.1,4.6,4.6,2.5,3.6,3.6,4.1,4.6,2,1.9,4.2,4.3,3.4,3,4.3,5.1,3.3,2.7,2.5,3.8,4.3,1.9,3.3,5.1,2,4.5,2.6,4.9,2.7
Tom,Davies,MID,EVE,4500000,0,2,0.133333333333333,2.96296296296296E-08,4.44444444444444E-07,0,745,0,0,0,0,0,0,0,0.4,181,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0,750,0,0,0,0,18,116,0,0,6,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steven,Davis,MID,SOU,5300000,3,10,2,3.77358490566038E-07,1.88679245283019E-06,0,23391,1,6,0,0,0,0,0,1.9,3748,-2,1,10,2,0.4,0,2,0,0,1,0,0,0.8,1894,0,535,0,0,426,109,-1,0,73,West Ham,Leicester,Burnley,Man City,Chelsea,1,1,2.6,1,1.5,1.1,1.5,1.3,1,2.1,1,1,1.4,1.5,1,1,2.5,1,1.9,1.2,1,1,2,1,2.4,1.7,1,1.2,1,1.2,1,1.2,1.7
Craig,Dawson,DEF,WBA,5000000,0,14,2.8,5.6E-07,2.8E-06,0,31999,2,5,0,0,0,0,0,2.8,7746,0,0,14,0,0.5,0,2.7,0,0,2,0,0,2.2,8469,0,433,0,0,450,797,0,0,71,Stoke,Sunderland,Tottenham,Liverpool,Man City,3.9,3,2.8,3.3,2.1,1.5,3.3,3.3,2.2,2,2.6,1.7,3.9,3.1,1.9,2.5,2.7,2.2,3.6,3.3,4,3.5,2.3,3.6,1.7,2.6,4.2,4.2,1.9,2.8,1.8,2.3,3.2
Michael,Dawson,DEF,HUL,4400000,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,89,-1,0,0,1,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,38,0,0,0,Liverpool,Chelsea,Bournemouth,Stoke,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,De Bruyne,MID,MCI,10800000,14,39,7.8,7.22222222222222E-07,3.61111111111111E-06,0,76504,1,4,0,0,0,2,0,3.7,13081,3,-3,39,-3,1,0,11,7,0,1,0,4,20.5,595532,0,546,0,2,430,405987,3,0,160,Swansea,Tottenham,Everton,Southampton,West Brom,10.9,8.3,9,11.7,9.4,10.5,9.1,8.6,9.9,8.7,9.8,7.5,11.5,6.4,11.7,9.1,9.5,7.8,10,8.7,10.6,10.5,10.2,9.9,8,8.7,8.5,8.2,9.9,10.3,10.4,11.7,10.3
David,de Gea,GLK,MUN,5500000,1,17,3.4,6.18181818181818E-07,3.09090909090909E-06,0,233461,0,6,0,11,0,0,0,3.1,86174,0,0,17,0,0.5,0,3,0,0,2,0,0,44,167600,0,368,0,0,450,12903,0,0,81,Leicester,Stoke,Liverpool,Chelsea,Burnley,3.7,4.3,4,2.8,4.4,4.1,4.3,5.1,3.1,3.7,4.3,3.6,3.6,2.8,4,5.1,4.7,2.6,2.1,3,2.7,5.1,3.9,3,3.6,2.8,4,3.1,2.5,3.5,4.7,3.4,4.6
Ritchie,de Laet,DEF,LEI,4400000,0,0,0,0,0,0,4678,0,0,0,0,0,0,0,0,417,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,187,0,129,0,0,0,5,0,0,0,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos,De Pena,MID,MID,4300000,0,0,0,0,0,0,3313,0,0,0,0,0,0,0,0,821,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,4015,0,0,0,0,0,2380,-1,0,0,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marten,de Roon,MID,MID,4400000,2,4,0.266666666666667,6.06060606060606E-08,9.09090909090909E-07,0,5914,0,3,0,0,0,0,0,0.9,705,-1,0,4,1,0.2,0,1,0,0,0,0,0,0.2,3786,0,0,0,0,145,664,0,0,23,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Julien,de Sart,MID,MID,4400000,0,0,0,0,0,0,1621,0,0,0,0,0,0,0,0,249,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1403,0,0,0,0,0,36,0,0,0,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4800000,0,0,0,0,0,0,5909,0,0,0,0,0,0,0,0,635,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,836,0,11,0,0,0,78,0,0,0,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,7000000,6,19,3.8,5.42857142857143E-07,2.71428571428571E-06,0,91142,3,9,0,0,0,2,0,2.8,12669,0,-1,19,0,0.6,0,4.3,1,0,0,0,1,6,142843,0,629,0,0,437,116913,1,0,73,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,4.1,5,4.5,5.1,3.9,4.6,4.7,4.6,4.1,3.1,4.5,5.5,4.1,3.2,5.5,3.7,3.7,4.8,5.5,4,5.3,5.4,4.6,4.2,4.6,3.6,3.4,3.8,5.7,5.4,3.4,4,4.3
Jermain,Defoe,FWD,SUN,7100000,2,23,4.6,6.47887323943662E-07,3.23943661971831E-06,0,231977,0,8,0,0,0,2,0,3.2,92758,1,1,23,-1,0.6,0,4.3,5,0,0,0,0,8.9,328055,0,595,0,1,442,14366,-1,0,58,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,0,4.9,6.6,5.7,5,4.9,5,5.7,6.2,6.5,5.8,5.6,5.3,5.3,6.8,5.6,5.4,4.4,5.5,6.9,5.2,5.7,5.8,6.9,6.6,4.5,4.7,6.8,6.1,6.5,6.9,5.2,5.9
Steven,Defour,MID,BUR,6000000,2,18,4.5,7.5E-07,3E-06,0,3251,0,4,0,0,0,1,0,3,1316,0,0,18,0,0.8,0,4.7,3,0,1,0,1,0.2,8333,0,0,0,0,248,1231,0,0,73,Watford,Arsenal,Southampton,Everton,Man Utd,5.2,3.9,2.3,4.7,3.9,5.6,2.9,4.4,3.9,6.8,2.2,2.3,6.4,6.3,2.2,6.8,2.2,6.8,3.4,5.2,4.2,4,2.2,4.5,5,5.7,4.3,2.7,6.2,2.7,5.3,2.7,6
Damien,Delaney,DEF,CRY,5000000,1,12,2.4,4.8E-07,2.4E-06,0,16084,1,4,0,0,0,0,0,2.4,2422,0,0,12,0,0.3,0,1.3,0,0,1,0,0,0.9,4939,0,366,0,0,396,1340,0,0,78,Sunderland,Everton,West Ham,Leicester,Liverpool,2.3,1.7,3.6,1.2,3.6,1.3,1.8,2.4,3.6,2.5,1.4,1.9,1.9,3.2,2.2,2.7,1.7,2,2.2,3.2,1.7,2,2.3,1.8,1.5,2.4,3.2,2.3,2.6,2.8,1.4,1.6,1.2
Fabian,Delph,MID,MCI,4800000,0,2,0.133333333333333,2.77777777777778E-08,4.16666666666667E-07,0,4883,0,1,0,0,0,0,0,0.4,898,-2,1,2,2,0,0,0,0,0,0,0,0,0.1,1234,0,156,0,0,30,23,-1,0,4,Swansea,Tottenham,Everton,Southampton,West Brom,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mousa,Dembele,MID,TOT,5500000,3,3,0.2,3.63636363636364E-08,5.45454545454545E-07,0,4051,0,0,0,0,0,0,0,0.5,874,0,0,3,0,0.2,0,1,0,0,1,0,0,0.2,2872,0,473,0,0,73,772,0,0,16,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Denayer,DEF,SUN,4900000,1,2,0.133333333333333,2.72108843537415E-08,4.08163265306122E-07,0,1883,1,1,0,0,0,0,0,0.4,175,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.1,460,0,0,0,0,105,77,0,0,18,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Memphis,Depay,MID,MUN,7300000,0,1,0.0666666666666667,9.1324200913242E-09,1.36986301369863E-07,0,5534,1,1,0,0,0,0,0,0.1,434,-2,0,1,2,0,0,0,0,0,0,0,0,0.2,485,0,259,0,0,8,54,0,0,1,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard,Deulofeu,MID,EVE,6200000,1,6,0.4,6.45161290322581E-08,9.67741935483871E-07,0,106353,0,2,0,0,0,0,0,1,13236,-3,1,6,3,0.1,0,0.7,0,0,0,0,0,1.5,17083,0,283,0,0,191,307,-1,0,18,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,4,0,0,0,Liverpool,Chelsea,Bournemouth,Stoke,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5300000,3,11,2.2,4.15094339622642E-07,2.07547169811321E-06,0,259991,1,2,0,0,0,0,0,2,67817,-2,1,11,2,0.5,0,2.7,0,0,3,0,0,7.8,15170,0,526,0,0,401,600,-1,0,50,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,1.1,1.3,1.2,2.5,1.1,1.8,1.1,1.6,1.8,1.1,2.6,1.1,1.5,1.4,1.5,1.1,2.1,2.1,1.1,1.7,1.2,1.2,2.3,1.3,1.8,1.4,2.4,1.3,1.1,1.1,1.9,1.9
Adama,Diomande,FWD,HUL,4600000,1,15,3,6.52173913043478E-07,3.26086956521739E-06,0,134048,0,3,0,0,0,1,0,3.3,32171,1,0,15,-1,0.4,0,1.7,2,0,2,0,0,7,282782,0,0,0,0,362,47569,0,0,47,Liverpool,Chelsea,Bournemouth,Stoke,Watford,3.7,2.4,3,2.9,4.1,3.3,4.3,1.9,3.5,2.2,2.7,3.6,2.3,1.5,3.3,3,3.6,3.2,3.3,3.8,3.4,2.7,2,3.1,3.2,1.9,3.6,4.5,2.3,3.2,2.6,3.3,1.6
Mame Biram,Diouf,FWD,STK,5800000,1,7,1.8,3.10344827586207E-07,1.20689655172414E-06,0,18546,0,8,0,0,0,0,0,1.2,1600,-2,0,7,2,0.2,0,1,0,0,0,0,0,0.4,5742,0,245,0,0,258,1218,0,0,18,West Brom,Man Utd,Sunderland,Hull City,Swansea,1.1,1.2,1.5,2.3,1.2,1.5,1.7,1.8,2,1.6,2,1.6,1.5,1.5,1.3,2,1,0.9,1.3,1.3,1,1.1,1.5,1.4,1,1.3,2,1.2,1.7,1.9,1.1,1.1,1.2
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,889,0,0,0,0,0,0,0,0,77,-1,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,7,0,0,0,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy,Djilobodji,DEF,SUN,4500000,1,5,1.3,2.88888888888889E-07,1.11111111111111E-06,0,4515,1,7,0,0,0,0,0,1.1,722,0,0,5,0,0.3,0,1.3,0,0,0,0,0,0.2,1745,0,0,0,0,360,372,0,0,56,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,1.1,0.7,1.5,1.2,1.5,0.9,0.6,1.2,0.8,1,0.6,0.6,0.6,0.6,1.5,1.1,0.8,0.8,1.1,1.6,0.7,0.6,0.6,1,0.8,0.6,0.6,1.6,1.8,1.3,1.1,0.7,0.6
