FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Adam,Federici,GLK,BOU,4400000,0,8,0.148148148148148,3.36700336700337E-08,1.81818181818182E-06,0,2668,1,3,0,5,0,0,0,1.8,103,-1,0,8,1,0,0,0,1,0,1,0,0,0.1,1746,0,31,0,0,180,48,0,0,37,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,4,9,0.166666666666667,3.33333333333333E-08,1.8E-06,0,135247,1,4,0,0,0,0,0,1.8,190,-5,0,9,5,0.2,0,0.8,0,0,0,0,1,0.6,6975,0,0,0,0,141,195,0,0,39,Leicester,Man Utd,Crystal Palace,Middlesbrough,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,1,18,1.3,2.24137931034483E-07,3.10344827586207E-06,0,17360,6,11,0,0,0,0,0,3.1,109,-2,0,18,2,0.1,0,0.6,0,0,3,0,0,0.2,10357,0,164,0,0,720,39,0,0,125,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,0.8,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.9,0.6,0.6,0.7,0.7,0.8,0.6,0.6,0.7,0.6,0.6,0.6
Leroy,Fer,MID,SWA,5000000,0,60,4.3,8.6E-07,1.2E-05,0,525272,3,25,0,0,0,6,0,12,24078,0,0,60,0,0.1,0,0.4,5,0,2,0,0,7.2,672483,0,107,0,2,1080,7026,0,0,241,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,5.4,4.1,3.5,2.5,4.7,3.3,5.9,3.1,6.1,4.1,3.5,5.1,4.4,3.3,4.4,4.5,4.1,5,5,4.8
Edimilson,Fernandes,MID,WHU,4900000,1,12,0.222222222222222,4.53514739229025E-08,2.44897959183673E-06,0,569,2,7,0,0,0,0,0,2.4,26,-1,0,12,1,0.2,0,1,0,0,1,0,0,0,649,0,0,0,0,377,23,0,0,45,Leicester,Man Utd,Crystal Palace,Middlesbrough,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,0,11,0.203703703703704,4.85008818342152E-08,2.61904761904762E-06,0,61065,3,15,0,0,0,0,0,2.6,741,-3,0,11,3,0,0,0,0,0,1,0,0,1.2,8917,0,333,0,0,720,78,0,0,116,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Fernandinho,MID,MCI,5300000,3,38,2.5,4.71698113207547E-07,7.16981132075472E-06,0,111194,3,15,0,0,0,1,0,7.2,685,-2,0,38,2,0.1,0,0.4,3,0,3,0,1,1.5,67346,0,417,0,0,1350,1663,0,1,240,Liverpool,Burnley,Everton,Tottenham,West Ham,1.2,2.8,1.7,1.8,1.4,2.1,1.5,2,2.4,1.8,1.3,1.2,1.3,2,1.6,2,2,1.7,2.7,2
,Fernando,MID,MCI,4700000,1,14,0.259259259259259,5.51615445232467E-08,2.97872340425532E-06,0,12838,3,8,0,0,0,0,0,3,342,-3,0,14,3,0.2,0,0.8,1,0,1,0,0,0.2,6271,0,236,0,0,532,316,0,0,90,Liverpool,Burnley,Everton,Tottenham,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.0740740740740741,1.68350168350168E-08,9.09090909090909E-07,0,514,1,1,0,0,0,0,0,0.9,8,-1,0,4,1,0,0,0,0,0,1,0,0,0,526,0,0,0,0,165,9,0,0,27,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Firmino,MID,LIV,8500000,10,92,5.4,6.35294117647059E-07,1.08235294117647E-05,0,792270,2,20,0,0,0,6,0,10.8,25235,0,0,92,0,0.4,0,3.8,10,0,5,0,5,12.4,878950,0,522,0,4,1502,15039,0,0,301,Man City,Sunderland,Man Utd,Swansea,Chelsea,5.3,6.2,5.7,6.9,5.5,5.6,6.2,5.9,5.1,8.1,4.6,6.9,7.5,5.4,5.3,6,6,6.7,4.6,7.1
Viktor,Fischer,MID,MID,4900000,0,21,0.388888888888889,7.93650793650794E-08,4.28571428571429E-06,0,42859,0,6,0,0,0,0,0,4.3,330,-6,0,21,6,0.4,0,2,0,0,1,0,2,0.2,2006,0,0,0,0,407,11,0,0,74,Man Utd,Leicester,Watford,West Ham,West Brom,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,2,6,0.111111111111111,2.58397932816537E-08,1.3953488372093E-06,0,2498,0,2,0,0,0,0,0,1.4,126,-2,0,6,2,0.2,0,0.8,0,0,0,0,0,0.1,3408,0,0,0,0,147,536,0,0,23,Arsenal,Swansea,West Ham,Everton,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,5,8,0.148148148148148,3.44530577088717E-08,1.86046511627907E-06,0,15561,2,4,0,0,0,0,0,1.9,221,-2,0,8,2,0.3,0,1.2,0,0,1,0,0,0.3,4072,0,67,0,0,315,655,0,0,51,Sunderland,Man City,Southampton,Arsenal,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Fletcher,FWD,WHU,5000000,1,11,0.203703703703704,4.07407407407407E-08,2.2E-06,0,9198,2,10,0,0,0,0,0,2.2,443,0,0,11,0,0.1,0,0.6,0,0,0,0,0,0.2,11557,0,0,0,0,308,248,0,0,17,Leicester,Man Utd,Crystal Palace,Middlesbrough,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4400000,2,48,2.7,6.13636363636364E-07,1.09090909090909E-05,0,381047,0,18,0,0,0,1,0,10.9,7732,-1,0,48,1,0.6,0,2.6,0,0,5,0,1,9.2,223464,0,403,0,0,1534,22897,0,0,209,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,1.7,2.4,1.4,3.5,2.1,2.2,1.5,2.8,2.1,1.8,1.6,2,2.1,2.4,1.6,1.5,3.1,1.8,1.8,1.9
Jose,Fonte,DEF,SOU,5500000,0,57,3.6,6.54545454545455E-07,1.03636363636364E-05,0,136648,2,18,0,0,0,0,0,10.4,8868,0,0,57,0,0.4,0,2.4,6,0,7,0,0,5.2,130816,0,487,0,0,1440,2666,0,0,311,West Brom,Everton,Burnley,Leicester,Swansea,4.6,3.1,2.7,3.9,3.2,5.3,2.7,5.1,3.1,3.4,3.2,5.2,4.3,3.6,4,3.1,4.7,3.9,3.4,5.1
Adam,Forshaw,MID,MID,4500000,2,46,2.6,5.77777777777778E-07,1.02222222222222E-05,0,8745,3,18,0,0,0,0,0,10.2,1507,0,0,46,0,0.7,0,3.2,3,0,5,0,2,0.5,26735,0,0,0,0,1509,4313,0,0,278,Man Utd,Leicester,Watford,West Ham,West Brom,1.9,2.9,2,2,2.2,1.3,2.3,1.9,1.8,3.3,2.2,1.9,1.9,3.1,1.5,1.5,1.6,1.3,2.2,1.3
Fraser,Forster,GLK,SOU,5100000,0,60,3.3,6.47058823529412E-07,1.17647058823529E-05,0,119575,2,20,0,28,0,0,0,11.8,5181,1,0,60,-1,0.7,0,3.4,0,0,7,0,0,5.4,135626,0,233,0,0,1620,5285,0,0,275,West Brom,Everton,Burnley,Leicester,Swansea,4,2.7,2.4,3.4,2.8,4.8,2.4,4.7,2.7,2.9,2.8,4.7,3.8,3.1,3.6,2.7,4.2,3.4,2.9,4.5
Ben,Foster,GLK,WBA,4700000,5,60,3.3,7.02127659574468E-07,1.27659574468085E-05,0,256680,1,22,0,64,0,0,0,12.8,7513,2,0,60,-2,0.6,0,3,4,0,3,0,0,15.4,516290,0,129,0,1,1620,12875,0,0,327,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,3.6,4.1,2.9,3.7,3,4.5,4,4.6,3.8,2.8,4.6,2.3,2.8,4.5,4.4,3.1,3.3,2.5,3.4,2.9
Timothy,Fosu-Mensah,DEF,MUN,4200000,0,1,0.0185185185185185,4.40917107583774E-09,2.38095238095238E-07,0,7906,0,0,0,0,0,0,0,0.2,152,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2589,0,40,0,0,1,55,0,0,2,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4600000,1,50,2.8,6.08695652173913E-07,1.08695652173913E-05,0,60072,3,31,0,0,0,0,0,10.9,3897,1,0,50,-1,0.6,0,2.8,5,0,5,0,1,3.2,131651,0,462,0,1,1620,7974,0,0,371,Swansea,Arsenal,Hull City,Watford,Crystal Palace,1.9,4.1,2.3,3.2,3.2,1.8,3,2.1,1.4,4.1,3.1,2.4,2.4,2.9,1.9,3.2,1.5,3.8,3.7,1.4
Ryan,Fraser,MID,BOU,4800000,0,26,0.481481481481481,1.00308641975309E-07,5.41666666666667E-06,0,5422,0,6,0,0,0,1,0,5.4,666,-2,0,26,2,0.8,0,3.6,3,0,1,0,2,0.1,10120,0,0,0,1,367,1792,0,0,80,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Friend,DEF,MID,4400000,1,37,3.1,7.04545454545455E-07,8.40909090909091E-06,0,210548,1,12,0,0,0,0,0,8.4,4756,-1,0,37,1,0.1,0,0.4,5,0,2,0,2,3,115965,0,0,0,0,933,909,0,0,213,Man Utd,Leicester,Watford,West Ham,West Brom,2.2,3,2.6,4.4,3.6,2.7,3.4,3.3,3.7,3.3,2.6,2.7,3.2,3.9,4.3,2.9,3.1,2.6,4.1,3.3
Dael,Fry,DEF,MID,4000000,0,0,0,0,0,0,62086,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3389,0,0,0,0,0,24,0,0,0,Man Utd,Leicester,Watford,West Ham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.166666666666667,3.7037037037037E-08,2E-06,0,651,0,7,0,0,0,0,0,2,25,0,0,9,0,0.1,0,0.4,0,0,0,0,1,0,894,0,0,0,0,188,17,0,0,38,Arsenal,Swansea,West Ham,Everton,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5300000,0,45,2.6,4.90566037735849E-07,8.49056603773585E-06,0,356856,5,29,0,0,0,1,0,8.5,7208,-2,0,45,2,0.3,0,1.4,4,0,3,0,2,5.4,124855,0,482,0,1,1507,398,0,0,328,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,3.7,1.8,2.6,2.3,1.4,2.1,1.7,3.3,3.1,3,2.6,3.4,2.8,1.7,2.3,3.2,2,2.9,1.9,3.5
Jay,Fulton,MID,SWA,4400000,1,13,0.240740740740741,5.47138047138047E-08,2.95454545454545E-06,0,1188,2,14,0,0,0,0,0,3,25,-1,0,13,1,0.4,0,1.6,0,0,2,0,0,0,799,0,4,0,0,555,32,0,0,65,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,6,26,0.481481481481481,1.04669887278583E-07,5.65217391304348E-06,0,78513,0,12,0,0,0,0,0,5.7,569,-4,0,26,4,0.5,0,2.4,1,0,2,0,0,1.3,21824,0,304,0,0,739,3008,0,0,157,Hull City,Southampton,Man City,Crystal Palace,Stoke,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Gabriel,DEF,ARS,4800000,6,12,0.222222222222222,4.62962962962963E-08,2.5E-06,0,8364,2,7,0,0,0,0,0,2.5,790,-2,0,12,2,0.5,0,2.2,0,0,1,0,0,0.5,17746,0,244,0,0,525,6859,0,0,86,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brendan,Galloway,DEF,WBA,4100000,0,9,0.166666666666667,4.0650406504065E-08,2.19512195121951E-06,0,15544,0,3,0,0,0,0,0,2.2,310,-4,0,9,4,0,0,0,0,0,1,0,0,0.2,13741,0,126,0,0,247,164,0,0,44,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0,0,0,0,26043,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1918,0,0,0,0,0,9,0,0,0,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Garcia,MID,MCI,5000000,0,3,0.0555555555555556,1.11111111111111E-08,6E-07,0,324,0,1,0,0,0,0,0,0.6,17,0,0,3,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,29,20,0,0,11,Liverpool,Burnley,Everton,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Gardner,MID,WBA,5200000,0,14,0.259259259259259,4.98575498575499E-08,2.69230769230769E-06,0,6878,1,6,0,0,0,0,0,2.7,48,-3,0,14,3,0,0,0.2,0,0,1,0,1,0.1,5007,0,244,0,0,218,10,0,0,52,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Florin,Gardos,DEF,SOU,4000000,0,0,0,0,0,0,3972,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4987,0,0,0,0,0,104,0,0,0,West Brom,Everton,Burnley,Leicester,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,15,0,0,0,3,0,0,0,West Brom,Everton,Burnley,Leicester,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,ARS,4800000,5,12,0.222222222222222,4.62962962962963E-08,2.5E-06,0,20723,2,1,0,0,0,0,0,2.5,556,-2,0,12,2,0.2,0,1,0,0,1,0,1,0.5,6541,0,69,0,0,207,165,0,0,59,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,2,65,3.6,7.3469387755102E-07,1.3265306122449E-05,0,111604,1,20,0,0,0,1,0,13.3,12350,4,0,65,-4,0.8,0,4,9,0,5,0,0,9,425712,0,0,0,1,1620,9990,0,0,324,Man Utd,Leicester,Watford,West Ham,West Brom,2.8,3.7,3.3,5.2,4.4,3.4,4.2,4.1,4.6,4.1,3.2,3.4,4,4.8,5,3.6,3.9,3.2,5,4.1
Darron,Gibson,MID,EVE,4300000,0,0,0,0,0,0,5089,0,0,0,0,0,0,0,0,109,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2435,0,44,0,0,0,110,0,0,0,Hull City,Southampton,Man City,Crystal Palace,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,ARS,8500000,7,40,3.6,4.23529411764706E-07,4.70588235294118E-06,0,168499,1,1,0,0,0,4,0,4.7,2214,-5,0,40,5,0.2,0,2,7,0,1,0,2,1.6,163474,0,629,0,1,269,15554,0,0,143,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,4.3,2.9,4.4,5,4.2,2.8,5,3.2,3.7,5,3.6,4,4.5,4.4,3.5,4.6,3.1,3.7,3.7,4
Shay,Given,GLK,STK,4300000,0,13,0.240740740740741,5.59862187769164E-08,3.02325581395349E-06,0,20924,1,14,0,18,0,0,0,3,366,-2,0,13,2,0,0,0,3,0,0,0,0,0.5,19231,1,24,1,1,450,90,0,0,92,Chelsea,Watford,Sunderland,Man Utd,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,4,0,0,0,8,0,0,0,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho,Gomes,GLK,WAT,4900000,8,53,2.9,5.91836734693878E-07,1.08163265306122E-05,0,72764,1,26,0,47,0,0,0,10.8,1365,-1,0,53,1,0.6,0,3,4,0,3,0,0,2,29708,1,375,1,0,1562,627,0,0,305,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,3.6,3.3,3.1,2.4,3.6,3.7,1.8,4.2,3.9,2.2,2.9,3.1,3.4,2.3,3,2.8,3.7,1.6,2.2,2.9
Joseph,Gomez,DEF,LIV,4800000,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,25,-2,0,0,2,0,0,0,0,0,0,0,0,0,321,0,58,0,0,0,27,0,0,0,Man City,Sunderland,Man Utd,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0,0,0,0,1566,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,242,0,0,0,13,0,0,0,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynden,Gooch,MID,SUN,4200000,0,10,0.185185185185185,4.40917107583774E-08,2.38095238095238E-06,0,3810,3,5,0,0,0,0,0,2.4,357,-3,0,10,3,0,0,0,0,0,1,0,0,0.1,4806,0,0,0,0,323,978,0,0,38,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,2,32,0.592592592592593,1.26083530338849E-07,6.80851063829787E-06,0,9039,4,14,0,0,0,2,0,6.8,262,-3,0,32,3,0.3,0,1.2,1,0,2,0,0,0.2,7401,0,331,0,0,746,231,0,0,138,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Lewis,Grabban,FWD,BOU,4300000,0,6,0.111111111111111,2.58397932816537E-08,1.3953488372093E-06,0,169277,0,2,0,0,0,0,0,1.4,5378,-2,0,6,2,0,0,0,0,0,0,0,1,3.8,138113,0,124,0,0,60,11111,0,0,17,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Max,Gradel,MID,BOU,5000000,0,4,0.0740740740740741,1.48148148148148E-08,8E-07,0,12921,1,0,0,0,0,0,0,0.8,46,-5,0,4,5,0,0,0,0,0,0,0,0,0.1,1017,0,155,0,0,95,8,0,0,14,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4300000,0,56,4.3,1E-06,1.30232558139535E-05,0,29535,0,14,0,42,0,0,0,13,5950,3,0,56,-3,1.1,0,4.6,6,0,5,0,0,6.2,259206,0,0,0,2,1170,23734,0,0,265,Chelsea,Watford,Sunderland,Man Utd,Everton,4.4,5.3,3.9,4.1,5.3,5,5.3,4.6,5.2,4.8,4.9,3.4,4,6,5.7,4.5,6.1,4.8,5.9,5.4
Andre,Gray,FWD,BUR,6100000,7,37,3.1,5.08196721311475E-07,6.0655737704918E-06,0,480388,1,13,0,0,0,2,0,6.1,1194,-4,0,37,4,0.6,0,3.4,3,0,3,0,2,2.9,160283,0,0,0,0,903,10694,0,0,70,Sunderland,Man City,Southampton,Arsenal,Leicester,4.2,2.3,3.7,2,4.5,2,3.1,3.1,2.7,2.2,2.1,3.9,3.6,2,1.8,3.4,2.7,3.8,1.6,4.1
Demarai,Gray,MID,LEI,4800000,2,27,0.5,1.04166666666667E-07,5.625E-06,0,44419,1,7,0,0,0,1,0,5.6,379,-2,0,27,2,0.5,0,2.2,0,0,0,0,3,0.5,28878,0,57,0,0,319,786,0,0,100,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4300000,0,2,0.037037037037037,8.61326442721792E-09,4.65116279069767E-07,0,26420,0,0,0,0,0,0,0,0.5,133,-7,0,2,7,0,0,0,0,0,0,0,0,0.2,2443,0,0,0,0,30,17,0,0,6,Man City,Sunderland,Man Utd,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,MID,BUR,5000000,1,39,0.722222222222222,1.44444444444444E-07,7.8E-06,0,20239,0,15,0,0,0,1,0,7.8,174,-5,0,39,5,0,0,0.2,3,0,3,0,2,0.2,13204,0,0,0,1,841,260,0,0,147,Sunderland,Man City,Southampton,Arsenal,Leicester,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Adlene,Guedioura,MID,WAT,4300000,2,17,0.314814814814815,7.32127476313523E-08,3.95348837209302E-06,0,5653,2,13,0,0,0,0,0,4,126,-2,0,17,2,0.3,0,1.4,0,0,0,0,1,0.1,5951,0,56,0,0,563,347,0,0,88,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,3,45,2.6,5.2E-07,9E-06,0,26245,6,15,0,0,0,0,0,9,812,0,0,45,0,0.6,0,3.2,7,0,4,0,2,0.5,32929,0,270,0,0,1485,3756,0,0,306,Hull City,Southampton,Man City,Crystal Palace,Stoke,1.8,2.3,1.7,1.7,1.7,2.7,1.9,3.4,1.3,2.3,2.4,1.3,1.8,3,3.2,1.3,1.8,1.7,2.8,1.3
Ilkay,Gundogan,MID,MCI,5000000,0,41,0.759259259259259,1.51851851851852E-07,8.2E-06,0,664149,0,8,0,0,0,3,0,8,15395,-5,1,41,5,0.2,0,1,2,0,3,0,1,2.3,698379,0,0,0,1,704,245,-1,0,196,Liverpool,Burnley,Everton,Tottenham,West Ham,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Bradley,Guzan,GLK,MID,4300000,0,9,0.166666666666667,3.87596899224806E-08,2.09302325581395E-06,0,22786,0,1,0,6,0,0,0,2.1,357,-2,0,9,2,0,0,0,0,0,1,0,0,0.5,9034,0,188,0,0,180,54,0,0,40,Man Utd,Leicester,Watford,West Ham,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4400000,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,7,0,0,0,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,14,0,0,0,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,MCI,5300000,0,0,0,0,0,0,172081,0,0,0,0,0,0,0,0,228,-2,0,0,2,0,0,0,0,0,0,0,0,1.1,2506,0,360,0,0,0,20,0,0,0,Liverpool,Burnley,Everton,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob,Haugaard,GLK,STK,4300000,0,0,0,0,0,0,2954,0,0,0,0,0,0,0,0,32,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,229,0,31,0,0,0,5,0,0,0,Chelsea,Watford,Sunderland,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
