FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jordon,Mutch,MID,CRY,4400000,0,1,0.0555555555555556,1.26262626262626E-08,2.27272727272727E-07,0,2683,0,1,0,0,0,0,0,0.2,217,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1296,0,54,0,0,9,77,0,0,7,Everton,West Ham,Leicester,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4300000,0,0,0,0,0,0,23383,0,0,0,0,0,0,0,0,1723,-2,0,0,2,0,0,0,0,0,0,0,0,0.8,1321,0,218,0,0,0,164,0,0,0,Sunderland,Tottenham,Liverpool,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samir,Nasri,MID,MCI,6400000,0,1,1,1.5625E-07,1.5625E-07,0,11156,0,0,0,0,0,0,0,0.2,364,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,805,0,164,0,0,16,20,0,0,0,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Naughton,DEF,SWA,4500000,1,11,1.8,4E-07,2.44444444444444E-06,0,22114,1,10,0,0,0,0,0,2.4,2217,0,0,11,0,0.2,0,1,0,0,1,0,0,1.2,20862,0,239,0,0,540,1410,0,0,106,Liverpool,Arsenal,Watford,Stoke,Man Utd,2.2,2.5,1.1,2.2,0.9,1.1,1.5,1.4,1,1.4,1.3,2.1,2.3,1.8,2.2,1.9,1.6,1,1.4,1.1,1.9,1.7,1.5,0.9,1.3,2.2,1.3,1.8,0.9,1.1,1.4,1.1
Jesus,Navas,MID,MCI,6300000,1,7,0.388888888888889,6.17283950617284E-08,1.11111111111111E-06,0,28419,0,2,0,0,0,0,0,1.1,1830,-2,0,7,2,0,0,0.3,0,0,0,0,1,0.7,10398,0,408,0,0,110,172,0,0,24,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Didier,Ndong,MID,SUN,5000000,2,4,0.222222222222222,4.44444444444444E-08,8E-07,0,299,1,4,0,0,0,0,0,0.8,49,0,0,4,0,0.3,0,1.3,0,0,0,0,0,0,561,0,0,0,0,198,55,0,0,22,West Brom,Stoke,West Ham,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alvaro,Negredo,FWD,MID,6600000,1,26,4.3,6.51515151515152E-07,3.93939393939394E-06,0,617097,0,9,0,0,0,1,0,3.9,150581,1,1,26,-1,0.3,0,1.7,5,0,1,0,2,20.9,891236,0,0,0,1,508,12287,-1,0,65,West Ham,Watford,Arsenal,Bournemouth,Man City,5.6,5.7,4.8,6.2,5.3,6,4.4,5.1,4.5,6.4,5,3.9,4.5,6.1,5.8,5.9,4.7,4.2,4.7,5.3,5.9,5.5,4.4,6.1,6.4,6.4,4.5,3.9,5.2,5.2,5.1,5.3
Julien,Ngoy,FWD,STK,4500000,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2154,0,0,0,0,0,385,0,0,0,Man Utd,Sunderland,Hull City,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,FWD,EVE,5800000,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,126,-2,0,0,2,0,0,0,0,0,0,0,0,0,539,0,19,0,0,0,57,0,0,0,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,N'Jie,FWD,TOT,5900000,0,0,0,0,0,0,1531,0,0,0,0,0,0,0,0,80,-1,0,0,1,0,0,0,0,0,0,0,0,0,256,0,38,0,0,0,29,0,0,0,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudo,MID,TOT,6900000,1,1,0.0555555555555556,8.05152979066022E-09,1.44927536231884E-07,0,204,0,0,0,0,0,0,0,0.1,27,-1,0,1,1,0,0,0.3,0,0,0,0,0,0,252,0,0,0,0,1,27,0,0,4,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,6400000,1,10,1.7,2.65625E-07,1.5625E-06,0,86606,2,14,0,0,0,0,0,1.6,8719,-1,0,10,1,0.2,0,1.3,0,0,1,0,0,2.1,8755,0,581,0,0,464,115,0,0,68,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,1.4,0.8,1.4,0.8,1.2,0.8,0.9,0.8,0.8,1.9,0.9,1.2,0.8,1.2,1,1.3,0.8,0.8,1,0.9,1.2,0.8,1.8,1,0.8,1.1,1.3,1.1,1,0.9,0.9,0.8
,Nolito,MID,MCI,8900000,0,24,1.33333333333333,1.49812734082397E-07,2.69662921348315E-06,0,218507,0,2,0,0,0,2,0,2.7,19426,-1,0,24,1,0.2,0,1.7,2,0,1,0,2,1.7,200527,0,0,0,1,329,317,0,1,76,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0,0.7,0.8,0.7,0.9,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,1.3,0.7,0.7,0.7,0.7,0.7,0.8,0.9,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.7,1.2,0.7
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,19104,0,0,0,0,0,0,0,0,1831,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5200,0,10,0,0,0,537,0,0,0,Liverpool,Arsenal,Watford,Stoke,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Havard,Nordtveit,MID,WHU,4800000,2,9,2.3,4.79166666666667E-07,1.875E-06,0,3392,0,7,0,0,0,0,0,1.9,294,-2,0,9,2,0.3,0,1.3,0,0,1,0,0,0.1,890,0,0,0,0,305,30,0,0,45,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,1.3,2.3,1.2,1.9,1.2,1.5,1.2,1.2,2.9,1.4,1.9,1.3,1.9,1.6,2.1,1.3,1.2,1.7,1.5,2,1.2,2.7,1.7,1.2,1.8,2,1.8,1.6,1.5,1.5,1.2
,Nsue,DEF,MID,4400000,0,10,2.5,5.68181818181818E-07,2.27272727272727E-06,0,12881,0,5,0,0,0,0,0,2.2,1968,-1,1,10,1,0,0,0,0,0,1,0,0,0.4,6874,0,0,0,0,320,184,-1,0,49,West Ham,Watford,Arsenal,Bournemouth,Man City,3.3,2,3.4,3.7,1.6,2.2,1.4,1.8,2.4,3.6,2,1.7,1.5,2.4,2.1,3.4,2,2.2,2.1,2.8,3.3,2,1.4,2.6,2.6,3.2,3.3,2.4,1.6,1.8,2.8,2.9
David,Nugent,FWD,MID,4800000,0,4,0.222222222222222,4.62962962962963E-08,8.33333333333333E-07,0,19518,0,0,0,0,0,0,0,0.8,1421,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.4,5302,0,0,0,0,43,762,0,0,11,West Ham,Watford,Arsenal,Bournemouth,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Allan-Romeo,Nyom,DEF,WBA,4300000,1,1,0.0555555555555556,1.29198966408269E-08,2.32558139534884E-07,0,19362,2,1,0,0,0,0,0,0.2,1211,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.5,2944,0,275,0,0,113,1156,0,0,6,Sunderland,Tottenham,Liverpool,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Obiang,MID,WHU,4400000,0,0,0,0,0,0,5743,1,0,0,0,0,0,0,0,539,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,2607,0,163,0,0,2,359,0,0,1,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moses,Odubajo,DEF,HUL,4400000,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,12,-1,1,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,4,-1,0,0,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4800000,1,2,0.7,1.45833333333333E-07,4.16666666666667E-07,0,22526,0,10,0,0,0,0,0,0.4,1634,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.9,2882,0,284,0,0,270,350,0,0,51,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.7,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.7,0.4
Stefano,Okaka,FWD,WAT,5400000,0,0,0,0,0,0,430,1,0,0,0,0,0,0,0,54,-1,0,0,1,0,0,0,0,0,0,0,0,0,487,0,0,0,0,13,30,0,0,0,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eunan,O'Kane,MID,BOU,4400000,0,0,0,0,0,0,8055,0,0,0,0,0,0,0,0,595,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,1179,0,84,0,0,0,17,0,0,0,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinji,Okazaki,FWD,LEI,5800000,0,6,1.5,2.58620689655172E-07,1.03448275862069E-06,0,58093,0,2,0,0,0,0,0,1,6329,-2,0,6,2,0.1,0,0.3,0,0,2,0,0,1.4,20848,0,320,0,0,213,2767,0,0,15,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,1.4,0.8,1.3,0.8,1.2,0.8,1.2,0.9,1.4,0.8,1.1,1.2,1.7,0.8,1.7,0.8,0.8,1.1,0.9,1.9,1.4,0.8,0.8,1.9,1.6,0.8,0.8,1.1,0.8,1.6,0.8,1.8
Greg,Olley,MID,HUL,4400000,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,45,-1,0,0,1,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,61,0,0,0,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Olsson,DEF,WBA,4400000,0,6,0.333333333333333,7.57575757575757E-08,1.36363636363636E-06,0,19454,1,2,0,0,0,0,0,1.4,2094,-1,1,6,1,0,0,0,0,0,1,0,0,0.9,12128,0,261,0,0,180,225,-1,0,28,Sunderland,Tottenham,Liverpool,Man City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Aiden,O'Neill,MID,BUR,4400000,0,2,0.111111111111111,2.52525252525253E-08,4.54545454545455E-07,0,585,0,1,0,0,0,0,0,0.5,108,-1,0,2,1,0,0,0,0,0,0,0,0,0,812,0,0,0,0,35,166,0,0,11,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joshua,Onomah,MID,TOT,4400000,0,2,0.111111111111111,2.52525252525253E-08,4.54545454545455E-07,0,1399,0,0,0,0,0,0,0,0.5,183,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,861,0,17,0,0,9,113,0,0,8,Man City,West Brom,Bournemouth,Leicester,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Divock,Origi,FWD,LIV,6600000,0,4,1,1.51515151515152E-07,6.06060606060606E-07,0,171701,0,2,0,0,0,0,0,0.6,9530,-4,1,4,4,0,0,0.3,0,0,0,0,0,2,15774,0,200,0,0,97,836,-1,0,5,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0,0.5,0.6,0.5,0.8,0.5,0.9,0.5,0.9,0.5,0.5,1,0.7,0.5,0.5,0.7,0.9,0.6,0.5,0.5,0.5,1,0.5,0.6,1,0.6,0.5,0.6,0.5,0.7,0.5,0.6
,Oriol Romeu,MID,SOU,4500000,2,15,2.5,5.55555555555556E-07,3.33333333333333E-06,0,7097,1,4,0,0,0,0,0,3.3,1144,0,0,15,0,0.6,0,2.7,3,0,2,0,0,0.4,11998,0,239,0,0,461,2023,0,0,86,Leicester,Burnley,Man City,Chelsea,Hull City,1.4,3.4,1.2,2.3,1.9,1.8,2.1,1.4,2.6,1.8,1.2,1.8,2,1.2,1.2,3.2,2,2.1,2.2,1.4,1.6,2.3,1.2,3.2,1.9,1.5,1.6,1.2,1.7,1.2,2.2,2.3
,Oscar,MID,CHE,7300000,0,13,2.6,3.56164383561644E-07,1.78082191780822E-06,0,48348,1,6,0,0,0,0,0,1.8,5384,-2,1,13,2,0.3,0,2.3,0,0,1,0,1,0.9,20826,0,321,0,0,416,335,-1,0,84,Hull City,Leicester,Man Utd,Southampton,Everton,1.9,3.4,2.5,1.3,2.3,2.3,2,1.3,2.2,2.2,1.4,3.4,2.5,1.3,1.4,1.9,1.3,1.5,1.3,2.3,1.3,2.5,1.8,2.1,1.7,1.3,1.7,2.5,1.3,2.8,1.5,2.9
John,O'Shea,DEF,SUN,4400000,0,2,0.111111111111111,2.52525252525253E-08,4.54545454545455E-07,0,11744,0,3,0,0,0,0,0,0.5,891,-1,0,2,1,0,0,0,0,0,0,0,0,0.5,2583,0,193,0,0,126,223,0,0,10,West Brom,Stoke,West Ham,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
David,Ospina,GLK,ARS,4900000,0,0,0,0,0,0,3196,0,0,0,0,0,0,0,0,355,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,920,0,56,0,0,0,104,0,0,0,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,6000000,2,13,2.6,4.33333333333333E-07,2.16666666666667E-06,0,49113,1,4,0,0,0,0,0,2.2,6714,0,0,13,0,0.3,0,1.7,2,0,0,0,1,3.3,30720,0,353,0,0,411,2341,0,0,104,Tottenham,Everton,Southampton,West Brom,Middlesbrough,2.2,2.4,3.1,2.2,2,2.7,1.6,2.6,1.4,2.4,3.6,2.6,2.9,3.6,1.8,2.7,3.2,2.3,2.3,1.7,2.2,3.4,3.9,3.4,1.7,2.1,2.4,2.4,2,2.9,2.8,2.1
Mamadou Obbi,Oulare,FWD,WAT,4500000,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,31,0,0,0,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Oviedo,MID,EVE,4400000,1,1,0.0555555555555556,1.26262626262626E-08,2.27272727272727E-07,0,3750,1,1,0,0,0,0,0,0.2,296,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,2517,0,130,0,0,90,212,0,0,8,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,Oxford,DEF,WHU,4400000,0,0,0,0,0,0,11482,0,0,0,0,0,0,0,0,965,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1494,0,28,0,0,0,163,0,0,0,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesut,Ozil,MID,ARS,9500000,10,23,1.27777777777778,1.34502923976608E-07,2.42105263157895E-06,0,164452,0,3,0,0,0,2,0,2.4,11512,0,0,23,0,0.5,0,4.7,3,0,1,0,0,7.4,213870,0,783,0,0,357,33378,0,0,98,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0.6,0.6,0.8,0.9,0.6,0.6,1.1,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.8,1.2,0.7,0.6,0.6,0.6,0.6,1.1,0.6,0.6,0.6,0.6,0.9,0.8,0.6,0.7,0.7,0.6
Costel,Pantilimon,GLK,WAT,4400000,0,0,0,0,0,0,7950,0,0,0,0,0,0,0,0,725,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1007,0,146,0,0,0,101,0,0,0,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Carlos,Paredes,DEF,WAT,4000000,0,0,0,0,0,0,309087,0,0,0,0,0,0,0,0,26254,0,0,0,0,0,0,0,0,0,0,0,0,8.1,12778,0,88,0,0,0,376,0,0,0,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pau Lopez,GLK,TOT,5000000,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,13,0,0,0,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitri,Payet,MID,WHU,9400000,1,21,1.16666666666667,1.24113475177305E-07,2.23404255319149E-06,0,581137,1,12,0,0,0,0,0,2.2,50571,-1,0,21,1,0.7,0,6.7,3,0,0,0,4,12.9,116858,0,701,0,0,294,7567,0,0,93,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,1.1,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,1,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6
,Pedro,MID,CHE,7200000,1,8,0.444444444444444,6.17283950617284E-08,1.11111111111111E-06,0,16131,1,1,0,0,0,0,0,1.1,889,-3,0,8,3,0.1,0,0.7,0,0,0,0,1,0.3,2147,0,399,0,0,119,75,0,0,38,Hull City,Leicester,Man Utd,Southampton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Matthew,Pennington,DEF,EVE,4000000,0,0,0,0,0,0,2626,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0.1,716,0,53,0,0,0,134,0,0,0,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4400000,0,0,0,0,0,0,2296,0,0,0,0,0,0,0,0,130,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,630,0,12,0,0,0,17,0,0,0,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,6000000,1,17,4.3,7.16666666666667E-07,2.83333333333333E-06,0,13938,1,5,0,0,0,1,0,2.8,4031,0,0,17,0,0.6,0,3.7,0,0,0,0,2,0.9,43232,0,0,0,0,299,3333,0,0,84,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,6.2,5.4,5.1,3.8,2.2,6.2,4.8,4.1,4.5,3,5.3,4.1,4,4.6,5.3,3.2,2.8,6.4,4.4,4.5,4.8,3.4,3.8,5.4,4.3,3.3,4.5,4.7,3.9,3.9,3.4,3.5
