FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Defour,MID,BUR,6000000,12,30,6,1E-06,5E-06,0,4766,0,4,0,0,0,1,0,5,1484,0,0,30,0,1.4,0,8.3,6,0,2,0,3,0.5,18042,0,0,0,0,330,9671,0,0,110,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,6.5,3.4,8.5,4.4,7.9,4,7.1,4.6,9,3.5,3,9,9,3,8.8,3,9,4.2,8.8,4.9,5.3,3,5.2,7.8,8.8,5.4,3.2,8.8,3.7,8.2,3,8.4
Damien,Delaney,DEF,CRY,5000000,1,13,2.2,4.4E-07,2.6E-06,0,17943,1,6,0,0,0,0,0,2.6,1783,0,0,13,0,0.3,0,1.3,0,0,1,0,0,0.8,5608,0,366,0,0,486,595,0,0,88,Everton,West Ham,Leicester,Liverpool,Burnley,1.4,3,1.1,3.2,1.3,1.4,2.1,2.4,2.1,1.2,1.9,1.6,2.9,1.7,2.7,1.8,1.8,1.7,2.7,1.5,1.7,2,1.8,1.3,1.9,3,2.1,2.3,2.8,1.2,1.5,1.1
Fabian,Delph,MID,MCI,4800000,0,2,0.111111111111111,2.31481481481481E-08,4.16666666666667E-07,0,5257,0,1,0,0,0,0,0,0.4,342,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1250,0,156,0,0,30,16,0,0,4,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mousa,Dembele,MID,TOT,5500000,0,3,0.166666666666667,3.03030303030303E-08,5.45454545454545E-07,0,4753,0,0,0,0,0,0,0,0.5,687,0,0,3,0,0.2,0,1,0,0,1,0,0,0.2,3064,0,473,0,0,73,181,0,0,16,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Denayer,DEF,SUN,4800000,0,2,0.111111111111111,2.31481481481481E-08,4.16666666666667E-07,0,2021,1,1,0,0,0,0,0,0.4,135,-2,1,2,2,0.1,0,0.7,0,0,0,0,0,0.1,499,0,0,0,0,105,37,-1,0,18,West Brom,Stoke,West Ham,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Memphis,Depay,MID,MUN,7200000,0,1,0.0555555555555556,7.71604938271605E-09,1.38888888888889E-07,0,5832,1,1,0,0,0,0,0,0.1,286,-3,1,1,3,0,0,0,0,0,0,0,0,0.2,514,0,259,0,0,8,28,-1,0,1,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard,Deulofeu,MID,EVE,6200000,1,7,0.388888888888889,6.27240143369176E-08,1.12903225806452E-06,0,112574,0,2,0,0,0,0,0,1.1,5616,-3,0,7,3,0.2,0,1,0,0,0,0,0,1.3,17263,0,283,0,0,222,171,0,0,24,Crystal Palace,Man City,Burnley,West Ham,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,4,0,0,0,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5300000,0,11,2.2,4.15094339622642E-07,2.07547169811321E-06,0,298617,1,2,0,0,0,0,0,2.1,36157,-2,0,11,2,0.4,0,2,0,0,3,0,0,6.7,15328,0,526,0,0,401,154,0,0,50,Man City,West Brom,Bournemouth,Leicester,Arsenal,0,1.3,1.1,2.6,1.1,1.6,1.1,1.6,1.5,1.3,2.7,1.1,1.4,1.8,1.5,1.1,1.9,2,1.1,1.8,1.6,1.2,1.8,1.1,1.8,1.8,2.6,1.2,1.1,1.2,1.8,1.6
Adama,Diomande,FWD,HUL,4600000,1,16,2.7,5.8695652173913E-07,3.47826086956522E-06,0,159449,0,5,0,0,0,1,0,3.5,24483,1,0,16,-1,0.3,0,1.3,2,0,2,0,0,7.1,314050,0,0,0,0,394,29652,0,0,50,Chelsea,Bournemouth,Stoke,Watford,Southampton,2.9,2,3.2,3.3,2.3,3.6,2,2.9,2.2,2.2,3.3,2.4,2.1,2.8,3.1,2.9,2.4,3.3,2.6,3.3,2.3,2.2,2.3,2.9,2,2.9,3.9,2.7,2.4,2.8,2.9,1.8
Mame Biram,Diouf,FWD,STK,5800000,1,8,1.6,2.75862068965517E-07,1.37931034482759E-06,0,19929,0,9,0,0,0,0,0,1.4,1341,-2,0,8,2,0.1,0,0.7,0,0,0,0,0,0.4,6629,0,245,0,0,261,840,0,0,21,Man Utd,Sunderland,Hull City,Swansea,West Ham,0.9,1.5,1.7,1.2,1.3,1.7,1.3,1.8,1,1.2,1.6,1.2,1.1,1.4,1.5,0.9,1.1,1.1,1.1,0.8,1,1.1,1.5,0.8,0.8,1.8,1.3,1.5,1.6,0.8,1,0.9
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,47,-1,0,0,1,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,7,0,0,0,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy,Djilobodji,DEF,SUN,4500000,1,6,1.2,2.66666666666667E-07,1.33333333333333E-06,0,4968,1,10,0,0,0,0,0,1.3,426,0,0,6,0,0.2,0,1,0,0,0,0,0,0.2,2003,0,0,0,0,450,233,0,0,73,West Brom,Stoke,West Ham,Arsenal,Bournemouth,0.6,1.1,1.2,1.5,0.7,0.6,0.9,0.8,0.8,0.7,0.6,0.6,0.6,1.4,1.1,0.7,0.7,0.9,0.9,0.6,0.6,0.6,1.2,0.6,0.6,0.6,1.3,1.5,1.4,0.8,0.6,0.6
Abdoulaye,Doucoure,MID,WAT,4800000,0,1,0.0555555555555556,1.15740740740741E-08,2.08333333333333E-07,0,663,0,1,0,0,0,0,0,0.2,40,-2,0,1,2,0,0,0,0,0,0,0,0,0,107,0,0,0,0,7,8,0,0,3,Bournemouth,Middlesbrough,Swansea,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart,Downing,MID,MID,5300000,6,19,3.2,6.0377358490566E-07,3.58490566037736E-06,0,29137,1,9,0,0,0,0,0,3.6,1847,-2,0,19,2,0.8,0,4.3,1,0,1,0,2,0.7,8053,0,0,0,0,540,2079,0,0,105,West Ham,Watford,Arsenal,Bournemouth,Man City,2.5,2.8,1.9,4,2,2.9,2.6,2.2,2.4,2.3,2.6,2.2,3,4,2.9,2.6,2.5,2.2,2.7,2.6,3.1,3.4,2.9,3.5,3.3,4.2,1.7,2.2,1.9,2.3,2.9,1.6
Luke,Dreher,MID,CRY,4500000,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,11,0,0,0,Everton,West Ham,Leicester,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,LEI,5400000,2,19,3.2,5.92592592592593E-07,3.51851851851852E-06,0,161258,0,11,0,0,0,0,0,3.5,21747,-1,0,19,1,0.4,0,2.3,2,0,2,0,1,7.6,58232,0,592,0,0,528,4432,0,0,101,Southampton,Chelsea,Crystal Palace,Tottenham,West Brom,3.6,1.6,3.1,1.6,3.3,1.8,4,2.6,2.6,1.6,2,3.4,3.4,2.6,3.7,1.6,1.6,3.6,2.4,3,2.9,1.6,1.6,3.6,4.1,1.6,1.6,3,1.7,3.6,1.6,4.7
Nathan,Dyer,MID,SWA,4800000,0,1,0.0555555555555556,1.15740740740741E-08,2.08333333333333E-07,0,5675,0,1,0,0,0,0,0,0.2,422,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,847,0,64,0,0,6,9,0,0,1,Liverpool,Arsenal,Watford,Stoke,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oviemuno,Ejaria,MID,LIV,4500000,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,14,0,0,0,Swansea,Man Utd,West Brom,Crystal Palace,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Elmohamady,MID,HUL,4900000,-2,9,0.5,1.02040816326531E-07,1.83673469387755E-06,0,15396,0,12,0,0,0,0,0,1.8,3071,-1,0,9,1,0.1,0,0.7,0,0,1,0,0,0.3,5830,0,0,0,0,478,35,0,1,81,Chelsea,Bournemouth,Stoke,Watford,Southampton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mohamed,Elneny,MID,ARS,4700000,0,7,0.388888888888889,8.274231678487E-08,1.48936170212766E-06,0,21705,0,5,0,0,0,0,0,1.5,1798,-3,1,7,3,0.3,0,1.3,0,0,0,0,1,0.6,5530,0,134,0,0,101,342,-1,0,36,Burnley,Swansea,Middlesbrough,Sunderland,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marvin,Emnes,FWD,SWA,4400000,0,0,0,0,0,0,13084,0,0,0,0,0,0,0,0,1424,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,6737,0,4,0,0,0,1484,0,0,0,Liverpool,Arsenal,Watford,Stoke,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,8300000,2,20,4,4.81927710843373E-07,2.40963855421687E-06,0,245589,0,3,0,0,0,0,0,2.4,33155,-2,0,20,2,0.5,0,4.3,2,0,2,0,2,6.3,58090,0,738,0,0,413,1461,0,0,69,Man City,West Brom,Bournemouth,Leicester,Arsenal,3.2,3.5,2.8,5.7,2.4,4.1,2.9,4.1,3.8,3.5,6,3.1,3.7,4.5,4,2.5,4.7,4.9,2,4.4,4.2,3.3,4.4,2.8,4.4,4.4,5.7,3.3,2.8,3.1,4.4,4.1
Jonny,Evans,DEF,WBA,4500000,2,17,2.8,6.22222222222222E-07,3.77777777777778E-06,0,100399,3,6,0,0,0,0,0,3.8,10370,0,0,17,0,0.3,0,1.3,2,0,2,0,0,9,145450,0,343,0,1,540,18141,0,0,96,Sunderland,Tottenham,Liverpool,Man City,Leicester,2.6,2.9,3.3,2.1,1.6,3.9,3,2.6,2,2.5,1.8,3.7,2.8,2.2,2.6,2.5,2.4,3.7,3.6,4.2,3.2,2.1,3.8,1.7,2.4,3.4,4.2,1.9,3,1.9,2.8,3
Lukasz,Fabianski,GLK,SWA,5100000,1,25,4.2,8.23529411764706E-07,4.90196078431373E-06,0,45260,0,10,0,20,0,0,0,4.9,9019,1,0,25,-1,0.4,0,2,4,0,1,0,0,5.7,121721,0,366,1,0,540,5388,0,0,123,Liverpool,Arsenal,Watford,Stoke,Man Utd,6.1,5.9,4.2,5.9,3.1,4.3,5.1,5,4.1,5,4.8,5.5,6.3,5.8,5.2,5.3,5.5,4,4.9,4.2,6.1,5.6,5.1,3.6,4.7,5.7,4.8,5.2,3.7,4.3,5.1,4.2
,Fabio,DEF,MID,4400000,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,45,-1,1,0,1,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,18,-1,0,0,West Ham,Watford,Arsenal,Bournemouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesc,Fabregas,MID,CHE,7000000,1,7,0.388888888888889,5.55555555555556E-08,1E-06,0,190032,0,3,0,0,0,0,0,1,5865,-5,1,7,5,0.1,0,1,0,0,0,0,1,2.1,24130,0,617,0,0,89,967,-1,0,41,Hull City,Leicester,Man Utd,Southampton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Federici,GLK,BOU,4400000,0,0,0,0,0,0,1288,0,0,0,0,0,0,0,0,143,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,338,0,31,0,0,0,72,-1,0,0,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Feghouli,MID,WHU,5300000,1,1,0.0555555555555556,1.0482180293501E-08,1.88679245283019E-07,0,122704,1,3,0,0,0,0,0,0.2,3531,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,1,6233,0,0,0,0,90,222,0,0,9,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marouane,Fellaini,MID,MUN,5900000,0,9,1.8,3.05084745762712E-07,1.52542372881356E-06,0,12361,3,6,0,0,0,0,0,1.5,1546,-1,1,9,1,0.1,0,0.7,0,0,2,0,0,0.3,9251,0,164,0,0,450,186,-1,0,83,Stoke,Liverpool,Chelsea,Burnley,Swansea,1.2,0.9,0.9,2,1.4,0.9,1.1,0.9,0.9,0.9,1,1.5,1.4,0.9,0.9,1.2,0.9,0.9,1.2,0.9,1.9,0.9,1.5,1.1,1.1,1.5,1.3,0.9,1.1,0.9,0.9,1
Leroy,Fer,MID,SWA,5300000,2,30,5,9.43396226415094E-07,5.66037735849057E-06,0,175821,2,8,0,0,0,3,0,5.7,35645,3,0,30,-3,0.6,0,3.3,3,0,2,0,0,10.4,443766,0,107,0,1,517,20503,0,0,119,Liverpool,Arsenal,Watford,Stoke,Man Utd,4.3,4.2,5.2,6.2,5.3,5,4.5,4.7,6,5.7,7.1,4.9,6.9,5.4,3.3,3.3,5.3,4.4,7,4.9,7.3,6.4,4.7,5.9,4.3,5.2,5.9,5.3,6,5,7.1,4.7
Edimilson,Fernandes,MID,WHU,5000000,1,1,0.0555555555555556,1.11111111111111E-08,2E-07,0,185,0,1,0,0,0,0,0,0.2,27,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,253,0,0,0,0,9,23,0,0,3,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico,Fernandez,DEF,SWA,4400000,0,8,1.6,3.63636363636364E-07,1.81818181818182E-06,0,33970,3,7,0,0,0,0,0,1.8,3865,-1,1,8,1,0.2,0,0.7,0,0,1,0,0,1.9,7347,0,333,0,0,450,327,-1,0,70,Liverpool,Arsenal,Watford,Stoke,Man Utd,1.9,2.2,0.9,1.8,0.8,0.9,1.2,1.2,0.9,1.2,1.1,1.8,2,1.5,2,1.6,1.3,0.8,1.1,0.9,1.6,1.4,1.2,0.8,1,1.9,1.1,1.5,0.8,0.9,1.2,0.9
,Fernandinho,MID,MCI,5500000,1,17,2.8,5.09090909090909E-07,3.09090909090909E-06,0,54248,3,5,0,0,0,1,0,3.1,8657,0,0,17,0,0.3,0,1.7,2,0,1,0,0,2.4,47561,0,417,0,0,540,3868,0,0,113,Tottenham,Everton,Southampton,West Brom,Middlesbrough,1.6,2.4,2.5,2.1,2.9,1.9,1.6,2.6,1.9,2.5,1.5,2.5,1.4,3.7,1.7,2,1.8,2.3,1.6,2.5,2.9,2.5,2,1.4,1.7,1.9,1.8,2.2,2.9,2.1,3.5,2.2
,Fernando,MID,MCI,4800000,1,3,0.166666666666667,3.47222222222222E-08,6.25E-07,0,8584,0,0,0,0,0,0,0,0.6,500,-2,0,3,2,0.1,0,0.7,0,0,0,0,0,0.2,2842,0,236,0,0,64,428,0,0,18,Tottenham,Everton,Southampton,West Brom,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4500000,0,4,0.222222222222222,4.93827160493827E-08,8.88888888888889E-07,0,295,1,1,0,0,0,0,0,0.9,35,0,0,4,0,0.1,0,0.3,0,0,1,0,0,0,400,0,0,0,0,165,17,0,0,27,Sunderland,Tottenham,Liverpool,Man City,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Roberto,Firmino,MID,LIV,8400000,2,26,5.2,6.19047619047619E-07,3.0952380952381E-06,0,263189,0,8,0,0,0,2,0,3.1,42152,-1,0,26,1,0.7,0,5.7,3,0,0,0,1,9.5,236528,0,522,0,1,450,13263,0,0,115,Swansea,Man Utd,West Brom,Crystal Palace,Watford,5.5,6.9,6.4,4,6.9,3.8,7.6,3.4,6.6,5.9,3.6,6.9,5.4,5.8,4.7,6.5,7,5.1,6,4.1,4.9,7.8,3.1,6.6,7.8,4.9,4.3,6.1,4.5,6.9,3.8,7.5
Viktor,Fischer,MID,MID,5100000,0,3,0.166666666666667,3.26797385620915E-08,5.88235294117647E-07,0,38014,0,2,0,0,0,0,0,0.6,1263,-4,0,3,4,0.1,0,0.7,0,0,0,0,0,0.3,865,0,0,0,0,78,35,0,0,7,West Ham,Watford,Arsenal,Bournemouth,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4500000,0,2,0.111111111111111,2.46913580246914E-08,4.44444444444444E-07,0,648,0,1,0,0,0,0,0,0.4,189,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0,1591,0,0,0,0,20,213,0,0,7,Everton,West Ham,Leicester,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4400000,0,0,0,0,0,0,10556,0,0,0,0,0,0,0,0,954,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1100,0,67,0,0,0,108,0,0,0,Arsenal,Southampton,Everton,Man Utd,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,5000000,1,5,1,2E-07,1E-06,0,2742,1,4,0,0,0,0,0,1,715,0,0,5,0,0.2,0,1,0,0,0,0,0,0.1,5308,0,0,0,0,149,999,0,0,3,Middlesbrough,Crystal Palace,Sunderland,Everton,Stoke,0.5,0.5,0.8,0.5,0.9,0.5,0.5,0.5,0.5,0.9,0.6,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.6,0.8,0.5,0.8,0.7,0.5,0.6,0.7,0.5,0.8,0.5,1,0.5
Darren,Fletcher,MID,WBA,4400000,2,15,2.5,5.68181818181818E-07,3.40909090909091E-06,0,223935,0,5,0,0,0,0,0,3.4,21118,-1,0,15,1,0.5,0,2.3,0,0,3,0,0,9.8,72114,0,403,0,0,521,13056,0,0,55,Sunderland,Tottenham,Liverpool,Man City,Leicester,2.5,1.6,1.2,1.4,1.7,3.1,2.2,2,1.4,1.9,2.1,1.2,1.5,1.5,1.4,2.4,2.5,2.1,1.6,2.9,1.7,1.5,1.2,1.9,1.9,2.1,1.6,1.2,2.9,1.4,2.1,2.3
Jose,Fonte,DEF,SOU,5400000,6,17,3.4,6.2962962962963E-07,3.14814814814815E-06,0,63170,1,5,0,0,0,0,0,3.1,4308,-1,0,17,1,0.9,0,4.7,2,0,2,0,0,3.8,11697,0,487,0,0,450,3244,0,0,94,Leicester,Burnley,Man City,Chelsea,Hull City,1.9,5.1,2.2,4,3.5,5.1,3.9,3.7,3.3,4.1,3.2,4.1,3.8,2.5,2.2,4.3,3.6,5,3,4.8,2.8,2.9,3,5.1,4.5,3,3.1,2.4,3.4,3.6,2.8,4.8
Adam,Forshaw,MID,MID,4500000,1,11,1.8,4E-07,2.44444444444444E-06,0,2312,1,7,0,0,0,0,0,2.4,271,0,0,11,0,0.4,0,1.7,0,0,1,0,0,0.1,2767,0,0,0,0,431,170,0,0,79,West Ham,Watford,Arsenal,Bournemouth,Man City,0.9,1.1,0.9,1.7,0.9,1.2,1,0.9,0.9,0.9,1,0.9,1.2,1.7,1.2,1,1,0.9,1,1,1.3,1.4,1.1,1.5,1.3,1.9,0.9,0.9,0.9,0.9,1.1,0.9
Fraser,Forster,GLK,SOU,5000000,6,19,3.2,6.4E-07,3.8E-06,0,62307,1,6,0,7,0,0,0,3.8,4318,0,0,19,0,0.9,0,4.3,0,0,2,0,0,4.1,29179,0,233,0,0,540,7969,0,0,83,Leicester,Burnley,Man City,Chelsea,Hull City,1.7,4.8,2,3.7,3.2,4.8,3.5,3.4,3,3.9,2.9,3.8,3.5,2.2,2,4,3.2,4.7,2.8,4.6,2.6,2.6,2.7,4.8,4.1,2.7,2.9,2.1,3.1,3.4,2.5,4.5
Ben,Foster,GLK,WBA,4700000,2,25,4.2,8.93617021276596E-07,5.31914893617021E-06,0,94445,0,6,0,18,0,0,0,5.3,14729,2,0,25,-2,0.5,0,2.3,3,0,2,0,0,16.9,384097,0,129,0,1,540,16804,0,0,118,Sunderland,Tottenham,Liverpool,Man City,Leicester,4.7,5.1,5,3.9,3.2,6.3,5.3,4.7,3.8,4.5,3.6,5.6,5,4.2,4.7,4.6,4.4,5.6,5.4,6.3,5.6,4,5.6,3.4,4.5,5.9,6.3,3.6,5.4,3.7,5,5.3
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,5385,0,0,0,0,0,0,0,0,370,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1017,0,40,0,0,0,230,0,0,0,Stoke,Liverpool,Chelsea,Burnley,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4500000,6,17,2.8,6.22222222222222E-07,3.77777777777778E-06,0,21585,0,9,0,0,0,0,0,3.8,2856,0,0,17,0,0.9,0,4,0,0,2,0,0,1.6,30670,0,462,0,0,540,21739,0,0,120,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,1.4,2.9,3.5,1.4,3.1,2.5,2.5,4.2,1.4,3.6,4,1.4,1.8,4.2,1.8,3.2,3.8,1.4,2.7,1.5,1.4,4.2,3.1,1.6,2.1,3.4,1.5,2.8,1.5,4.2,4.2,1.4
Ryan,Fraser,MID,BOU,4900000,0,5,0.277777777777778,5.66893424036281E-08,1.02040816326531E-06,0,188,0,1,0,0,0,0,0,1,30,-1,1,5,1,0,0,0,0,0,1,0,0,0,241,0,0,0,0,172,7,-1,0,15,Watford,Hull City,Tottenham,Middlesbrough,Sunderland,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
George,Friend,DEF,MID,4500000,0,9,1.8,4E-07,2E-06,0,106852,1,9,0,0,0,0,0,2,8274,0,0,9,0,0.4,0,1.7,0,0,0,0,1,3.2,22696,0,0,0,0,450,916,0,0,82,West Ham,Watford,Arsenal,Bournemouth,Man City,2.1,1.2,2.5,2.4,0.9,1.3,0.9,1,1.5,2.4,1.1,1,0.9,1.5,1.2,2.2,1.2,1.3,1.2,1.7,2.1,1.1,0.9,1.6,1.6,2,2.3,1.4,0.9,1,1.7,1.8
Dael,Fry,DEF,MID,4000000,0,0,0,0,0,0,49101,0,0,0,0,0,0,0,0,3243,0,0,0,0,0,0,0,0,0,0,0,0,1,3085,0,0,0,0,0,65,0,0,0,West Ham,Watford,Arsenal,Bournemouth,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel,Fryers,DEF,CRY,4500000,4,4,0.222222222222222,4.93827160493827E-08,8.88888888888889E-07,0,123,0,0,0,0,0,0,0,0.9,93,0,0,4,0,0.3,0,1.3,0,0,0,0,1,0,558,0,0,0,0,16,455,0,0,15,Everton,West Ham,Leicester,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
