FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,2169,0,0,0,0,0,0,0,0,21,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,521,0,0,0,0,0,3,0,0,0,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Valdes,GLK,MID,4500000,6,48,3.2,7.11111111111111E-07,1.06666666666667E-05,0,167656,1,18,0,32,0,0,0,10.7,3420,0,0,48,0,0.7,0,3,3,0,4,0,0,5.4,96440,0,0,0,1,1350,6137,0,0,237,Burnley,Man Utd,Leicester,Watford,West Ham,2.6,2.4,3.1,2.9,4.6,3.6,2.9,3.6,3.5,4.1,3.5,2.6,2.9,3.4,4,4.3,3.1,3.3,2.7,4.2,3.7
Antonio,Valencia,DEF,MUN,5400000,6,46,3.3,6.11111111111111E-07,8.51851851851852E-06,0,502341,3,13,0,0,0,0,0,8.5,3000,-1,0,46,1,0.5,0,2.8,4,0,5,0,0,6.6,362737,0,186,0,1,1231,26328,0,0,270,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,3.6,3.4,4.1,4.4,4.2,4,2,3.7,3.2,4.4,3.6,3.2,3.7,3.8,2.6,3.2,2.7,3.5,4.3,3,3.6
Enner,Valencia,FWD,EVE,5300000,2,19,1.6,3.0188679245283E-07,3.58490566037736E-06,0,152137,0,5,0,0,0,0,0,3.6,1892,-2,0,19,2,0.3,0,1.4,0,0,2,0,1,1.8,94341,0,200,0,0,456,3564,0,0,32,Leicester,Hull City,Southampton,Man City,Crystal Palace,0.9,1.3,1.3,1.4,1.1,0.8,1.4,0.8,1.6,0.8,1.3,1.8,0.9,0.8,1.8,1.7,0.9,1,1.1,1.4,0.9
Patrick,van Aanholt,DEF,SUN,5000000,15,56,3.5,7E-07,1.12E-05,0,160794,1,25,0,0,0,3,0,11.2,3251,0,0,56,0,0.8,0,4,6,0,2,0,1,4.4,110941,0,369,0,3,1334,15437,0,0,292,Man Utd,Burnley,Liverpool,Stoke,West Brom,2.3,2.6,5,5,3.2,4.8,3.5,5.1,2.7,4.1,3,4.9,2.9,1.9,3.4,5.2,4.2,5,3.4,4.2,2.7
Mike,van der Hoorn,DEF,SWA,4300000,0,15,0.294117647058824,6.83994528043776E-08,3.48837209302326E-06,0,16444,1,16,0,0,0,1,0,3.5,1102,-2,0,15,2,0,0,0,0,0,1,0,0,0.3,17514,0,0,0,1,540,66,0,0,103,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Virgil,van Dijk,DEF,SOU,5700000,2,66,3.9,6.84210526315789E-07,1.15789473684211E-05,0,254020,3,16,0,0,0,0,0,11.6,11534,2,0,66,-2,1,0,5.6,12,0,7,0,0,13.3,295305,0,452,0,2,1530,31754,0,0,375,Tottenham,West Brom,Everton,Burnley,Leicester,5.5,5,3.3,3.2,4.5,3.5,5.8,3,5.5,3.5,3.9,3.5,5.7,4.8,3.9,4.7,3.3,5.3,4.5,3.7,5.5
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,115,0,81,0,0,0,8,0,0,0,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie,Vardy,FWD,LEI,9600000,-2,60,3.5,3.64583333333333E-07,6.25E-06,0,870949,2,27,0,0,0,5,0,6.3,66254,-4,0,60,4,0.4,0,4,6,0,3,0,3,8.3,232082,0,945,0,1,1249,3626,0,1,219,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0,0,0,3.6,2.3,2.6,4,3.4,4.6,5.2,2.9,3,4.1,4.8,2.5,3.5,4.5,2.8,4.5,3.1,4.5
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,36,0,0,0,13,0,0,0,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thibaud,Verlinden,MID,STK,4500000,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,7,0,0,0,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5700000,2,58,3.4,5.96491228070175E-07,1.01754385964912E-05,0,145057,4,12,0,0,0,0,0,10.2,15002,2,0,58,-2,0.6,0,3.4,2,0,7,0,0,8.9,352147,0,335,0,0,1530,4085,0,0,365,Southampton,Watford,Chelsea,West Brom,Man City,3.2,2.6,3.7,4.3,2.8,2.2,4,3.5,4.9,4.3,3.2,4.9,2.4,2.6,4.3,4.9,1.7,4.9,3.6,3.3,3.1
Sam,Vokes,FWD,BUR,5900000,1,55,3.2,5.42372881355932E-07,9.32203389830509E-06,0,163228,0,21,0,0,0,4,0,9.3,13083,-1,0,55,1,0.2,0,1.4,6,0,3,0,1,2.8,240143,0,0,0,0,1244,16134,0,0,163,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,3.7,4.3,2.6,3.9,2.4,4.7,2.2,3.2,3.3,2.9,2.4,2.2,4,3.6,2.3,2.1,3.5,3,3.8,1.8,4.4
Michel,Vorm,GLK,TOT,4800000,0,9,0.176470588235294,3.67647058823529E-08,1.875E-06,0,20262,0,1,0,6,0,0,0,1.9,189,-2,0,9,2,0,0,0,0,0,1,0,0,0.3,17809,0,3,0,0,236,26,0,0,51,Southampton,Watford,Chelsea,West Brom,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,25043,0,0,0,0,0,0,0,0.2,244,0,0,1,0,0,0,0,0,0,0,0,0,0.3,4055,0,0,0,0,3,24,0,0,3,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,7900000,7,90,5.6,7.08860759493671E-07,1.13924050632911E-05,0,847831,0,16,0,0,0,8,0,11.5,14990,4,-1,90,-4,0.7,1,5.6,6,0,5,0,3,16.4,1408083,0,316,0,2,1341,85640,1,0,281,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,6.5,6,5.6,6.3,8.1,7.6,5.1,6.9,5.5,4.1,8.3,6.1,5.4,6.4,6.3,6.7,8.2,4.6,6.8,6.2,7.2
Kyle,Walker,DEF,TOT,6200000,6,79,4.6,7.41935483870968E-07,1.2741935483871E-05,0,439254,4,11,0,0,0,0,0,12.7,12893,7,0,79,-7,0.8,0,5.2,12,0,7,0,4,38.3,1120823,0,461,0,2,1454,22212,0,0,386,Southampton,Watford,Chelsea,West Brom,Man City,4.9,4.2,5.7,6.4,4.4,3.6,6,5.1,6.7,6.5,5.1,6.9,3.8,4.2,6.4,6.9,2.9,6.7,4.9,5.2,4.9
Jonathan,Walters,MID,STK,5600000,2,37,0.725490196078431,1.29551820728291E-07,6.60714285714286E-06,0,8065,0,13,0,0,0,1,0,6.6,570,-4,0,37,4,0.6,0,3.6,2,0,3,0,2,0.1,3722,0,312,0,0,756,254,0,0,98,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,16,0,0,0,Watford,Arsenal,Swansea,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Wanyama,MID,TOT,4800000,2,48,2.8,5.83333333333333E-07,1E-05,0,211253,4,12,0,0,0,2,0,10,6152,-2,0,48,2,0.7,0,3.2,3,0,6,0,0,3.8,258041,0,268,0,1,1490,12501,0,0,286,Southampton,Watford,Chelsea,West Brom,Man City,1.4,1.9,2.2,2.6,1.4,2.3,2.9,1.4,2.5,3,1.7,2.8,1.6,1.7,3.2,3.1,1.8,1.8,1.4,2.8,1.7
Joel,Ward,DEF,CRY,4900000,1,32,1.9,3.87755102040816E-07,6.53061224489796E-06,0,34065,2,32,0,0,0,0,0,6.5,1016,-1,0,32,1,0.4,0,1.8,3,0,1,0,1,0.7,17399,0,333,0,0,1527,455,0,0,226,Watford,Arsenal,Swansea,West Ham,Everton,1.3,2.4,1.4,2.1,1.6,1.4,1.5,2,1.4,1.5,1.8,1.5,1.2,1.6,2.3,1.3,1.8,1.8,1.4,1.7,1.1
Stephen,Ward,DEF,BUR,4400000,1,35,2.2,5E-07,7.95454545454546E-06,0,13090,1,26,0,0,0,1,0,8,904,-1,0,35,1,0.5,0,2.4,0,0,2,0,0,0.6,29677,0,0,0,0,1385,5364,0,0,243,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,2.2,2.3,1.2,2.8,2.4,2.1,1.2,2,1.4,1.1,1.6,1.1,2.7,2.8,1.3,1.1,1.7,1.5,2.4,1.3,3.2
James,Ward-Prowse,MID,SOU,5000000,0,29,0.568627450980392,1.13725490196078E-07,5.8E-06,0,10492,1,5,0,0,0,1,0,5.8,390,-5,0,29,5,0.5,0,2.6,0,0,3,0,2,0.2,3069,0,266,0,0,478,121,0,0,120,Tottenham,West Brom,Everton,Burnley,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Marcin,Wasilewski,DEF,LEI,4000000,0,0,0,0,0,0,28544,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,1,19195,0,35,0,0,0,183,0,0,0,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,4800000,0,43,3.1,6.45833333333333E-07,8.95833333333333E-06,0,14576,1,20,0,0,0,0,0,8.8,777,-2,1,43,2,0.3,0,1.6,1,0,2,0,5,0.1,12869,0,185,0,0,1025,26,-1,0,125,Man Utd,Burnley,Liverpool,Stoke,West Brom,0,0,0,0,0,3,2.1,3.2,1.9,2.5,2.3,4,2.3,2.2,3.2,3,1.6,3.5,2.1,3.3,1.6
Ben,Watson,MID,WAT,4200000,0,1,0.0196078431372549,4.66853408029879E-09,2.38095238095238E-07,0,57434,0,2,0,0,0,0,0,0.2,1544,-3,0,1,3,0,0,0.2,0,0,0,0,0,0.8,16344,0,351,0,0,54,795,0,1,6,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Weir,MID,HUL,4300000,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,32,-2,1,0,2,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,24,-1,0,0,Man City,Everton,West Brom,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7400000,0,0,0,0,0,0,3104,0,0,0,0,0,0,0,0,97,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1337,0,164,0,0,0,148,0,0,0,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4300000,2,27,1.9,4.41860465116279E-07,6.27906976744186E-06,0,33368,2,19,0,0,0,0,0,6.1,785,-2,1,27,2,0.3,0,1.2,1,0,3,0,0,0.6,20014,1,432,0,0,1130,170,-1,0,175,Liverpool,Chelsea,Watford,Sunderland,Man Utd,1,1,1.6,1.5,1.3,1.4,1.1,1.1,1,1.3,1,1,1.2,1.1,1,1.3,1.1,1.2,1,1,1
Connor,Wickham,FWD,CRY,5600000,0,18,2.3,4.10714285714286E-07,3.21428571428571E-06,0,49663,1,6,0,0,0,2,0,3.2,540,-4,0,18,4,0,0,0.2,0,0,0,0,0,0.3,14135,0,225,0,0,412,55,0,0,59,Watford,Arsenal,Swansea,West Ham,Everton,0,0,0,0,0,1.5,2.3,1.9,1.8,1.9,2.1,2.1,1.5,1.6,1.8,2.7,1.9,2.6,2.1,2.7,1.8
Georginio,Wijnaldum,MID,LIV,7500000,3,43,0.843137254901961,1.12418300653595E-07,5.73333333333333E-06,0,119732,1,18,0,0,0,1,0,5.7,1036,-5,0,43,5,0.3,0,2.6,0,0,4,0,2,1.3,17967,0,630,0,0,1196,186,0,0,229,Stoke,Man City,Sunderland,Man Utd,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Ashley,Williams,DEF,EVE,4900000,2,47,2.9,5.91836734693878E-07,9.59183673469388E-06,0,222325,2,19,0,0,0,1,0,9.6,7126,-1,0,47,1,0.7,0,3.4,4,0,3,0,0,7.3,204517,0,487,0,1,1360,7867,0,0,282,Leicester,Hull City,Southampton,Man City,Crystal Palace,1.4,2.6,3.9,3.1,2.7,3.2,3.9,2.3,3.2,2.1,3.3,3.6,2.9,1.7,3,3.7,3.2,2.9,2.1,3.4,3.5
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,1,0,0,0,4,0,0,0,Watford,Arsenal,Swansea,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7100000,3,46,0.901960784313726,1.27036730185032E-07,6.47887323943662E-06,0,372261,2,8,0,0,0,3,0,6.5,2780,-4,0,46,4,0.5,0,3.2,5,0,4,0,1,3.5,131540,0,512,0,2,731,5743,0,0,201,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7
Jack,Wilshere,MID,BOU,5900000,7,32,2.1,3.55932203389831E-07,5.42372881355932E-06,0,57237,3,18,0,0,0,0,0,5.4,1192,-1,0,32,1,0.4,0,2.4,2,0,4,0,1,0.7,68216,0,18,0,0,1022,1608,0,0,137,Chelsea,Swansea,Arsenal,Hull City,Watford,1,1,1.1,1,2.1,1.5,1,1.3,1,1.1,1.7,1.9,1,1,1.3,1,1.8,1.4,1.6,2.4,1.1
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,3099,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0.1,492,0,1,0,0,0,24,0,0,0,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,9421,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19895,0,0,0,0,0,258,0,0,0,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4600000,0,0,0,0,0,0,6089,1,3,0,0,0,0,0,0,140,-4,0,0,4,0,0,0.2,0,0,0,0,0,0.1,1970,1,131,0,0,180,48,0,0,12,Southampton,Watford,Chelsea,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,2,17,0.333333333333333,7.40740740740741E-08,3.77777777777778E-06,0,2652,0,3,0,0,0,1,0,3.8,333,0,0,17,0,0.3,0,1.2,0,0,0,0,0,0.1,5090,0,0,0,0,279,311,0,0,79,Southampton,Watford,Chelsea,West Brom,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,42869,1,5,0,0,0,0,0,0.2,173,0,0,1,0,0,0,0,0,0,0,0,0,0.2,757,0,330,0,0,180,8,0,0,23,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Woodburn,MID,LIV,4300000,0,1,0.0196078431372549,4.55996352029184E-09,2.32558139534884E-07,0,310,0,0,0,0,0,0,0,0.2,57,-2,0,1,2,0,0,0.2,0,0,0,0,0,0,529,0,0,0,0,1,46,0,0,3,Stoke,Man City,Sunderland,Man Utd,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,4016,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7887,0,0,0,0,0,91,0,0,0,Watford,Arsenal,Swansea,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5200000,2,28,0.549019607843137,1.05580693815988E-07,5.38461538461538E-06,0,227791,2,12,0,0,0,1,0,5.4,2342,-3,0,28,3,0.4,0,2.2,2,0,2,0,0,2.8,70470,0,0,0,0,959,2166,0,1,186,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Claudio,Yacob,MID,WBA,4400000,2,28,1.8,4.09090909090909E-07,6.36363636363636E-06,0,8262,6,17,0,0,0,0,0,6.4,237,-1,0,28,1,0.4,0,1.8,0,0,3,0,0,0.2,5460,0,286,0,0,1373,184,0,0,171,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0.9,0.9,1.3,0.9,1.9,1.1,1.1,0.9,1.4,1,0.9,0.9,1.1,1.1,1.2,0.9,0.9,1.8,0.9,0.9,1
,Yaya Toure,MID,MCI,7300000,1,23,0.450980392156863,6.1778135911899E-08,3.15068493150685E-06,0,113189,1,5,0,0,0,2,0,3.1,4832,-7,1,23,7,0.2,0,1.6,3,0,1,0,0,1.1,77342,0,525,0,1,408,1782,-1,0,107,Hull City,Liverpool,Burnley,Everton,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,13765,0,0,0,0,0,0,0,0,70,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,394,0,227,0,0,0,4,0,0,0,Southampton,Watford,Chelsea,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,4200000,2,7,0.137254901960784,3.26797385620915E-08,1.66666666666667E-06,0,11705,1,4,0,0,0,0,0,1.7,235,-3,0,7,3,0.1,0,0.4,0,0,0,0,1,0.3,4413,0,152,0,0,270,592,0,0,51,Tottenham,West Brom,Everton,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Young,MID,MUN,5100000,0,6,0.117647058823529,2.30680507497117E-08,1.17647058823529E-06,0,3102,1,3,0,0,0,0,0,1.2,72,-4,0,6,4,0,0,0,0,0,1,0,0,0.1,1084,0,178,0,0,237,40,0,0,41,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pablo,Zabaleta,DEF,MCI,4700000,1,24,0.470588235294118,1.00125156445557E-07,5.1063829787234E-06,0,64165,2,11,0,0,0,1,0,5.1,4186,-3,0,24,3,0.6,0,3,3,0,1,0,0,1.2,33133,0,152,0,1,653,1797,0,0,114,Hull City,Liverpool,Burnley,Everton,Tottenham,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wilfried,Zaha,MID,CRY,5800000,2,76,4.8,8.27586206896552E-07,1.31034482758621E-05,0,165804,3,29,0,0,0,3,0,13.3,18202,3,-1,76,-3,1.1,0,6.6,8,0,1,0,8,12.5,576784,0,353,0,2,1375,96116,1,0,264,Watford,Arsenal,Swansea,West Ham,Everton,5.5,3.9,5.4,4.3,5.7,4.6,6.9,5.1,5.4,5,5,6,4.2,4.5,3.6,6.7,3.3,6.5,4.2,5.4,5.4
Simone,Zaza,FWD,WHU,6000000,0,10,1.3,2.16666666666667E-07,1.66666666666667E-06,0,43490,2,14,0,0,0,0,0,1.6,465,-10,1,10,10,0,0,0,0,0,2,0,0,0.1,43939,0,0,0,0,459,82,-1,0,21,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0,0,0,1,0.6,1,0.6,0.9,0.6,0.7,0.6,1.3,0.9,0.6,1.2,0.6,1,0.6,1,1,0.6
Ron-Robert,Zieler,GLK,LEI,4400000,0,17,0.333333333333333,7.57575757575757E-08,3.86363636363636E-06,0,11505,0,16,0,18,0,0,0,3.9,1588,-1,0,17,1,0.3,0,1.2,0,0,1,0,0,0.4,12848,0,0,0,0,754,71,0,0,119,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0,0,0,0,2318,0,0,0,0,0,0,0,0,15,-2,0,0,2,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,9,0,0,0,Hull City,Liverpool,Burnley,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,CHE,5300000,0,0,0,0,0,0,6598,0,0,0,0,0,0,0,0,76,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1282,0,185,0,0,0,79,0,0,0,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Zuniga,DEF,WAT,4300000,1,30,0.588235294117647,1.36798905608755E-07,6.97674418604651E-06,0,78525,1,12,0,0,0,1,0,7,3121,-2,0,30,2,0.2,0,0.8,2,0,1,0,1,1.9,114779,0,0,0,1,627,2312,0,0,154,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
