FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Divock,Origi,FWD,LIV,6600000,1,6,1,1.51515151515152E-07,9.09090909090909E-07,0,179886,0,2,0,0,0,0,0,0.9,2514,-4,0,6,4,0.1,0,0.7,0,0,0,0,0,1.8,17352,0,200,0,0,109,844,0,0,13,West Brom,Crystal Palace,Watford,Southampton,Sunderland,0.6,0.5,0.6,0.5,0.8,0.5,0.7,0.5,0.5,0.7,0.7,0.5,0.5,0.7,0.6,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.8,0.5,0.5,0.6,0.5,0.6,0.5,0.5
,Oriol Romeu,MID,SOU,4500000,2,20,2.5,5.55555555555556E-07,4.44444444444444E-06,0,9682,1,5,0,0,0,0,0,4.4,1463,0,0,20,0,0.5,0,2.3,3,0,3,0,0,0.4,16798,0,239,0,0,641,1629,0,0,129,Man City,Chelsea,Hull City,Liverpool,Everton,1.2,2,1.8,1.6,2.2,1.7,2.5,1.5,1.2,2,2,1.3,1.4,3.3,1.9,1.9,2,1.3,1.7,2.3,1.2,2.8,1.9,1.4,1.8,1.2,1.8,1.2,2.4,2.3
,Oscar,MID,CHE,7200000,0,14,0.583333333333333,8.10185185185185E-08,1.94444444444444E-06,0,56321,1,6,0,0,0,0,0,1.9,4143,-3,1,14,3,0,0,0.3,0,0,1,0,1,0.8,21720,0,321,0,0,426,50,-1,0,89,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
John,O'Shea,DEF,SUN,4400000,1,6,0.25,5.68181818181818E-08,1.36363636363636E-06,0,12774,0,6,0,0,0,0,0,1.4,448,-1,0,6,1,0.3,0,1.3,1,0,0,0,0,0.5,3345,0,193,0,0,306,263,0,0,48,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
David,Ospina,GLK,ARS,4800000,0,0,0,0,0,0,3786,0,0,0,0,0,0,0,0,242,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,1056,0,56,0,0,0,46,-1,0,0,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas,Otamendi,DEF,MCI,5900000,2,15,2.1,3.55932203389831E-07,2.54237288135593E-06,0,60151,2,7,0,0,0,0,0,2.5,3551,-1,0,15,1,0.2,0,1.3,2,0,0,0,1,3.2,34749,0,353,0,0,591,2214,0,0,142,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,2.3,1.6,1.5,2.1,1.2,1.8,1,1.7,2.9,1.8,2.2,2.4,1.2,2.4,2.6,1.6,1.3,1.4,1.5,2.8,3,2.7,1.1,1.7,1.4,2,1.5,2.2,2.3,1.5
Mamadou Obbi,Oulare,FWD,WAT,4500000,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,8,0,0,0,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan,Oviedo,MID,EVE,4400000,2,4,0.166666666666667,3.78787878787879E-08,9.09090909090909E-07,0,4231,2,3,0,0,0,0,0,0.9,231,-1,0,4,1,0.3,0,1.3,0,0,0,0,0,0.1,2995,0,130,0,0,260,273,0,0,36,Burnley,West Ham,Chelsea,Swansea,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Reece,Oxford,DEF,WHU,4300000,0,0,0,0,0,0,12878,0,0,0,0,0,0,0,0,550,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,1861,0,28,0,0,0,151,0,0,0,Sunderland,Everton,Stoke,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesut,Ozil,MID,ARS,9600000,10,36,5.1,5.3125E-07,3.75E-06,0,185742,0,5,0,0,0,3,0,3.8,6141,1,-1,36,-1,0.8,0,7.7,6,0,2,0,0,8.5,275512,0,783,0,0,529,43392,1,0,149,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,6.2,6.8,5,6.1,6.8,5.4,5.7,5.3,4.3,5,5,4.3,6.6,7,5.3,4.6,4.7,5,3.6,7.6,5.5,4.8,4.8,6,7.4,6.8,4.4,5.8,5.5,5.5
Costel,Pantilimon,GLK,WAT,4400000,0,0,0,0,0,0,9092,0,0,0,0,0,0,0,0,464,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1167,0,146,0,0,0,66,0,0,0,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Carlos,Paredes,DEF,WAT,4000000,0,0,0,0,0,0,345227,0,0,0,0,0,0,0,0,13922,0,0,0,0,0,0,0,0,0,0,0,0,7.1,13216,0,88,0,0,0,208,0,0,0,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pau Lopez,GLK,TOT,5000000,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,13,0,0,0,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitri,Payet,MID,WHU,9400000,3,34,5.7,6.06382978723404E-07,3.61702127659574E-06,0,620128,1,13,0,0,0,1,0,3.6,22348,-1,0,34,1,0.5,0,4.7,6,0,1,0,4,13,157623,0,701,0,1,461,9283,0,0,140,Sunderland,Everton,Stoke,Tottenham,Man Utd,7.8,6,6.9,5,6.9,4.5,4.2,8.2,5.8,7.5,6.3,7,6.1,8.2,5.9,5.7,6.1,7.1,6.3,4.9,8.6,7.2,5.1,6.5,7.4,6.7,6.3,6.1,5.3,6
,Pedro,MID,CHE,7100000,6,15,0.625,8.80281690140845E-08,2.11267605633803E-06,0,17178,1,1,0,0,0,0,0,2.1,334,-4,0,15,4,0.4,0,2.7,0,0,1,0,2,0.3,2807,0,399,0,0,192,431,0,0,64,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Matthew,Pennington,DEF,EVE,3900000,0,0,0,0,0,0,3213,0,0,0,0,0,0,0,0,355,-1,1,0,1,0,0,0,0,0,0,0,0,0.2,2857,0,53,0,0,0,2038,-1,0,0,Burnley,West Ham,Chelsea,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4400000,0,0,0,0,0,0,2446,0,0,0,0,0,0,0,0,44,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,637,0,12,0,0,0,2,0,0,0,Chelsea,Burnley,Swansea,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,6000000,3,21,3.5,5.83333333333333E-07,3.5E-06,0,24581,2,7,0,0,0,1,0,3.5,4996,0,0,21,0,0.3,0,1.7,0,0,1,0,2,0.7,45097,0,0,0,0,479,472,0,0,99,Swansea,Hull City,Liverpool,Leicester,Stoke,3.9,2.6,1.9,4.6,3.3,3.1,3.2,2.4,4,2.8,2.8,3.1,3.6,2.3,2.4,4.2,3.5,2.7,3.3,2.5,3.5,4.1,2.8,2.4,3,3.7,2.3,3.1,2.9,2.7
Lucas,Perez,FWD,ARS,8000000,0,3,1.5,1.875E-07,3.75E-07,0,32535,0,1,0,0,0,0,0,0.4,1227,-5,0,3,5,0,0,0,0,0,0,0,0,0.2,35215,0,0,0,0,64,588,0,0,12,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,0.9,1.2,0.8,0.8,1.3,1.2,1.2,0.8,1.1,0.9,0.9,0.8,1.5,1.3,0.9,0.9,1.3,0.8,1.1,1.3,1.1,1.2,1,1.2,1.2,1.3,0.8,0.8,1.1,0.9
Matt,Phillips,MID,WBA,5300000,3,25,3.1,5.84905660377358E-07,4.71698113207547E-06,0,8720,0,7,0,0,0,0,0,4.7,569,-2,0,25,2,0.6,0,3.3,0,0,3,0,2,0.1,3266,0,0,0,0,669,152,0,0,74,Liverpool,Man City,Leicester,Burnley,Hull City,1.6,2.3,2.5,3.7,3,2.6,1.9,2.6,2.9,1.9,2.1,2.3,1.8,3.6,3.7,2.9,2.4,3.5,2.4,2.3,1.6,2.8,2.9,2.8,2,1.8,4.1,2.3,2.5,3.1
Jordan,Pickford,GLK,SUN,4000000,2,20,3.3,8.25E-07,5E-06,0,68845,0,11,0,31,0,0,0,5,4026,0,0,20,0,0.8,0,3,2,0,0,0,0,12.5,220667,0,18,0,0,540,22792,0,0,119,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,4.3,4.4,2.8,3.3,3.9,4.2,3.4,3.4,3.3,2.4,2.7,4.9,4.7,3.4,4.3,4.2,4.2,2.6,3.4,3.2,4.4,3.2,2.2,2.8,4.5,4.4,4.9,3.7,3.2,2.4
Jeremy,Pied,DEF,SOU,4800000,0,1,0.0416666666666667,8.68055555555556E-09,2.08333333333333E-07,0,2401,0,0,0,0,0,0,0,0.2,53,-2,0,1,2,0,0,0,0,0,0,0,0,0,127,0,0,0,0,12,5,0,0,2,Man City,Chelsea,Hull City,Liverpool,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Pienaar,MID,SUN,4900000,1,7,0.291666666666667,5.95238095238095E-08,1.42857142857143E-06,0,571,1,2,0,0,0,0,0,1.4,15,-1,0,7,1,0.1,0,0.7,0,0,1,0,0,0,611,0,0,0,0,232,13,0,0,28,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Erik,Pieters,DEF,STK,4400000,8,15,2.1,4.77272727272727E-07,3.40909090909091E-06,0,96904,1,12,0,0,0,0,0,3.4,2308,-1,0,15,1,0.9,0,4,2,0,1,0,0,3.5,46077,0,388,0,0,630,25524,0,0,101,Hull City,Swansea,West Ham,Bournemouth,Watford,1.9,1.6,2.6,2.8,1.6,2.4,2.8,2.2,2.2,2.2,1.1,1.6,1.5,1.4,1.7,1.7,2.2,1.6,1.4,1.2,1.7,1,1.2,2.9,1.6,1.7,2.8,1.3,2.8,1.5
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,14435,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1706,0,16,0,0,0,21,0,0,0,Liverpool,Man City,Leicester,Burnley,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,MID,MUN,8300000,3,22,3.1,3.73493975903614E-07,2.65060240963855E-06,0,359050,1,7,0,0,0,1,0,2.7,21143,-2,0,22,2,0.5,0,4.3,1,0,3,0,0,9.3,245486,0,0,0,0,630,4991,0,0,95,Chelsea,Burnley,Swansea,Arsenal,West Ham,1.9,3.7,3.1,1.7,2.4,2.3,2.5,2.7,2.4,3.6,3.2,2.3,2.1,2.4,2.3,2.4,2.7,1.8,3.6,2.1,3.7,2.5,2.8,3.2,2.6,2.3,2.7,1.8,1.8,2.4
Nick,Pope,GLK,BUR,4000000,0,0,0,0,0,0,21741,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,2,8792,0,0,0,0,0,288,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-4,0,0,0,2,0,0,0,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,6,13,1.6,3.55555555555556E-07,2.88888888888889E-06,0,4561,2,11,0,0,0,0,0,2.9,321,0,0,13,0,0.5,0,2.3,0,0,1,0,0,0.3,7045,0,181,0,0,639,934,0,0,97,Swansea,Hull City,Liverpool,Leicester,Stoke,1.2,0.9,1.7,1.3,1.8,1.2,1,0.9,1.1,1.3,1.4,1.7,0.8,1,2.3,1.4,0.8,1.8,1.3,0.8,1.6,1.2,1.1,1.2,0.9,1.4,1.9,0.8,0.9,1
Marc,Pugh,MID,BOU,4800000,0,0,0,0,0,0,2151,0,0,0,0,0,0,0,0,101,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,165,0,245,0,0,0,9,0,0,0,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Puncheon,MID,CRY,5500000,2,26,3.3,6E-07,4.72727272727273E-06,0,51117,3,9,0,0,0,0,0,4.7,9407,0,0,26,0,0.2,0,1.3,4,0,0,0,3,1.5,60251,0,381,0,0,706,830,0,0,164,Leicester,Liverpool,Burnley,Man City,Swansea,2.9,2.1,2.7,2.4,3.6,2.9,3.5,3,2.6,3.3,2.2,2.7,2.8,2.8,2.2,3.7,2.9,3.3,2.9,2.5,2.7,2.3,2.5,1.7,4.2,1.8,3.8,2.2,2.3,3.3
Gaston,Ramirez,MID,MID,5300000,1,12,1.5,2.83018867924528E-07,2.26415094339623E-06,0,63432,4,7,0,0,0,0,0,2.3,3022,-2,1,12,2,0.2,0,1,0,0,1,0,1,0.7,40872,0,0,0,0,511,53,-1,0,53,Arsenal,Bournemouth,Man City,Chelsea,Leicester,0.8,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1.3,1,0.8,0.8,0.8,0.8,0.9,0.8,1,0.8,1.1,1,1.1,0.8,0.8,0.8,0.8,0.8,0.8
Aaron,Ramsey,MID,ARS,7700000,0,2,0.0833333333333333,1.08225108225108E-08,2.5974025974026E-07,0,134516,0,3,0,0,0,0,0,0.3,803,-3,0,2,3,0,0,0,0,0,0,0,0,1,2180,0,558,0,0,60,45,0,0,5,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor,Randall,DEF,LIV,4000000,0,0,0,0,0,0,12677,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8355,0,30,0,0,0,901,0,0,0,West Brom,Crystal Palace,Watford,Southampton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,0,0,0,0,0,0,7768,0,0,0,0,0,0,0,0,421,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1137,0,56,0,0,0,47,0,0,0,Sunderland,Everton,Stoke,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,4400000,1,6,0.25,5.68181818181818E-08,1.36363636363636E-06,0,7129,0,6,0,0,0,0,0,1.4,353,-1,0,6,1,0.2,0,1,0,0,0,0,0,0.3,1564,0,194,0,0,239,186,0,0,64,Watford,Stoke,Man Utd,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,11613,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1419,0,3,0,0,0,26,0,0,0,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6900000,2,21,0.875,1.26811594202899E-07,3.04347826086957E-06,0,177801,1,5,0,0,0,3,0,3,33676,-1,0,21,1,0.5,0,3.3,0,0,1,0,0,9.1,312550,0,237,0,0,403,18772,0,0,109,Chelsea,Burnley,Swansea,Arsenal,West Ham,0.4,0.6,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,74,-1,0,0,1,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,1,0,0,0,Arsenal,Bournemouth,Man City,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,5900000,9,33,4.1,6.94915254237288E-07,5.59322033898305E-06,0,339324,1,7,0,0,0,2,0,5.6,26082,-1,0,33,1,0.8,0,5,5,0,3,0,0,6.1,289107,0,379,0,0,717,5237,0,0,125,Man City,Chelsea,Hull City,Liverpool,Everton,0,4.4,4,3.6,4.6,3.7,5.2,3.3,2.4,4.2,4.2,3.1,3.1,6.1,4.2,4.1,4.3,3,3.8,4.8,2.5,5.6,4.1,3.3,4,2.6,4,2,5,4.8
Harrison,Reed,MID,SOU,4400000,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,80,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,595,0,1,0,0,0,18,0,0,0,Man City,Chelsea,Hull City,Liverpool,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5000000,8,22,3.1,6.2E-07,4.4E-06,0,36926,2,12,0,0,0,0,0,4.4,1117,0,0,22,0,1,0,5,4,0,2,0,1,1.8,22561,0,294,0,0,617,11423,0,0,144,Sunderland,Everton,Stoke,Tottenham,Man Utd,3.3,2.6,4.3,3.2,2.4,4,3.9,3.9,2.8,3.3,2.1,2.4,3.6,3.1,2.9,3,3.2,3.1,2.9,2.7,3.6,3.6,4.3,2.7,3.1,2.9,4,3.8,4.5,2.6
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,11,0,0,0,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic,Remy,FWD,CRY,6300000,0,0,0,0,0,0,20619,0,0,0,0,0,0,0,0,219,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,14412,0,62,0,0,0,41,0,0,0,Leicester,Liverpool,Burnley,Man City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5500000,1,4,0.166666666666667,3.03030303030303E-08,7.27272727272727E-07,0,34607,0,1,0,0,0,0,0,0.7,443,-5,0,4,5,0.2,0,1.3,0,0,0,0,0,0.3,1912,0,0,0,0,102,207,0,0,9,Arsenal,Bournemouth,Man City,Chelsea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Robertson,DEF,HUL,4500000,0,13,1.6,3.55555555555556E-07,2.88888888888889E-06,0,41874,2,17,0,0,0,0,0,2.9,15158,0,0,13,0,0,0,0,1,0,1,0,0,1.4,47907,0,0,0,0,692,91,0,0,115,Stoke,Watford,Southampton,Sunderland,West Brom,0,0,0,0,0,0,1.2,1.3,2.1,0.9,0.9,1.3,1.6,0.9,0.9,1.8,2.3,1.3,0.8,0.8,1,1.7,0.8,0.9,1.8,0.8,1.2,1,1.7,1.2
Paul,Robinson,GLK,BUR,4000000,0,0,0,0,0,0,27092,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,2.5,8696,0,0,0,0,0,325,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4800000,0,0,0,0,0,0,2621,0,0,0,0,0,0,0,0,124,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,543,0,110,0,0,0,54,0,0,0,Burnley,West Ham,Chelsea,Swansea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,5000000,0,3,0.125,2.5E-08,6E-07,0,4701,0,0,0,0,0,0,0,0.6,593,0,0,3,0,0.1,0,0.7,0,0,0,0,0,0.1,8057,0,0,0,0,19,468,0,0,8,Liverpool,Man City,Leicester,Burnley,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jay,Rodriguez,MID,SOU,6300000,1,11,0.458333333333333,7.27513227513228E-08,1.74603174603175E-06,0,14932,0,3,0,0,0,1,0,1.7,220,-2,0,11,2,0,0,0.3,2,0,0,0,0,0.2,3582,0,56,0,0,89,45,0,0,23,Man City,Chelsea,Hull City,Liverpool,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Rodwell,MID,SUN,4500000,2,14,2.3,5.11111111111111E-07,3.11111111111111E-06,0,57202,1,10,0,0,0,0,0,3.1,3763,0,0,14,0,0.2,0,1,1,0,0,0,1,1.3,64247,0,112,0,0,459,150,0,0,71,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,1.4,1.2,1.2,1.5,1.2,2.8,1.9,1.7,1.7,1.6,1.3,1.3,1.9,1.4,1.6,1.6,1.9,1.3,1.5,2.3,2.5,1.7,1.4,1.9,1.5,1.2,2.4,1.8,1.7,1.2
Marcos,Rojo,DEF,MUN,5200000,0,0,0,0,0,0,12891,0,0,0,0,0,0,0,0,327,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,841,0,192,0,0,0,64,0,0,0,Chelsea,Burnley,Swansea,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4800000,0,0,0,0,0,0,2334,0,0,0,0,0,0,0,0,103,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,447,0,40,0,0,0,19,0,0,0,Chelsea,Burnley,Swansea,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6700000,2,35,4.4,6.56716417910448E-07,5.22388059701493E-06,0,160310,0,8,0,0,0,3,0,5.2,27125,2,0,35,-2,0.6,0,4,5,0,2,0,1,5.6,267641,0,354,0,0,654,8121,0,0,93,Liverpool,Man City,Leicester,Burnley,Hull City,5.2,6,4.2,6.2,6.4,5.2,4.6,5.6,4.6,4.8,4.3,5.4,4,6.1,5.7,6,5.7,6.3,5.1,4.4,4.4,4.4,5.5,5.3,6.2,5.2,6.4,4.4,5.5,6.2
Wayne,Rooney,FWD,MUN,8700000,1,21,2.6,2.98850574712644E-07,2.41379310344828E-06,0,209319,3,7,0,0,0,1,0,2.4,7062,-3,0,21,3,0.1,0,1,1,0,2,0,2,2.8,98875,0,509,0,0,492,615,0,0,97,Chelsea,Burnley,Swansea,Arsenal,West Ham,2,3.1,3.1,2,2.7,1.9,2.3,2.6,2.4,3.1,2.3,2.6,3.1,2.5,3.1,1.8,2.4,2.4,3.2,1.9,2.7,2.5,2.3,2.7,2.6,1.9,2.8,2.1,1.7,2.4
Danny,Rose,DEF,TOT,5900000,0,26,6.5,1.10169491525424E-06,4.40677966101695E-06,0,179084,2,2,0,0,0,1,0,4.4,12292,-1,0,26,1,0.6,0,3.3,3,0,2,0,1,5.5,92383,0,346,0,1,360,4039,0,0,93,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,9.8,8.3,9.1,6.5,8.7,6.5,8.6,9.8,7.3,8.1,9.1,9.2,6.7,7.7,8.1,7.3,9.5,9.1,8.3,9.8,6.9,8.4,8.9,9.8,5.9,9,8,8,8.8
