FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Andros,Townsend,MID,CRY,6300000,2,26,3.3,5.23809523809524E-07,4.12698412698413E-06,0,173561,2,8,0,0,0,1,0,4.1,16975,-2,0,26,2,0.3,0,1.7,3,0,1,0,1,3.5,74051,0,315,0,1,700,1490,0,0,115,Leicester,Liverpool,Burnley,Man City,Swansea,2.9,2.1,2.7,2.4,3.6,2.9,3.5,3,2.6,3.3,2.2,2.7,2.8,2.8,2.2,3.7,2.9,3.3,2.9,2.5,2.7,2.3,2.5,1.7,4.2,1.8,3.8,2.2,2.3,3.3
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0,87,0,101,0,0,0,1,0,0,0,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Traore,MID,MID,4800000,1,2,0.0833333333333333,1.73611111111111E-08,4.16666666666667E-07,0,698,1,0,0,0,0,0,0,0.4,73,-2,1,2,2,0.1,0,0.3,0,0,0,0,0,0,1010,0,0,0,0,64,22,-1,0,11,Arsenal,Bournemouth,Man City,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Trippier,DEF,TOT,4800000,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,0,130,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,427,0,110,0,0,0,86,0,0,0,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Tymon,DEF,HUL,4000000,0,0,0,0,0,0,1279,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2526,0,0,0,0,0,416,0,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Ulloa,FWD,LEI,5700000,0,5,0.208333333333333,3.65497076023392E-08,8.7719298245614E-07,0,8115,0,2,0,0,0,0,0,0.9,362,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.2,2231,0,226,0,0,82,168,0,0,10,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,1866,0,0,0,0,0,0,0,0,65,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,493,0,0,0,0,0,4,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Valdes,GLK,MID,4500000,2,11,1.8,4E-07,2.44444444444444E-06,0,134355,0,10,0,10,0,0,0,2.4,5775,0,0,11,0,0.4,0,2,0,0,0,0,0,4.3,22985,0,0,0,0,540,579,0,0,69,Arsenal,Bournemouth,Man City,Chelsea,Leicester,2.6,1.9,1.1,1.1,0.9,1,1.4,2.1,1,1.2,1.1,1.5,1.5,2,1.2,1.5,1.1,2,2.1,1.3,0.9,1.6,1.7,1.6,2.2,1.3,1.1,1.1,1.5,2.1
Antonio,Valencia,DEF,MUN,5600000,7,30,3.8,6.78571428571429E-07,5.35714285714286E-06,0,192689,1,6,0,0,0,0,0,5.4,13596,1,0,30,-1,0.6,0,3.3,4,0,3,0,0,11.5,248429,0,186,0,1,691,9583,0,0,164,Chelsea,Burnley,Swansea,Arsenal,West Ham,3.2,5.2,4.3,5,5.1,3.4,5.1,5.2,4.3,4.6,3.5,5,5.5,4.8,3.9,2.9,3.9,3.3,5.7,4,4.1,4.4,4.1,4.1,4.1,3.5,3.8,5.2,4.2,4.9
Enner,Valencia,FWD,EVE,5300000,0,10,2,3.77358490566038E-07,1.88679245283019E-06,0,124142,0,4,0,0,0,0,0,1.9,6122,-2,1,10,2,0.1,0,0.3,0,0,1,0,1,2.2,82492,0,200,0,0,246,1699,-1,0,14,Burnley,West Ham,Chelsea,Swansea,Southampton,1.1,1.9,1.2,2,1.1,1.4,1.6,1.4,2.2,1,2.4,1.8,2.1,1.6,1.6,2.3,1.7,2.2,1,1.7,2.2,1.5,1.1,2.3,2.2,1.6,1.9,2,1.7,1.3
Patrick,van Aanholt,DEF,SUN,5000000,1,22,3.1,6.2E-07,4.4E-06,0,112122,0,12,0,0,0,2,0,4.4,17048,0,0,22,0,0.6,0,3,2,0,0,0,0,4.7,70672,0,369,0,1,524,1232,0,0,107,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,4,4.1,2.5,3,3.7,3.8,3.1,3.1,3,2.2,2.4,4.6,4.4,3.1,4,3.8,3.8,2.4,3.1,2.9,4.1,2.9,1.9,2.6,4.2,4.1,4.5,3.4,2.9,2.2
Mike,van der Hoorn,DEF,SWA,4300000,0,1,0.0416666666666667,9.68992248062015E-09,2.32558139534884E-07,0,5765,1,5,0,0,0,0,0,0.2,227,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,1239,0,0,0,0,180,111,0,0,17,Watford,Stoke,Man Utd,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil,van Dijk,DEF,SOU,5400000,2,27,3.4,6.2962962962963E-07,5E-06,0,192871,3,7,0,0,0,0,0,5,10943,-1,0,27,1,1,0,5.3,4,0,3,0,0,8.9,60048,0,452,0,1,720,9184,0,0,173,Man City,Chelsea,Hull City,Liverpool,Everton,2.4,3.8,3.6,5.1,3.8,4.1,3.2,3.9,2.7,4.7,4.1,2.5,2.6,4.5,3.3,4.8,3.1,4.7,3.1,3.2,3.2,5.1,4.5,3.3,3.8,2.3,3.6,3.8,3.1,5
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0,91,0,81,0,0,0,2,0,0,0,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie,Vardy,FWD,LEI,9700000,2,29,3.6,3.71134020618557E-07,2.98969072164948E-06,0,674158,0,14,0,0,0,2,0,3,61267,-3,0,29,3,0.2,0,1.7,3,0,3,0,1,10.9,134882,0,945,0,0,650,3360,0,0,98,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0,1.9,4.6,3,4.4,3.2,5.2,1.8,2.9,4.5,4.9,3.2,4.8,2.1,2.1,4.1,3.7,5.3,5.1,2.4,3.1,5.2,5.3,2.1,3.1,4.3,2.8,4.5,2.8,5.4
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,36,0,0,0,4,0,0,0,Chelsea,Burnley,Swansea,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5600000,1,31,3.9,6.96428571428571E-07,5.53571428571429E-06,0,50850,3,4,0,0,0,0,0,5.5,6615,1,0,31,-1,0.5,0,3,2,0,4,0,0,7.7,211170,0,335,0,0,720,32169,0,0,172,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,3.4,5.4,5,5.5,2.9,4.3,2.9,4.4,5.7,3.7,3.9,4.6,4.9,3.1,3.9,3.9,4.4,5.7,4.6,5,5.4,3.2,4.1,4.4,5.8,2.6,5.4,4.8,3.9,4.5
Sam,Vokes,FWD,BUR,6000000,6,26,3.3,5.5E-07,4.33333333333333E-06,0,36990,0,10,0,0,0,2,0,4.3,2428,0,0,26,0,0.6,0,3.3,3,0,2,0,0,1.1,52140,0,0,0,0,648,9108,0,0,72,Everton,Man Utd,Crystal Palace,West Brom,Man City,3.9,2,3.9,2.6,4.6,2.7,4.8,2.9,1.7,3.8,4.7,2.6,4.1,2.3,4.9,2.8,4.2,4,3.5,2.6,3,3.8,4.6,3,2,3.5,2.9,4,1.7,4.3
Michel,Vorm,GLK,TOT,5000000,0,9,0.375,7.5E-08,1.8E-06,0,17560,0,1,0,6,0,0,0,1.8,658,0,0,9,0,0,0,0,0,0,1,0,0,0.3,17428,0,3,0,0,236,47,0,0,51,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,21939,0,0,0,0,0,0,0,0.2,566,0,0,1,0,0,0,0,0,0,0,0,0,0.4,3875,0,0,0,0,3,17,0,0,3,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,8000000,13,55,6.9,8.625E-07,6.875E-06,0,95775,0,9,0,0,0,5,0,7.1,2953,5,-3,55,-5,1.1,1,9,4,0,3,0,3,20,789884,0,316,0,2,701,379616,3,0,174,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,8.4,9.2,7.8,9.2,10,8.3,8.7,8.1,6.9,7.8,7.7,6.9,9.8,10.3,8.2,7.2,7.4,7.7,5.9,10.4,8.4,7.5,7.6,9.1,10,9.2,7,8.9,8.5,8.5
Kyle,Walker,DEF,TOT,6100000,2,42,5.3,8.68852459016393E-07,6.88524590163934E-06,0,203400,2,3,0,0,0,0,0,7,10149,6,-1,42,-6,0.5,0,3,7,0,4,0,2,37.6,832840,0,461,0,1,657,62079,1,0,183,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,5.4,8,6.7,7.5,4.8,6.6,4.8,6.7,8,5.9,6.1,6.9,7.4,5,6,6.1,6,7.8,7,6.8,8,5.2,6.4,6.7,8,4.3,7.3,6.5,6,6.9
Jonathan,Walters,MID,STK,5700000,1,12,0.5,8.7719298245614E-08,2.10526315789474E-06,0,5759,0,10,0,0,0,0,0,2.1,207,-3,0,12,3,0.3,0,1.7,0,0,0,0,1,0.1,635,0,312,0,0,276,30,0,0,32,Hull City,Swansea,West Ham,Bournemouth,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Victor,Wanyama,MID,TOT,4900000,2,24,3,6.12244897959184E-07,4.89795918367347E-06,0,150877,2,4,0,0,0,1,0,4.9,12429,-1,1,24,1,0.4,0,2,3,0,3,0,0,3.9,197607,0,268,0,1,684,2679,-1,0,141,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,1.5,4.1,1.5,2.5,1.6,2.8,2.3,2.4,3.8,1.7,2.4,2.7,2.6,1.5,2.7,3.3,1.5,3,2.9,2.3,3,1.9,2.6,2.8,3.6,2,1.8,2,3.1,2.5
Joel,Ward,DEF,CRY,4900000,2,20,2.5,5.10204081632653E-07,4.08163265306122E-06,0,21890,1,9,0,0,0,0,0,4.1,1682,-1,0,20,1,0.8,0,3.7,3,0,0,0,1,0.9,13431,0,333,0,0,717,1421,0,0,128,Leicester,Liverpool,Burnley,Man City,Swansea,1.6,3.4,2,2,2.5,2.6,2.7,1.6,2,2.4,3.6,1.8,3.5,2,2.1,2.3,3.2,1.6,2.5,2.7,1.9,1.8,2.3,3.1,2.5,3.2,2.8,1.8,1.9,1.8
Stephen,Ward,DEF,BUR,4500000,1,20,2.5,5.55555555555556E-07,4.44444444444444E-06,0,4299,1,12,0,0,0,0,0,4.4,741,0,0,20,0,0.7,0,3,0,0,2,0,0,0.4,14200,0,0,0,0,720,1491,0,0,120,Everton,Man Utd,Crystal Palace,West Brom,Man City,2.6,1.2,3.1,1.7,2.6,2.4,3.7,2.7,1.7,2.2,2.9,1.2,3.1,2.8,3.1,1.6,2.6,1.9,1.7,2.4,1.6,3.2,3.7,1.6,1.2,2.1,2.3,2.8,1.3,3.7
James,Ward-Prowse,MID,SOU,5200000,1,14,0.583333333333333,1.12179487179487E-07,2.69230769230769E-06,0,8346,0,2,0,0,0,1,0,2.7,469,-3,0,14,3,0.5,0,2.7,0,0,0,0,1,0.2,1479,0,266,0,0,96,79,0,0,54,Man City,Chelsea,Hull City,Liverpool,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Marcin,Wasilewski,DEF,LEI,4000000,0,0,0,0,0,0,19582,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,1.1,14269,0,35,0,0,0,1811,0,0,0,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,5000000,2,19,2.4,4.8E-07,3.8E-06,0,5947,1,13,0,0,0,0,0,3.8,477,0,0,19,0,0.6,0,3,0,0,0,0,2,0.1,5232,0,185,0,0,526,77,0,0,51,West Ham,Arsenal,Bournemouth,Hull City,Liverpool,1.5,1.2,1.2,1.6,1.2,3,2,1.8,1.8,1.8,1.4,1.4,2,1.5,1.7,1.7,2,1.4,1.6,2.5,2.7,1.8,1.5,2.1,1.6,1.2,2.5,1.9,1.8,1.2
Ben,Watson,MID,WAT,4300000,1,-1,-0.0416666666666667,-9.68992248062015E-09,-2.32558139534884E-07,0,45482,0,0,0,0,0,0,0,-0.2,1584,-2,0,-1,2,0.1,0,0.3,0,0,0,0,0,0.8,4405,0,351,0,0,14,761,0,1,-3,Swansea,Hull City,Liverpool,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Weir,MID,HUL,4400000,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,13,-1,1,0,1,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,9,-1,0,0,Stoke,Watford,Southampton,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7400000,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,0,108,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,721,0,164,0,0,0,80,0,0,0,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4400000,3,16,2,4.54545454545455E-07,3.63636363636364E-06,0,19510,2,15,0,0,0,0,0,3.6,1485,-1,0,16,1,0.5,0,2,1,0,1,0,0,0.8,11685,0,432,0,0,696,1152,0,0,104,Hull City,Swansea,West Ham,Bournemouth,Watford,1.4,1.4,1,2,1.3,2.1,1,1.5,2.3,1,1,1.4,1.5,1.6,1.5,1.1,1.3,1,1.7,1,1.3,1.1,1,1,1.2,1.5,1.2,1,1,1
Connor,Wickham,FWD,CRY,5600000,1,8,1.6,2.85714285714286E-07,1.42857142857143E-06,0,39835,0,3,0,0,0,0,0,1.4,816,-4,0,8,4,0.1,0,0.7,0,0,0,0,0,0.4,8134,0,225,0,0,284,492,0,0,11,Leicester,Liverpool,Burnley,Man City,Swansea,0.9,1.4,0.9,1.3,1.6,1.1,1.9,0.8,1.1,1.3,1,1.2,1.4,1,0.8,1.4,1.3,0.9,1.2,0.9,1,1,0.9,0.8,1.5,1.2,1.4,1.2,1.4,0.9
Georginio,Wijnaldum,MID,LIV,7600000,0,20,0.833333333333333,1.09649122807018E-07,2.63157894736842E-06,0,105125,0,10,0,0,0,0,0,2.6,4513,-4,0,20,4,0.2,0,1.3,0,0,0,0,2,1.5,11741,0,630,0,0,605,125,0,0,113,West Brom,Crystal Palace,Watford,Southampton,Sunderland,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Ashley,Williams,DEF,EVE,5100000,1,20,2.9,5.68627450980392E-07,3.92156862745098E-06,0,114965,1,4,0,0,0,0,0,3.9,7073,1,0,20,-1,0.3,0,1.7,0,0,2,0,0,9.1,164309,0,487,0,0,550,8373,0,0,121,Burnley,West Ham,Chelsea,Swansea,Southampton,2.1,4,1.9,2.7,2.5,2.4,2.6,3.9,4.3,1.7,3,3.5,2.9,3.4,3.5,4.2,2.5,3.3,2.6,3.1,2.7,3.4,1.9,3.5,3.8,3.7,2.9,2.7,2.8,3.8
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,1,0,0,0,4,0,0,0,Leicester,Liverpool,Burnley,Man City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7300000,0,28,4.7,6.43835616438356E-07,3.83561643835616E-06,0,314828,1,8,0,0,0,2,0,3.8,22521,-2,0,28,2,0.5,0,4,5,0,2,0,0,4.4,107194,0,512,0,2,471,781,0,0,135,Man Utd,Southampton,Everton,Middlesbrough,Tottenham,0,0,5.6,6.1,5.1,3.1,5.1,5.3,4.6,6.6,5.7,3.2,4.2,4.8,2.5,3.7,3.9,5.4,4,5.4,4.2,5,4.9,3.1,4.7,5.7,3.9,6.2,4.1,6.7
Jack,Wilshere,MID,BOU,5900000,2,10,0.416666666666667,7.06214689265537E-08,1.69491525423729E-06,0,37741,2,7,0,0,0,0,0,1.7,4946,-1,0,10,1,0.3,0,2,0,0,1,0,0,0.8,55635,0,18,0,0,360,959,0,0,30,Tottenham,Middlesbrough,Sunderland,Stoke,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,2719,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0.1,330,0,1,0,0,0,22,0,0,0,Chelsea,Burnley,Swansea,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,4423,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0.4,13764,0,0,0,0,0,1698,0,0,0,Liverpool,Man City,Leicester,Burnley,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4700000,0,0,0,0,0,0,4493,0,0,0,0,0,0,0,0,113,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,474,0,131,0,0,0,130,0,0,0,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,0,2,0.0833333333333333,1.85185185185185E-08,4.44444444444444E-07,0,316,0,0,0,0,0,0,0,0.4,22,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,367,0,0,0,0,6,16,0,0,6,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,40094,1,5,0,0,0,0,0,0.2,855,0,0,1,0,0,0,0,0,0,0,0,0,0.3,721,0,330,0,0,180,2,0,0,23,Hull City,Swansea,West Ham,Bournemouth,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4776,0,0,0,0,0,1677,0,0,0,Leicester,Liverpool,Burnley,Man City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5300000,-1,14,0.583333333333333,1.10062893081761E-07,2.64150943396226E-06,0,189108,1,4,0,0,0,1,0,2.6,32824,-2,0,14,2,0.2,0,1,0,0,2,0,0,3.5,58501,0,0,0,0,408,549,0,1,81,Middlesbrough,Sunderland,Tottenham,Man Utd,Bournemouth,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Claudio,Yacob,MID,WBA,4400000,2,14,1.8,4.09090909090909E-07,3.18181818181818E-06,0,5584,4,8,0,0,0,0,0,3.2,355,-1,0,14,1,0.3,0,1.3,0,0,2,0,0,0.2,3857,0,286,0,0,698,200,0,0,83,Liverpool,Man City,Leicester,Burnley,Hull City,0.9,0.9,1,1.6,1.3,1.1,0.9,1.1,1.2,0.9,0.9,0.9,0.9,1.6,1.7,1.2,1,1.6,1,0.9,0.9,1.2,1.2,1.2,0.9,0.9,1.9,0.9,1,1.3
,Yaya Toure,MID,MCI,7600000,0,0,0,0,0,0,54587,0,0,0,0,0,0,0,0,425,-4,0,0,4,0,0,0,0,0,0,0,0,0.6,1245,0,525,0,0,0,70,0,0,0,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,12784,0,0,0,0,0,0,0,0,236,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,356,0,227,0,0,0,3,0,0,0,Bournemouth,Leicester,Arsenal,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,4300000,0,2,0.0833333333333333,1.93798449612403E-08,4.65116279069767E-07,0,8758,0,1,0,0,0,0,0,0.5,478,-2,0,2,2,0,0,0,0,0,0,0,0,0.3,2237,0,152,0,0,90,128,0,0,17,Man City,Chelsea,Hull City,Liverpool,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Young,MID,MUN,5200000,2,4,0.166666666666667,3.20512820512821E-08,7.69230769230769E-07,0,2284,1,2,0,0,0,0,0,0.8,71,-3,0,4,3,0.2,0,1,0,0,1,0,0,0.1,545,0,178,0,0,147,98,0,0,15,Chelsea,Burnley,Swansea,Arsenal,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pablo,Zabaleta,DEF,MCI,4800000,0,6,0.25,5.20833333333333E-08,1.25E-06,0,45505,1,4,0,0,0,0,0,1.3,5369,-2,0,6,2,0.1,0,0.7,0,0,0,0,0,1.3,19515,0,152,0,0,284,544,0,0,42,Southampton,West Brom,Middlesbrough,Crystal Palace,Burnley,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wilfried,Zaha,MID,CRY,5300000,2,21,3,5.66037735849057E-07,3.9622641509434E-06,0,90093,3,6,0,0,0,1,0,3.9,11399,-2,1,21,2,0.2,0,1.3,3,0,0,0,1,2.2,88220,0,353,0,0,565,1244,-1,0,80,Leicester,Liverpool,Burnley,Man City,Swansea,2.5,1.8,2.4,2,3.1,2.5,3,2.6,2.2,2.9,1.9,2.3,2.4,2.4,1.8,3.2,2.5,2.8,2.5,2.1,2.3,2,2.2,1.5,3.7,1.5,3.3,1.9,2,2.8
Simone,Zaza,FWD,WHU,6500000,2,6,1.2,1.84615384615385E-07,9.23076923076923E-07,0,31137,2,11,0,0,0,0,0,0.9,1116,-5,0,6,5,0.2,0,1.3,0,0,1,0,0,0.3,40717,0,0,0,0,341,5125,0,0,17,Sunderland,Everton,Stoke,Tottenham,Man Utd,0.9,0.6,0.9,0.6,0.6,0.6,0.7,0.9,0.9,1,0.6,0.6,0.6,0.8,0.9,0.6,0.7,0.8,0.7,0.6,1,1.2,0.6,0.8,0.8,0.6,0.7,0.6,0.9,0.6
Ron-Robert,Zieler,GLK,LEI,4400000,0,8,0.333333333333333,7.57575757575757E-08,1.81818181818182E-06,0,4363,0,5,0,5,0,0,0,1.8,353,-1,1,8,1,0.1,0,0.3,0,0,1,0,0,0.3,2420,0,0,0,0,214,76,-1,0,43,Crystal Palace,Tottenham,West Brom,Watford,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
