FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,22982,0,0,0,0,0,0,0,0.2,527,0,0,1,0,0,0,0,0,0,0,0,0,0.4,3922,0,0,0,0,3,29,0,0,3,Liverpool,Leicester,Stoke,West Brom,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,7800000,0,58,6.4,8.20512820512821E-07,7.43589743589744E-06,0,492669,0,9,0,0,0,5,0,7.3,294697,3,3,58,-3,0.7,1,5.3,4,0,4,0,3,13.3,918891,0,316,0,2,791,11337,-3,0,188,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0,8.4,9.2,7.1,7.3,7,6.6,7.2,6.7,6.5,8.8,8.8,7.7,6.4,6.9,7.5,5.4,9.6,8.4,6,7.4,8,9,8.5,6.7,8.4,7.8,7.8
Kyle,Walker,DEF,TOT,6100000,3,51,5.1,8.36065573770492E-07,8.36065573770492E-06,0,246922,2,4,0,0,0,0,0,8.4,35431,6,0,51,-6,0.6,0,3.7,8,0,5,0,2,38.4,912771,0,461,0,1,837,30984,0,0,234,Arsenal,West Ham,Chelsea,Swansea,Man Utd,6.7,7.6,4.9,6.5,4.7,6.5,7.6,6.2,5.8,6.6,6.9,4.9,5.9,6.2,6,7.2,6.8,6.6,7.3,5.2,6.1,6.8,7.6,3.8,6.9,6,6.2,6.6
Jonathan,Walters,MID,STK,5600000,1,13,0.433333333333333,7.73809523809524E-08,2.32142857142857E-06,0,6216,0,10,0,0,0,0,0,2.3,214,-4,1,13,4,0.1,0,0.7,0,0,0,0,1,0.1,704,0,312,0,0,288,37,-1,0,34,West Ham,Bournemouth,Watford,Burnley,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Victor,Wanyama,MID,TOT,4800000,1,28,2.8,5.83333333333333E-07,5.83333333333333E-06,0,172147,3,5,0,0,0,1,0,5.7,12421,-2,1,28,2,0.4,0,2,3,0,4,0,0,3.5,203660,0,268,0,1,860,2745,-1,0,179,Arsenal,West Ham,Chelsea,Swansea,Man Utd,1.5,2.5,1.4,2.5,2.1,2.3,3.2,1.8,2.1,2.2,2.4,1.4,2.5,2.8,1.4,2.4,2.7,1.9,2.4,1.8,2.3,2.6,3.4,2,1.5,1.6,3,2.3
Joel,Ward,DEF,CRY,4900000,0,21,2.1,4.28571428571429E-07,4.28571428571429E-06,0,25759,1,16,0,0,0,0,0,4.3,1796,-1,0,21,1,0.2,0,1,3,0,0,0,1,0.9,14549,0,333,0,0,897,722,0,0,159,Burnley,Man City,Swansea,Southampton,Hull City,1.5,1.3,1.8,2,2.1,1.4,1.6,1.7,3,1.5,2.6,1.6,1.6,1.9,2.2,1.4,2,2,1.6,1.4,2,2.6,1.7,2.6,2.1,1.4,1.5,1.3
Stephen,Ward,DEF,BUR,4500000,1,23,2.3,5.11111111111111E-07,5.11111111111111E-06,0,8007,1,13,0,0,0,0,0,5.1,2678,0,0,23,0,0.3,0,1.3,0,0,2,0,0,0.4,14667,0,0,0,0,845,124,0,0,137,Crystal Palace,West Brom,Man City,Stoke,Bournemouth,0,1.7,1.9,2,3.4,2.4,1.6,2.1,2.6,1.2,2.7,2.8,2.4,1.5,2.2,1.8,1.6,2.4,1.5,2.8,2.9,1.4,1.2,2,2.2,2.4,1.4,3.4
James,Ward-Prowse,MID,SOU,5100000,0,15,0.5,9.80392156862745E-08,2.94117647058824E-06,0,9089,0,2,0,0,0,1,0,2.9,380,-4,0,15,4,0.1,0,0.7,0,0,0,0,1,0.2,1588,0,266,0,0,104,65,0,0,60,Hull City,Liverpool,Everton,Crystal Palace,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marcin,Wasilewski,DEF,LEI,4000000,0,0,0,0,0,0,22121,0,0,0,0,0,0,0,0,1352,0,0,0,0,0,0,0,0,0,0,0,0,1.1,16379,0,35,0,0,0,1383,0,0,0,West Brom,Watford,Middlesbrough,Sunderland,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,4900000,5,27,2.7,5.51020408163265E-07,5.51020408163265E-06,0,6737,1,17,0,0,0,0,0,5.5,382,-1,0,27,1,0.7,0,3.3,0,0,1,0,3,0.1,6360,0,185,0,0,683,974,0,0,77,Bournemouth,Hull City,Liverpool,Leicester,Swansea,1.4,2.1,1.4,3.5,2.2,2,2.4,2.1,1.7,1.7,2.2,2.1,2.1,1.9,2.2,1.5,1.8,2.4,3,2,2,2.7,2.3,1.4,3.1,2.3,2.4,1.4
Ben,Watson,MID,WAT,4300000,0,-1,-0.0333333333333333,-7.75193798449612E-09,-2.32558139534884E-07,0,48400,0,0,0,0,0,0,0,-0.2,1525,-2,0,-1,2,0.1,0,0.3,0,0,0,0,0,0.7,5651,0,351,0,0,14,766,0,1,-3,Liverpool,Leicester,Stoke,West Brom,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Weir,MID,HUL,4400000,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,35,0,0,0,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7400000,0,0,0,0,0,0,2563,0,0,0,0,0,0,0,0,90,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,843,0,164,0,0,0,46,0,0,0,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4400000,2,21,2.1,4.77272727272727E-07,4.77272727272727E-06,0,22780,2,16,0,0,0,0,0,4.8,2004,-1,0,21,1,0.6,0,2.7,1,0,2,0,0,0.8,17649,0,432,0,0,876,4232,0,0,136,West Ham,Bournemouth,Watford,Burnley,Arsenal,1.1,2.1,1.4,2,1,1.4,2.4,1,1,1.6,1.7,1.8,1.6,1.4,1.3,1,1.7,1,1.2,1.4,1.2,1,1.3,1.6,1.5,1,1,1.2
Connor,Wickham,FWD,CRY,5600000,0,8,1.6,2.85714285714286E-07,1.42857142857143E-06,0,41646,0,3,0,0,0,0,0,1.4,936,-4,0,8,4,0.1,0,0.3,0,0,0,0,0,0.4,8710,0,225,0,0,284,320,0,0,11,Burnley,Man City,Swansea,Southampton,Hull City,0.9,1.2,1.4,1.1,1.9,0.9,1,1,1,1.2,1.1,1.1,0.8,1.5,1.1,0.9,1.3,1,0.9,0.8,1.1,0.8,1.5,1.2,1.3,1.2,1.5,0.9
Georginio,Wijnaldum,MID,LIV,7600000,1,22,0.733333333333333,9.64912280701754E-08,2.89473684210526E-06,0,110478,0,11,0,0,0,0,0,2.9,2767,-4,0,22,4,0.1,0,0.7,0,0,0,0,2,1.4,12238,0,630,0,0,632,238,0,0,122,Watford,Southampton,Sunderland,Bournemouth,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Ashley,Williams,DEF,EVE,5100000,7,28,3.1,6.07843137254902E-07,5.49019607843137E-06,0,140214,1,6,0,0,0,0,0,5.5,11267,1,0,28,-1,0.6,0,3,1,0,3,0,0,8.7,174079,0,487,0,0,730,6386,0,0,165,Chelsea,Swansea,Southampton,Man Utd,Watford,2.1,3.3,2.9,3.1,2.6,4.3,4.6,1.6,3.1,4,2.9,3.6,3.3,4.6,2.5,3.8,2.8,3.6,3.3,3.5,2,3.6,4.1,3.5,3.4,2.8,3.5,3.9
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,0,0,0,6,0,0,0,Burnley,Man City,Swansea,Southampton,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7200000,1,30,3.8,5.27777777777778E-07,4.16666666666667E-06,0,333560,1,8,0,0,0,2,0,4.2,10994,-3,0,30,3,0.1,0,0.7,5,0,2,0,0,4.1,112665,0,512,0,2,497,2313,0,0,143,Everton,Middlesbrough,Tottenham,Man City,West Brom,4.2,3.9,3.7,2.4,3.8,4,3.2,5.1,3.9,2.5,3.3,3.7,1.9,2.6,2.9,4,2.7,4.2,3.1,3.5,3.2,2.4,3.5,3.9,2.6,4.3,3.4,5
Jack,Wilshere,MID,BOU,5900000,2,15,0.5,8.47457627118644E-08,2.54237288135593E-06,0,43676,2,9,0,0,0,0,0,2.5,3240,-1,0,15,1,0.4,0,2.3,0,0,2,0,0,0.8,59922,0,18,0,0,540,2565,0,0,58,Sunderland,Stoke,Arsenal,Liverpool,Burnley,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,2824,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0.1,369,0,1,0,0,0,24,0,0,0,Swansea,Arsenal,West Ham,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,5744,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16265,0,0,0,0,0,1642,0,0,0,Leicester,Burnley,Hull City,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4600000,0,0,0,0,0,0,4784,0,0,0,0,0,0,0,0,151,-4,1,0,4,0,0,0,0,0,0,0,0,0.1,589,0,131,0,0,0,57,-1,0,0,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,1,3,0.1,2.22222222222222E-08,6.66666666666667E-07,0,367,0,0,0,0,0,0,0,0.7,30,0,0,3,0,0.1,0,0.3,0,0,0,0,0,0,404,0,0,0,0,10,25,0,0,8,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,41368,1,5,0,0,0,0,0,0.2,531,0,0,1,0,0,0,0,0,0,0,0,0,0.3,728,0,330,0,0,180,6,0,0,23,West Ham,Bournemouth,Watford,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,1983,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6198,0,0,0,0,0,976,0,0,0,Burnley,Man City,Swansea,Southampton,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5200000,0,14,0.466666666666667,8.97435897435897E-08,2.69230769230769E-06,0,209313,1,4,0,0,0,1,0,2.7,5862,-3,0,14,3,-0.1,0,-0.3,0,0,2,0,0,3,60108,0,0,0,0,408,1179,0,1,81,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Claudio,Yacob,MID,WBA,4400000,0,14,1.6,3.63636363636364E-07,3.18181818181818E-06,0,6733,5,10,0,0,0,0,0,3.2,353,-1,0,14,1,0.2,0,0.7,0,0,2,0,0,0.2,4036,0,286,0,0,743,144,0,0,89,Leicester,Burnley,Hull City,Watford,Chelsea,0.9,1.2,1.1,0.9,0.8,0.9,1.1,0.8,0.8,0.8,0.8,1.3,1.2,0.8,0.8,1.3,0.8,0.8,0.8,1,1,0.8,0.8,0.8,1.5,0.8,0.8,1.1
,Yaya Toure,MID,MCI,7600000,0,0,0,0,0,0,55378,0,0,0,0,0,0,0,0,397,-4,0,0,4,0,0,0,0,0,0,0,0,0.6,1394,0,525,0,0,0,105,0,0,0,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,13175,0,0,0,0,0,0,0,0,202,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,363,0,227,0,0,0,4,0,0,0,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya,Yoshida,DEF,SOU,4300000,0,2,0.0666666666666667,1.55038759689922E-08,4.65116279069767E-07,0,9593,0,1,0,0,0,0,0,0.5,395,-2,0,2,2,0,0,0,0,0,0,0,0,0.3,2482,0,152,0,0,90,170,0,0,17,Hull City,Liverpool,Everton,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Young,MID,MUN,5200000,0,4,0.133333333333333,2.56410256410256E-08,7.69230769230769E-07,0,2522,1,2,0,0,0,0,0,0.8,128,-3,0,4,3,0.1,0,0.7,0,0,1,0,0,0.1,698,0,178,0,0,147,69,0,0,15,Swansea,Arsenal,West Ham,Everton,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pablo,Zabaleta,DEF,MCI,4700000,0,6,0.2,4.25531914893617E-08,1.27659574468085E-06,0,52851,1,4,0,0,0,0,0,1.3,2163,-3,0,6,3,0,0,0,0,0,0,0,0,1.1,21141,0,152,0,0,284,1543,0,0,42,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wilfried,Zaha,MID,CRY,5300000,5,32,3.6,6.79245283018868E-07,6.0377358490566E-06,0,100646,3,13,0,0,0,1,0,6,5016,-2,0,32,2,0.8,0,4.3,4,0,0,0,3,2.2,101091,0,353,0,0,745,9008,0,0,132,Burnley,Man City,Swansea,Southampton,Hull City,3.1,2.5,3.9,3.2,3.9,3.8,2.8,3.6,2.6,3.3,2.9,3.4,2.6,4.3,3.3,3.6,3.6,3,3.4,2.5,3.1,2,4.8,2,4.1,2.6,3,3.6
Simone,Zaza,FWD,WHU,6500000,1,9,1.3,2E-07,1.38461538461538E-06,0,37534,2,12,0,0,0,0,0,1.4,2701,-5,0,9,5,0.3,0,1.7,0,0,2,0,0,0.2,42496,0,0,0,0,429,698,0,0,21,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0.9,0.6,0.6,0.6,0.7,1.1,1.2,0.8,0.6,0.8,1,0.6,1,0.6,0.9,0.6,0.8,0.6,1.2,1.2,0.6,1,0.9,0.9,0.7,0.8,1.1,0.6
Ron-Robert,Zieler,GLK,LEI,4400000,0,8,0.266666666666667,6.06060606060606E-08,1.81818181818182E-06,0,5028,0,5,0,5,0,0,0,1.8,379,-1,0,8,1,0,0,0,0,0,1,0,0,0.4,7143,0,0,0,0,214,4682,0,0,43,West Brom,Watford,Middlesbrough,Sunderland,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0,0,0,0,2256,0,0,0,0,0,0,0,0,26,-2,0,0,2,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,5,0,0,0,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt,Zouma,DEF,CHE,5300000,0,0,0,0,0,0,5808,0,0,0,0,0,0,0,0,180,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,865,0,185,0,0,0,72,-1,0,0,Everton,Middlesbrough,Tottenham,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Zuniga,DEF,WAT,4400000,1,24,0.8,1.81818181818182E-07,5.45454545454545E-06,0,48605,0,3,0,0,0,1,0,5.5,8030,-1,0,24,1,0.6,0,2.7,2,0,1,0,1,2.3,99982,0,0,0,1,250,2088,0,0,99,Liverpool,Leicester,Stoke,West Brom,Everton,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.7,0.5,0.4,0.7,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4
