FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Nathaniel,Clyne,DEF,LIV,5600000,1,27,2.7,4.82142857142857E-07,4.82142857142857E-06,0,190162,0,13,0,0,0,0,0,4.8,12210,1,0,27,-1,0.7,0,4,3,0,1,0,1,10,172894,0,387,0,1,900,12229,0,0,168,Watford,Southampton,Sunderland,Bournemouth,West Ham,2.8,2.5,3.1,2.1,4,2.1,1.6,3.4,2.3,2.2,1.6,2.6,2.7,2.6,3.3,1.4,3.7,3.3,1.7,2.8,4,2.8,2.5,3.3,2.2,3.2,3.1,2.5
Seamus,Coleman,DEF,EVE,5500000,6,29,4.1,7.45454545454545E-07,5.27272727272727E-06,0,116293,2,6,0,0,0,1,0,5.3,9756,0,0,29,0,0.4,0,2.3,4,0,2,0,0,4.7,169005,0,327,0,1,630,6078,0,0,139,Chelsea,Swansea,Southampton,Man Utd,Watford,3.3,4.9,4.4,4.7,4,5.6,6.1,2.4,4.7,5.7,4.4,5.1,4.8,6.1,3.9,5.6,4.2,5.2,4.9,4.6,3.1,5.3,5.9,4.6,5,4.2,5.2,5.2
James,Collins,DEF,WHU,4400000,0,17,2.8,6.36363636363636E-07,3.86363636363636E-06,0,234306,1,14,0,0,0,1,0,3.9,20948,-1,0,17,1,0,0,0,2,0,1,0,0,6.2,313198,0,217,0,1,540,1281,0,0,114,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,3.6,2.5,1.8,3.8,3.2,3.5,2.8,2.5,1.4,2.6,3.5,2.2,2.4,2.6,3,2.3,2.8,2.2,3,2.8,3.7,2.8,2.4,2.9,3,3.5,4.2,2
Lewis,Cook,MID,BOU,4300000,0,2,0.0666666666666667,1.55038759689922E-08,4.65116279069767E-07,0,15220,0,3,0,0,0,0,0,0.5,1209,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,6081,0,0,0,0,80,106,0,0,10,Sunderland,Stoke,Arsenal,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Cook,DEF,BOU,4900000,1,38,3.8,7.75510204081633E-07,7.75510204081633E-06,0,12202,1,14,0,0,0,1,0,7.8,2023,-1,0,38,1,1.2,0,6,6,0,3,0,0,1.3,35372,0,443,0,1,900,11857,0,0,207,Sunderland,Stoke,Arsenal,Liverpool,Burnley,5.4,3.6,4,5.7,2.3,5.1,5.5,2.2,2.9,5.5,3.3,5,5.6,2,4.3,3.2,2,5.7,4.8,3.1,3.4,4.8,3,4.6,2.8,5.7,5.6,1.9
Francis,Coquelin,MID,ARS,4300000,2,14,0.466666666666667,1.08527131782946E-07,3.25581395348837E-06,0,67989,2,7,0,0,0,0,0,3.3,4408,-2,0,14,2,0.5,0,2,0,0,2,0,0,2.2,56671,0,246,0,0,592,10534,0,0,77,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Cork,MID,SWA,4700000,1,17,1.9,4.04255319148936E-07,3.61702127659574E-06,0,3243,1,14,0,0,0,0,0,3.5,187,-3,1,17,3,0.2,0,1,0,0,1,0,0,0.1,1041,0,376,0,0,672,15,-1,0,124,Man Utd,Everton,Crystal Palace,Tottenham,Sunderland,1.4,1,1,1,1.6,1.3,1.5,1.1,1.7,1.2,1,1,1.1,1,2,1,1.6,1.5,1,1.3,1,1,1.3,1.1,1.3,1.2,1.6,1.1
,Costa,FWD,CHE,10400000,7,64,6.4,6.15384615384615E-07,6.15384615384615E-06,0,371681,4,9,0,0,0,8,0,6.2,26963,9,-1,64,-9,0.6,0,6,10,0,5,0,2,39.7,1561621,0,533,0,2,874,121575,1,0,241,Everton,Middlesbrough,Tottenham,Man City,West Brom,9.3,7.8,8.8,7.9,8.8,7.7,8.2,9.6,9.1,6.7,6.9,8.5,7.5,7.9,6.9,8.8,7.5,8.5,7.9,8.8,9.1,6.2,6.9,9.2,6.9,8.5,8.2,9.3
Thibaut,Courtois,GLK,CHE,5500000,6,39,3.9,7.09090909090909E-07,7.09090909090909E-06,0,151400,1,9,0,17,0,0,0,7.1,6033,0,0,39,0,1.1,0,6.3,0,0,5,0,0,8.9,113171,0,230,0,0,900,17992,0,0,164,Everton,Middlesbrough,Tottenham,Man City,West Brom,4.7,3.8,5.4,3.2,4.8,4,5,5.8,5.5,4.2,2.4,4.5,4.6,5.3,3.5,4.5,4.6,4.7,4.8,5.3,4,3.7,3.1,5.3,3,4.3,4.4,5.1
Philippe,Coutinho,MID,LIV,8600000,8,64,6.4,7.44186046511628E-07,7.44186046511628E-06,0,563784,1,10,0,0,0,4,0,7.5,8078,6,-2,64,-6,0.8,0,7,9,0,2,0,5,44.7,1516054,0,459,0,2,751,229990,2,0,247,Watford,Southampton,Sunderland,Bournemouth,West Ham,8.6,6.5,9.3,5.5,8.3,8.1,5.9,8.2,7,7.6,7.4,8.4,7.6,7.9,7.9,6.8,6,9.6,5.6,8.7,9.6,6.7,7.4,7.6,7.3,8.2,6,8.9
Aaron,Cresswell,DEF,WHU,5300000,1,7,0.233333333333333,4.40251572327044E-08,1.32075471698113E-06,0,9245,0,2,0,0,0,0,0,1.3,448,-2,0,7,2,0.4,0,2.3,0,0,1,0,1,0.4,8472,0,514,0,0,164,2543,0,1,35,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Peter,Crouch,FWD,STK,4800000,1,5,0.166666666666667,3.47222222222222E-08,1.04166666666667E-06,0,25315,0,2,0,0,0,0,0,1,1286,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0.6,12284,0,47,0,0,112,1257,0,0,11,West Ham,Bournemouth,Watford,Burnley,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Cuadrado,MID,CHE,6900000,0,0,0,0,0,0,51138,0,0,0,0,0,0,0,0,501,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,634,0,8,0,0,0,7,0,0,0,Everton,Middlesbrough,Tottenham,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Cullen,MID,WHU,4400000,0,0,0,0,0,0,3727,0,0,0,0,0,0,0,0,142,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,696,0,0,0,0,0,33,0,0,0,Stoke,Tottenham,Man Utd,Arsenal,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,5000000,1,39,3.9,7.8E-07,7.8E-06,0,75052,1,14,0,0,0,1,0,7.8,7581,0,0,39,0,1.3,0,6.7,4,0,3,0,1,6.5,160840,0,491,0,1,900,41695,0,0,206,Sunderland,Stoke,Arsenal,Liverpool,Burnley,5.5,3.7,4.1,5.8,2.4,5.3,5.7,2.2,3.1,5.7,3.5,5.2,5.8,2.1,4.5,3.3,2.1,5.8,5,3.3,3.5,5,3.1,4.8,2.9,5.8,5.8,2
Scott,Dann,DEF,CRY,5400000,0,22,3.7,6.85185185185185E-07,4.07407407407407E-06,0,200720,1,9,0,0,0,2,0,4.1,5450,-1,0,22,1,0,0,0,1,0,0,0,0,3.9,72211,0,480,0,1,540,2012,0,0,108,Burnley,Man City,Swansea,Southampton,Hull City,3.7,3.3,4.3,4.5,4.7,3.5,3.8,4.1,5.3,3.7,4.8,3.9,3.9,4.3,4.9,3.5,4.5,4.6,3.9,3.4,4.5,4.6,4,4.8,4.7,3.4,3.7,3.3
Tendayi,Darikwa,DEF,BUR,4300000,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,58,-2,0,0,2,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,40,0,0,0,Crystal Palace,West Brom,Man City,Stoke,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5000000,7,7,0.233333333333333,4.66666666666667E-08,1.4E-06,0,50424,0,0,0,0,0,0,0,1.4,607,-5,0,7,5,0.5,0,2.3,1,0,1,0,0,0.7,6317,0,257,0,0,90,5536,0,0,30,Swansea,Arsenal,West Ham,Everton,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,David Luiz,DEF,CHE,6000000,6,25,4.2,7E-07,4.16666666666667E-06,0,25533,1,5,0,0,0,0,0,4.2,1970,0,0,25,0,0.9,0,5.7,0,0,4,0,0,1.6,64162,0,0,0,0,540,10335,0,0,142,Everton,Middlesbrough,Tottenham,Man City,West Brom,5.2,4.2,5.9,3.6,5.3,4.5,5.4,6.3,6,4.6,2.7,5,4.9,5.7,3.9,5,4.9,5.2,5.2,5.7,4.5,4.2,3.5,5.8,3.4,4.7,4.9,5.6
Ben,Davies,DEF,TOT,4800000,0,10,0.333333333333333,6.94444444444444E-08,2.08333333333333E-06,0,9509,1,2,0,0,0,0,0,2,1106,-2,1,10,2,0.1,0,0.7,0,0,1,0,0,0.3,6217,0,192,0,0,284,124,-1,0,56,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,5000000,2,20,2,4E-07,4E-06,0,71868,1,23,0,0,0,0,0,4,5042,0,0,20,0,0.1,0,0.7,3,0,1,0,1,2.3,96307,0,0,0,1,900,307,0,0,192,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,1.7,1.7,1.4,1.6,1.8,1.8,2.5,1.1,1.4,1.9,2.4,1.4,1.3,2.5,2.9,1.8,1,1.3,1.3,2.5,1.2,1.3,2.1,1.4,1.9,1.6,2.3,1.8
Tom,Davies,MID,EVE,4400000,0,2,0.0666666666666667,1.51515151515152E-08,4.54545454545455E-07,0,1224,0,0,0,0,0,0,0,0.5,92,-1,0,2,1,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,18,60,0,0,6,Chelsea,Swansea,Southampton,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Davis,MID,SOU,5200000,2,25,2.5,4.80769230769231E-07,4.80769230769231E-06,0,30411,1,10,0,0,0,0,0,4.8,1161,-3,0,25,3,0.6,0,3,0,0,3,0,1,0.6,3356,0,535,0,0,876,411,0,0,157,Hull City,Liverpool,Everton,Crystal Palace,Middlesbrough,2.1,1.4,2.1,1.7,2.2,1.6,1.2,1.8,1.9,1.4,1.6,3.1,2,2,2.2,1.2,1.9,2.4,1.3,2.8,1.7,1.9,1.5,1.2,1.8,1.2,2.2,1.9
Craig,Dawson,DEF,WBA,4900000,-1,20,2,4.08163265306122E-07,4.08163265306122E-06,0,50366,4,14,0,0,0,0,0,4.1,3606,-1,0,20,1,0.1,0,0.7,1,0,2,0,0,1.7,10318,0,433,0,0,900,231,0,0,129,Leicester,Burnley,Hull City,Watford,Chelsea,1,1.9,1.9,1.5,1.3,1.4,1.3,2.8,1.8,1.4,1.7,1.7,1.5,2,2.4,2.5,1.9,1.2,2.4,1.2,1.6,1.8,2.7,1.3,1.6,1.4,1.4,1.7
Michael,Dawson,DEF,HUL,4400000,0,1,0.5,1.13636363636364E-07,2.27272727272727E-07,0,966,0,3,0,0,0,0,0,0.2,92,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0,1111,1,0,0,0,180,362,0,0,23,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
Kevin,De Bruyne,MID,MCI,10700000,4,54,6,5.60747663551402E-07,5.04672897196262E-06,0,695719,1,7,0,0,0,2,0,5,17668,2,0,54,-2,0.2,1,1.7,9,0,1,0,7,9.9,793273,0,546,0,2,668,51446,0,0,220,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,7.8,6.8,6.4,6.5,6.9,7.6,5,7.7,4.4,8.6,5.9,6.8,5.9,7.4,5.4,8.2,7.6,7.1,5.8,5.6,5.3,6.8,6.4,7.1,7.9,6.6,9,7.2
David,de Gea,GLK,MUN,5500000,6,36,3.6,6.54545454545455E-07,6.54545454545455E-06,0,455491,0,12,0,24,0,0,0,6.5,33711,0,0,36,0,0.9,0,4.7,1,0,4,0,0,38.8,210075,0,368,0,0,900,9578,0,0,168,Swansea,Arsenal,West Ham,Everton,Tottenham,3.7,4.8,5.3,2.8,4.8,4.7,4,4.5,3.7,4.3,5.3,4.4,3.9,2.2,4.1,2.9,5.4,3.9,3.4,4.2,4.1,3.6,4,3.1,3.9,4.8,3.8,4.8
Ritchie,de Laet,DEF,LEI,4400000,0,0,0,0,0,0,5419,0,0,0,0,0,0,0,0,92,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,202,0,129,0,0,0,2,0,0,0,West Brom,Watford,Middlesbrough,Sunderland,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos,De Pena,MID,MID,4300000,0,0,0,0,0,0,7059,0,0,0,0,0,0,0,0,489,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,8371,0,0,0,0,0,168,0,0,0,Man City,Chelsea,Leicester,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marten,de Roon,MID,MID,4300000,0,11,0.366666666666667,8.52713178294574E-08,2.55813953488372E-06,0,8269,2,7,0,0,0,0,0,2.6,732,-2,0,11,2,0.3,0,1.3,0,0,1,0,0,0.2,6651,0,0,0,0,502,512,0,0,60,Man City,Chelsea,Leicester,Hull City,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Julien,de Sart,MID,MID,4300000,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,0,144,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1895,0,0,0,0,0,133,0,0,0,Man City,Chelsea,Leicester,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu,Debuchy,DEF,ARS,4700000,0,0,0,0,0,0,7676,0,0,0,0,0,0,0,0,321,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,1279,0,11,0,0,0,117,0,0,0,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Deeney,FWD,WAT,7100000,2,36,3.6,5.07042253521127E-07,5.07042253521127E-06,0,243548,3,13,0,0,0,3,0,5,82863,1,1,36,-1,0.3,0,2,4,0,3,0,1,7.3,344548,0,629,0,1,887,6076,-1,0,125,Liverpool,Leicester,Stoke,West Brom,Everton,3.8,4.9,4.1,4.2,4.1,4,4.5,4.2,3.7,3.8,3.6,2.8,3.5,4.5,3.1,4.6,4,3,4.4,5,4.1,3,4.3,5.1,4.6,3.1,3.1,4.3
Jermain,Defoe,FWD,SUN,7300000,7,49,4.9,6.71232876712329E-07,6.71232876712329E-06,0,414373,0,19,0,0,0,5,0,6.7,27737,3,0,49,-3,0.5,0,3.7,9,0,0,0,0,13.2,677003,0,595,0,2,892,45397,0,0,135,Bournemouth,Hull City,Liverpool,Leicester,Swansea,4.3,6.4,5.7,7.4,6.4,6,5.8,4.8,4.8,7.1,6.5,6.2,6,6.4,6.4,4.7,6.7,5.5,7,5.1,4.8,6,7,5.3,7.4,6.7,6.6,4.6
Steven,Defour,MID,BUR,6000000,0,33,1.1,1.83333333333333E-07,5.5E-06,0,22316,1,4,0,0,0,1,0,5.5,2074,0,0,33,0,0,0,0,6,0,3,0,3,0.3,27551,0,0,0,0,431,595,0,0,127,Crystal Palace,West Brom,Man City,Stoke,Bournemouth,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.7,0.9,0.5,0.6,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.6,0.5,0.6
Damien,Delaney,DEF,CRY,4900000,0,18,2,4.08163265306122E-07,3.6734693877551E-06,0,23354,1,11,0,0,0,0,0,3.7,1544,-1,1,18,1,0.2,0,1,0,0,1,0,0,0.7,7200,0,366,0,0,756,190,-1,0,124,Burnley,Man City,Swansea,Southampton,Hull City,1.4,1.2,1.7,1.8,1.9,1.3,1.4,1.6,2.8,1.4,2.5,1.5,1.5,1.7,2.1,1.3,1.8,1.9,1.5,1.3,1.8,2.4,1.6,2.4,1.9,1.3,1.4,1.2
Fabian,Delph,MID,MCI,4700000,0,2,0.0666666666666667,1.41843971631206E-08,4.25531914893617E-07,0,6050,0,1,0,0,0,0,0,0.4,146,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,1307,0,156,0,0,30,14,0,0,4,Middlesbrough,Crystal Palace,Burnley,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mousa,Dembele,MID,TOT,5400000,2,8,0.266666666666667,4.93827160493827E-08,1.48148148148148E-06,0,6482,1,2,0,0,0,0,0,1.5,676,-1,0,8,1,0.3,0,1.7,0,0,2,0,0,0.2,4473,0,473,0,0,279,320,0,0,59,Arsenal,West Ham,Chelsea,Swansea,Man Utd,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Denayer,DEF,SUN,4700000,0,4,0.133333333333333,2.83687943262411E-08,8.51063829787234E-07,0,2649,1,2,0,0,0,0,0,0.9,104,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,559,0,0,0,0,195,10,0,0,32,Bournemouth,Hull City,Liverpool,Leicester,Swansea,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Memphis,Depay,MID,MUN,7200000,1,3,0.1,1.38888888888889E-08,4.16666666666667E-07,0,6487,1,1,0,0,0,0,0,0.4,142,-3,0,3,3,0,0,0.3,0,0,0,0,0,0.2,651,0,259,0,0,24,35,0,0,6,Swansea,Arsenal,West Ham,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard,Deulofeu,MID,EVE,6000000,0,9,0.3,5E-08,1.5E-06,0,123512,0,3,0,0,0,0,0,1.5,1988,-5,1,9,5,0.1,0,0.7,0,0,0,0,0,1.1,17798,0,283,0,0,293,108,-1,0,31,Chelsea,Swansea,Southampton,Man Utd,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mohamed,Diame,MID,HUL,5500000,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,10,0,0,0,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,5100000,2,18,2,3.92156862745098E-07,3.52941176470588E-06,0,344464,1,4,0,0,0,0,0,3.5,9672,-4,1,18,4,0.4,0,2,0,0,4,0,0,5.5,18005,0,526,0,0,631,592,-1,0,87,Arsenal,West Ham,Chelsea,Swansea,Man Utd,1,1.5,1,1.5,1.2,1.3,1.9,1,1.2,1.2,1.4,1,1.5,1.6,1,1.4,1.6,1.1,1.4,1,1.3,1.6,2.1,1.2,1,1,1.8,1.4
Adama,Diomande,FWD,HUL,4600000,0,20,2.2,4.78260869565217E-07,4.34782608695652E-06,0,263353,0,9,0,0,0,1,0,4.3,36391,1,0,20,-1,0.2,0,0.7,2,0,2,0,0,5.9,371463,0,0,0,0,507,5001,0,0,58,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0,0,1.7,1.9,1.8,1.5,2,1.8,1.7,2.3,2.2,1.5,1.6,2,1.9,2,1.6,1.8,1.6,2,1.4,2.1,2,1.4,1.9,2.3,2.4,1.5
Mame Biram,Diouf,FWD,STK,5800000,0,9,1.5,2.58620689655172E-07,1.55172413793103E-06,0,23667,0,9,0,0,0,0,0,1.6,934,-2,0,9,2,0.1,0,0.3,0,0,0,0,0,0.4,8965,0,245,0,0,280,560,0,0,23,West Ham,Bournemouth,Watford,Burnley,Arsenal,0.9,1.4,0.8,1.2,0.9,1,1.4,1,0.8,0.9,1.2,0.9,1.1,1.1,1.1,0.8,0.9,1,0.9,0.8,0.8,1.3,1.4,1.2,1.3,0.8,0.8,0.9
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,1,0,0,0,Liverpool,Leicester,Stoke,West Brom,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papy,Djilobodji,DEF,SUN,4400000,-1,6,0.9,2.04545454545455E-07,1.36363636363636E-06,0,6551,2,15,0,0,0,0,0,1.4,395,-1,0,6,1,0,0,0,0,0,0,0,0,0.2,2331,0,0,0,0,589,48,0,0,89,Bournemouth,Hull City,Liverpool,Leicester,Swansea,0.4,0.4,0.7,0.5,0.4,0.4,0.5,0.4,0.4,0.9,0.6,0.4,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.9,0.8,0.9,0.5,0.4,0.4
Abdoulaye,Doucoure,MID,WAT,4700000,0,1,0.0333333333333333,7.09219858156028E-09,2.12765957446809E-07,0,775,0,1,0,0,0,0,0,0.2,31,-3,0,1,3,0,0,0,0,0,0,0,0,0,137,0,0,0,0,7,5,0,0,3,Liverpool,Leicester,Stoke,West Brom,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart,Downing,MID,MID,5200000,10,34,3.4,6.53846153846154E-07,6.53846153846154E-06,0,37751,1,11,0,0,0,1,0,6.5,1280,-3,0,34,3,0.8,0,4.3,3,0,2,0,2,0.6,12393,0,0,0,0,816,2335,0,0,163,Man City,Chelsea,Leicester,Hull City,Southampton,2.4,2.6,3.2,2.8,2.8,2.2,3.1,2.8,3.3,4.5,3.2,3,2.9,2.4,3.2,3,2.9,4,3.6,3.5,3.6,3.8,1.8,2.3,2.3,2.2,2.9,1.8
Luke,Dreher,MID,CRY,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,10,0,0,0,Burnley,Man City,Swansea,Southampton,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,LEI,5300000,2,28,2.8,5.28301886792453E-07,5.28301886792453E-06,0,234054,0,16,0,0,0,0,0,5.3,12507,-2,0,28,2,0.4,0,2,2,0,3,0,1,5.8,65631,0,592,0,0,888,2876,0,0,176,West Brom,Watford,Middlesbrough,Sunderland,Man City,2.7,1.6,3.1,2,2.2,1.4,1.4,2.9,2.8,1.9,2.4,1.4,1.4,3.2,1.8,2.1,2.6,1.4,1.4,2.7,3.6,1.4,1.5,2.6,1.6,2.9,1.4,3.6
Nathan,Dyer,MID,SWA,4700000,0,1,0.0333333333333333,7.09219858156028E-09,2.12765957446809E-07,0,6423,0,1,0,0,0,0,0,0.2,126,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,886,0,64,0,0,6,8,0,0,1,Man Utd,Everton,Crystal Palace,Tottenham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oviemuno,Ejaria,MID,LIV,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,8,0,0,0,Watford,Southampton,Sunderland,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Elmohamady,MID,HUL,4800000,2,15,1.7,3.54166666666667E-07,3.125E-06,0,18207,0,21,0,0,0,0,0,3.1,528,-2,0,15,2,0.4,0,2,0,0,1,0,0,0.3,6172,0,0,0,0,748,102,0,1,123,Southampton,Sunderland,West Brom,Middlesbrough,Crystal Palace,0.8,1.4,0.8,1.4,0.8,0.8,0.9,0.8,0.9,1.2,1.3,0.8,1.2,0.8,0.8,1.2,1.1,0.9,0.9,0.9,1,0.8,1,0.9,1,1.3,1.1,0.8
Mohamed,Elneny,MID,ARS,4600000,2,13,0.433333333333333,9.42028985507246E-08,2.82608695652174E-06,0,25204,0,6,0,0,0,0,0,2.8,642,-4,0,13,4,0.4,0,1.7,0,0,1,0,1,0.5,6888,0,134,0,0,284,671,0,0,72,Tottenham,Man Utd,Bournemouth,West Ham,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
