FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Almen,Abdi,MID,WAT,5000000,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,250,0,0,0,2,0,0,0,Leicester,Stoke,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Adam,MID,STK,4700000,2,5,0.151515151515152,3.22372662798195E-08,1.06382978723404E-06,0,3446,2,3,0,0,0,0,0,1.1,149,-3,0,5,3,0.3,0,1.3,0,0,0,0,0,0.1,1501,0,109,0,0,231,434,0,0,21,Bournemouth,Watford,Burnley,Arsenal,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albert,Adomah,MID,MID,5400000,0,3,1.5,2.77777777777778E-07,5.55555555555556E-07,0,9900,0,2,0,0,0,0,0,0.6,41,-1,0,3,1,0,0,0,0,0,0,0,0,0,639,0,0,0,0,122,3,0,0,6,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Adrian,GLK,WHU,5000000,2,37,3.4,6.8E-07,7.4E-06,0,66283,1,20,0,37,0,0,0,7.4,4308,0,0,37,0,0.7,0,3.3,3,0,3,0,0,2.7,51861,0,356,0,0,990,956,0,0,198,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,3.2,2.3,4.6,3.9,4.3,3.8,3.4,1.9,3.2,4.3,3.2,3.2,3.4,4,3.1,3.8,3.2,3.8,3.6,4.5,3.7,3,4.2,3.9,4.4,5.1,2.5
Ibrahim,Afellay,MID,STK,5400000,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,144,0,270,0,0,0,10,0,0,0,Bournemouth,Watford,Burnley,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benik,Afobe,FWD,BOU,5600000,1,7,1,1.78571428571429E-07,1.25E-06,0,20816,0,1,0,0,0,0,0,1.3,579,-4,0,7,4,0.2,0,1,0,0,0,0,0,0.3,4858,0,146,0,0,115,441,0,0,13,Stoke,Arsenal,Liverpool,Burnley,Leicester,0.5,0.5,0.9,0.5,0.9,0.7,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.7,0.5,0.5,0.8,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.7,0.8,0.5
Sergio,Aguero,FWD,MCI,13200000,6,61,6.8,5.15151515151515E-07,4.62121212121212E-06,0,1428362,2,8,0,0,0,8,0,4.7,27397,2,-1,61,-2,0.6,1,7.7,13,0,2,0,1,46.8,1561331,0,789,0,3,743,52406,1,0,243,Crystal Palace,Burnley,Chelsea,Leicester,Watford,9.3,8.1,8.9,8,9.3,8.2,9.4,8.4,10.2,8.1,9.3,8.5,8.8,7.7,9,8.9,9.2,9.8,9.1,7.6,8.8,8.7,8.8,9,8.9,10.2,8.6
Ola,Aina,DEF,CHE,4700000,0,1,0.0303030303030303,6.44745325596389E-09,2.12765957446809E-07,0,4206,0,0,0,0,0,0,0,0.2,88,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,386,0,0,0,0,9,32,0,0,3,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ake,DEF,BOU,4200000,0,2,0.0606060606060606,1.44300144300144E-08,4.76190476190476E-07,0,39370,0,2,0,0,0,0,0,0.5,1250,-3,0,2,3,0,0,0,0,0,0,0,0,0.9,5178,0,232,0,0,15,432,0,0,6,Stoke,Arsenal,Liverpool,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuba,Akpom,FWD,ARS,5100000,0,0,0,0,0,0,8307,0,0,0,0,0,0,0,0,142,-4,1,0,4,0,0,0,0,0,0,0,0,0.1,1115,0,0,0,0,0,51,-1,0,0,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Albrighton,MID,LEI,5100000,0,19,2.4,4.70588235294118E-07,3.72549019607843E-06,0,52175,0,9,0,0,0,0,0,3.7,1808,-4,0,19,4,0.1,0,0.3,0,0,4,0,0,0.8,8180,0,519,0,0,532,225,0,0,77,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,1.3,2.4,1.8,1.7,1.2,1.2,2.5,2.1,1.6,1.8,1.2,1.2,2.5,1.5,1.5,2,1.2,1.2,2.1,2.8,1.2,1.2,2,1.3,2.4,1.2,2.8
Toby,Alderweireld,DEF,TOT,6300000,0,31,3.9,6.19047619047619E-07,4.92063492063492E-06,0,521489,0,3,0,0,0,0,0,4.8,46813,-2,1,31,2,0,0,0,0,0,4,0,0,11.1,70057,0,598,0,0,689,344,-1,0,157,West Ham,Chelsea,Swansea,Man Utd,Hull City,0,3.1,4.5,2.9,4.7,5.2,4.2,3.8,4.6,4.8,3.2,3.6,4.4,4.5,5.6,5.1,4.8,5.3,3.1,4.2,4.9,5.8,2.4,5.3,4.5,3.9,4.4
Trent,Alexander-Arnold,MID,LIV,4400000,0,0,0,0,0,0,906,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,21,0,0,0,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Allen,MID,STK,5400000,1,56,5.1,9.44444444444444E-07,1.03703703703704E-05,0,105745,3,16,0,0,0,4,0,10.6,30043,4,-1,56,-4,0.8,0,4.3,9,0,3,0,2,19.4,796778,0,132,0,1,892,115478,1,0,243,Bournemouth,Watford,Burnley,Arsenal,Southampton,7,5.6,6.9,4.5,5.8,7.6,3.1,3.8,6.3,6.6,6.4,6.5,5.7,5.2,4.4,6.3,4.4,5,5.7,4.9,4.3,5.4,6.1,5.7,4.3,3.9,5.1
Bamidele,Alli,MID,TOT,8100000,0,42,4.2,5.18518518518519E-07,5.18518518518519E-06,0,362233,2,5,0,0,0,3,0,5.1,69324,-4,1,42,4,0.2,0,1.3,3,0,4,0,1,4.6,94557,0,666,0,0,801,920,-1,0,128,West Ham,Chelsea,Swansea,Man Utd,Hull City,0,0,4.7,4,4.3,5.6,3.4,3.8,4,4.3,2.9,4.8,5,2.1,4.5,5.2,3.7,4.7,3.3,4.3,5,5.6,3.9,3.1,3.1,5.2,4
Marcos,Alonso,DEF,CHE,6100000,13,40,1.21212121212121,1.98708395429707E-07,6.55737704918033E-06,0,6412,1,0,0,0,0,1,0,6.7,2640,1,-2,40,-1,1.5,0,9,1,0,5,0,1,4.5,178185,0,0,0,1,486,139476,2,0,159,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,0.6,1,0.6,0.8,0.6,0.8,1.3,1.1,0.6,0.6,0.8,1,1.3,0.6,0.7,1,0.8,0.8,0.9,0.6,0.6,0.6,1,0.6,0.7,0.7,0.7
Daniel,Amartey,MID,LEI,4500000,0,18,2.3,5.11111111111111E-07,4E-06,0,5615,1,12,0,0,0,0,0,4,597,0,0,18,0,0.1,0,0.3,0,0,2,0,1,0.2,7489,0,23,0,0,567,229,0,0,89,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,1.2,2.2,1.7,1.5,1.2,1.2,2.3,2,1.5,1.7,1.2,1.2,2.3,1.4,1.4,1.8,1.2,1.2,2,2.7,1.2,1.2,1.9,1.2,2.2,1.2,2.6
Jordi,Amat,DEF,SWA,4100000,0,11,1.4,3.41463414634146E-07,2.68292682926829E-06,0,173996,3,15,0,0,0,0,0,2.7,21507,1,0,11,-1,0,0,0,0,0,1,0,0,13,312545,0,63,0,0,720,6464,0,0,126,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0.7,1,0.9,0.8,1.1,0.9,1.6,1.4,1.2,1.4,1.4,1,0.7,0.8,0.7,1,1.1,0.9,0.7,1,1.5,0.9,1.1,0.7,0.9,0.8,0.9
Nordin,Amrabat,MID,WAT,5000000,5,28,2.8,5.6E-07,5.6E-06,0,7373,2,17,0,0,0,0,0,5.6,295,0,0,28,0,0.7,0,3.7,5,0,2,0,2,0.1,8426,0,74,0,0,716,812,0,0,112,Leicester,Stoke,West Brom,Everton,Man City,3.6,2.3,2.2,2.8,1.6,2.8,2.1,2.3,2,2.7,1.6,1.6,3.1,2.3,2.4,2.4,1.4,2.1,3.2,2.2,1.6,2.5,2.2,1.7,2.2,1.6,1.8
Keshi,Anderson,FWD,CRY,4500000,0,0,0,0,0,0,2097,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,0,0,0,0,12,0,0,0,Man City,Swansea,Southampton,Hull City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Angelino,DEF,MCI,4300000,0,0,0,0,0,0,1923,0,0,0,0,0,0,0,0,90,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,653,0,0,0,0,0,61,-1,0,0,Crystal Palace,Burnley,Chelsea,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Anichebe,FWD,SUN,4500000,10,12,0.363636363636364,8.08080808080808E-08,2.66666666666667E-06,0,4975,1,2,0,0,0,1,0,2.7,2360,0,0,12,0,0.7,0,3.3,2,0,0,0,1,0.9,38608,0,0,0,0,105,32359,0,0,42,Hull City,Liverpool,Leicester,Swansea,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michail,Antonio,MID,WHU,6800000,4,53,4.8,7.05882352941176E-07,7.79411764705882E-06,0,566856,3,19,0,0,0,5,0,7.7,46399,-2,1,53,2,0.4,0,2.7,4,0,3,0,1,9.3,731704,0,452,0,2,923,9937,-1,0,170,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,3.6,5,3.8,2.5,6.6,5.2,5.3,4.8,6.2,5.1,5.5,4.5,4.3,5.2,4.7,4.9,3.6,7.2,4.9,3.7,5.7,5.9,6.2,4.4,5.4,4.2,4.1
Ikechi,Anya,MID,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,5607,0,0,0,0,0,0,0,0.2,88,0,0,1,0,0,0,0,0,0,0,0,0,0.1,335,0,176,0,0,10,4,0,0,3,Leicester,Stoke,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvaro,Arbeloa,DEF,WHU,4700000,0,1,0.0303030303030303,6.44745325596389E-09,2.12765957446809E-07,0,4048,2,4,0,0,0,0,0,0.2,233,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,4496,0,0,0,0,174,99,0,0,21,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Arfield,MID,BUR,5200000,2,27,0.818181818181818,1.57342657342657E-07,5.19230769230769E-06,0,4629,2,8,0,0,0,1,0,5.2,380,-3,0,27,3,1.1,0,5.7,3,0,3,0,1,0.1,2792,0,0,0,1,572,315,0,0,86,West Brom,Man City,Stoke,Bournemouth,West Ham,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Marko,Arnautovic,MID,STK,7200000,0,25,2.5,3.47222222222222E-07,3.47222222222222E-06,0,72753,5,16,0,0,0,1,0,3.5,2209,-3,0,25,3,0.2,0,1.3,0,0,2,0,1,1,33408,0,528,0,0,879,1865,0,0,90,Bournemouth,Watford,Burnley,Arsenal,Southampton,2.6,1.9,2.5,1.4,2,3,1.2,1.2,2.2,2.5,2.3,2.3,1.9,1.7,1.3,2.2,1.4,1.6,1.9,1.6,1.3,1.8,2.1,1.9,1.3,1.2,1.6
Harry,Arter,MID,BOU,5000000,1,29,2.6,5.2E-07,5.8E-06,0,9117,1,16,0,0,0,0,0,5.8,982,0,0,29,0,0.4,0,2,2,0,3,0,2,0.3,12585,0,188,0,0,943,612,0,1,170,Stoke,Arsenal,Liverpool,Burnley,Leicester,1.3,1.3,1.8,1.3,3.5,2.5,1.3,1.6,1.6,1.4,2.8,2.2,1.3,2,1.4,1.4,2.5,2.6,1.3,1.3,2.1,1.3,2.8,1.9,2.4,3.1,1.4
Takuma,Asano,FWD,ARS,4900000,0,0,0,0,0,0,4060,0,0,0,0,0,0,0,0,52,-1,0,0,1,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,22,0,0,0,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Asoro,MID,SUN,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,456,0,0,0,0,0,0,0,0.2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,10,6,0,0,3,Hull City,Liverpool,Leicester,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6800000,7,47,4.7,6.91176470588235E-07,6.91176470588235E-06,0,151952,0,5,0,0,0,5,0,7,35165,3,-1,47,-3,0.5,0,3.7,7,0,4,0,1,15.1,673377,0,32,0,1,629,72826,1,0,166,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,6.9,6.6,6.2,5.4,5.5,4.3,5.8,6,4.5,4.6,6.9,6.2,6.7,6,5,4.9,5.6,4.5,6.9,6.3,6,6.3,4.1,6.3,5.5,5.2,6.2
Daniel,Ayala,DEF,MID,4900000,0,20,0.606060606060606,1.23685837971552E-07,4.08163265306122E-06,0,8129,2,5,0,0,0,1,0,4.1,743,-1,0,20,1,0.4,0,2,0,0,2,0,0,0.2,5294,0,0,0,0,390,31,0,0,91,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4
Andre,Ayew,MID,WHU,7100000,3,5,0.151515151515152,2.13401621852326E-08,7.04225352112676E-07,0,268680,0,1,0,0,0,0,0,0.7,866,-4,0,5,4,0.2,0,1.3,0,0,1,0,0,1.1,5077,0,524,0,0,127,553,0,0,13,Tottenham,Man Utd,Arsenal,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cesar,Azpilicueta,DEF,CHE,6100000,6,51,4.6,7.54098360655738E-07,8.36065573770492E-06,0,220805,2,9,0,0,0,0,0,8.5,8978,1,-1,51,-1,1.1,0,7,7,0,6,0,1,14.6,290364,0,470,0,0,990,105285,1,0,272,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,4.9,6.6,4.2,6.1,4.6,5.8,6.9,6.6,5,3.1,5.9,5.2,6.2,4,5.7,5.3,6.2,5.6,6.4,5.1,4.8,3.7,6.5,3.9,5.6,5.6,5.7
,Baba Rahman,DEF,CHE,5500000,0,0,0,0,0,0,956,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,138,0,0,0,8,0,0,0,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5300000,0,30,3.3,6.22641509433962E-07,5.66037735849057E-06,0,441423,3,10,0,0,0,0,0,5.7,30886,-2,1,30,2,-0.1,0,-0.3,7,0,3,0,0,7.2,178006,0,0,0,0,771,275,-1,0,191,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,3.3,4,4.9,3.9,3.6,2,3.8,2.7,4.9,3.4,3.2,3.7,3.9,3,3.5,2.6,3.4,4.5,3.2,4
Leighton,Baines,DEF,EVE,5300000,0,21,4.2,7.92452830188679E-07,3.9622641509434E-06,0,382869,0,3,0,0,0,0,0,3.9,13171,-2,1,21,2,0,1,0,2,0,2,0,1,4.7,228532,0,212,0,0,450,1865,-1,0,108,Swansea,Southampton,Man Utd,Watford,Arsenal,5.3,4.2,4.6,3.9,5.9,6.3,2.4,4.5,6,4.7,4.9,4.7,6.3,3.9,5.2,4,5.6,5.4,4.4,2.8,5.3,6,4.5,5.3,4.2,5.7,5.1
Mario,Balotelli,FWD,LIV,6300000,0,0,0,0,0,0,10838,0,0,0,0,0,0,0,0,134,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1391,0,0,0,0,0,37,0,0,0,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Bamford,FWD,BUR,5000000,0,4,0.121212121212121,2.42424242424242E-08,8E-07,0,2042,0,1,0,0,0,0,0,0.8,213,0,0,4,0,0.1,0,0.3,0,0,0,0,0,0.1,3101,0,0,0,0,35,160,0,0,9,West Brom,Man City,Stoke,Bournemouth,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alex,Baptiste,DEF,MID,4000000,0,0,0,0,0,0,3016,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2396,0,0,0,0,0,30,0,0,0,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,STK,4400000,2,19,0.575757575757576,1.30853994490358E-07,4.31818181818182E-06,0,3895,2,8,0,0,0,0,0,4.3,386,-1,0,19,1,0.7,0,3,0,0,2,0,0,0.2,6356,0,107,0,0,605,3105,0,0,100,Bournemouth,Watford,Burnley,Arsenal,Southampton,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.4,0.3
Ross,Barkley,MID,EVE,7100000,2,38,3.8,5.35211267605634E-07,5.35211267605634E-06,0,572491,1,12,0,0,0,2,0,5.3,12382,-4,1,38,4,0.7,0,4.7,5,0,2,0,1,7.2,463384,0,654,0,0,830,8049,-1,0,126,Swansea,Southampton,Man Utd,Watford,Arsenal,4.3,2.6,4.7,2.9,2.8,3.2,3,3,4.3,3.4,2.8,2.7,5.1,3.5,5.2,2.1,3.9,3.9,1.9,3.1,5.6,5.1,2.3,3.7,3.3,4.6,2.2
Ashley,Barnes,FWD,BUR,4400000,6,7,0.212121212121212,4.82093663911846E-08,1.59090909090909E-06,0,7925,0,0,0,0,0,1,0,1.6,2503,-1,0,7,1,0.5,0,2.3,1,0,0,0,0,0.8,28934,0,0,0,0,36,22052,0,0,32,West Brom,Man City,Stoke,Bournemouth,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Antonio,Barragan,DEF,MID,4500000,2,32,2.9,6.44444444444444E-07,7.11111111111111E-06,0,14763,3,12,0,0,0,0,0,7.1,1582,0,0,32,0,1.1,0,5,4,0,3,0,0,1,33894,0,0,0,0,968,10438,0,0,195,Chelsea,Leicester,Hull City,Southampton,Liverpool,2.7,1.7,2.7,3,4.1,2.6,2.3,2.1,2.7,2.8,4,2.8,2.9,3,3.5,3.5,2.6,2.2,3,3.2,3.2,3.6,2.8,2.2,2.2,3.2,3.7
Modou,Barrow,FWD,SWA,5000000,1,24,2.2,4.4E-07,4.8E-06,0,46722,0,12,0,0,0,0,0,4.8,7581,0,0,24,0,0.3,0,1.7,0,0,2,0,2,1.7,81263,0,120,0,0,702,11673,0,0,114,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,1.5,2,1.5,2.2,2.2,1.8,2.1,2.3,2.3,1.3,2,1.9,2.1,2.3,1.4,2.2,2.7,1.4,1.5,1.7,2,1.7,1.9,1.6,2.1,2.3,1.8
Gareth,Barry,MID,EVE,4600000,1,32,2.9,6.30434782608696E-07,6.95652173913044E-06,0,242384,5,13,0,0,0,2,0,7,48521,1,0,32,-1,0.4,0,1.7,3,0,3,0,0,5.3,321243,0,418,0,0,923,2499,0,0,160,Swansea,Southampton,Man Utd,Watford,Arsenal,0,1.6,3.2,1.9,1.8,2,1.9,1.9,2.9,2.2,1.8,1.7,3.5,2.3,3.6,1.4,2.6,2.6,1.4,2,4,3.5,1.4,2.4,2.2,3.1,1.4
Borja,Baston,FWD,SWA,6900000,2,18,0.545454545454546,7.90513833992095E-08,2.60869565217391E-06,0,7388,0,6,0,0,0,1,0,2.6,744,-1,0,18,1,0.2,0,1.7,1,0,1,0,1,0.1,5861,0,0,0,0,351,167,0,0,52,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Michy,Batshuayi,FWD,CHE,8600000,1,16,2,2.32558139534884E-07,1.86046511627907E-06,0,101572,0,0,0,0,0,1,0,1.9,1389,-4,0,16,4,0.1,0,1,1,0,0,0,1,1,37579,0,0,0,0,84,455,0,0,47,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,1.3,1.7,1.5,1.8,1.7,1.7,2.2,1.9,1,1.1,2.3,1.4,1.4,1.1,1.9,1.4,1.7,1.4,2,1.9,1,1.1,1.9,1.1,1.6,1.6,2.2
Asmir,Begovic,GLK,CHE,4800000,0,0,0,0,0,0,4745,0,0,0,0,0,0,0,0,211,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1070,0,150,0,0,0,62,0,0,0,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valon,Behrami,MID,WAT,4500000,2,21,1.9,4.22222222222222E-07,4.66666666666667E-06,0,9544,4,18,0,0,0,0,0,4.7,809,0,0,21,0,0.5,0,2.3,0,0,3,0,0,0.3,10422,0,127,0,0,933,1259,0,0,108,Leicester,Stoke,West Brom,Everton,Man City,2.1,1.2,1.2,1.5,1,1.5,1.1,1.2,1,1.5,1,1,1.7,1.2,1.3,1.3,1,1.1,1.8,1.2,1,1.3,1.2,1,1.2,1,1
Hector,Bellerin,DEF,ARS,6500000,2,47,4.3,6.61538461538462E-07,7.23076923076923E-06,0,590498,0,11,0,0,0,0,0,7.1,191855,0,1,47,0,0.6,0,3.7,6,0,4,0,2,21.1,265388,0,541,0,1,990,6894,-1,0,214,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,4.5,4.8,5.2,5.2,5.5,5.3,4.9,4.3,4.7,5.5,5.6,4.6,5.9,3.9,5.8,6.1,5.2,4.5,5.3,3.8,5.9,5.1
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,6951,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1267,0,15,0,0,0,33,0,0,0,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0,0,0,0,3985,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0.1,421,0,29,0,0,0,5,0,0,0,West Ham,Chelsea,Swansea,Man Utd,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saido,Berahino,FWD,WBA,6000000,0,6,1.5,2.5E-07,1E-06,0,41532,1,2,0,0,0,0,0,1,763,-5,1,6,5,0,0,0,0,0,2,0,0,0.5,10223,0,226,0,0,243,120,-1,0,-3,Burnley,Hull City,Watford,Chelsea,Swansea,0,1.6,0.9,0.8,1,0.8,1,1,1.3,0.8,1.2,1,1,1.1,1.2,1.1,0.8,0.8,0.9,0.9,1,1.2,1.2,1.3,0.8,0.8,1.3
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,55,0,0,0,1,0,0,0,Leicester,Stoke,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,MID,4400000,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,21,0,0,0,Chelsea,Leicester,Hull City,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bertrand,DEF,SOU,5400000,0,25,4.2,7.77777777777778E-07,4.62962962962963E-06,0,36841,2,6,0,0,0,0,0,4.6,2730,-1,0,25,1,0.1,0,0.3,3,0,3,0,1,0.9,34009,0,415,0,1,527,564,0,0,113,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0,5.4,5.5,4.7,5.3,4.5,5.8,5.2,3.6,3.7,5,4.8,6.1,4.3,5.5,4.5,4.2,4.6,6.3,5.6,5.2,4.3,3.7,5.1,5,4.5,5.9
