FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Demarai,Gray,MID,LEI,4800000,1,15,0.454545454545455,9.46969696969697E-08,3.125E-06,0,40915,0,4,0,0,0,1,0,3.1,1556,-2,0,15,2,0.1,0,0.7,0,0,0,0,1,0.6,26584,0,57,0,0,177,147,0,0,51,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4400000,0,2,0.0606060606060606,1.37741046831956E-08,4.54545454545455E-07,0,24949,0,0,0,0,0,0,0,0.5,500,-6,0,2,6,0,0,0,0,0,0,0,0,0.3,2258,0,0,0,0,30,41,0,0,6,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,MID,BUR,5100000,13,35,3.2,6.27450980392157E-07,6.86274509803922E-06,0,9493,0,10,0,0,0,1,0,6.9,1023,-4,0,35,4,1.4,0,7,3,0,3,0,2,0.4,10592,0,0,0,1,707,9786,0,0,133,West Brom,Man City,Stoke,Bournemouth,West Ham,2.2,2.6,2,4.1,1.7,1.6,3.6,4.2,1.6,3.3,1.6,4.5,2.2,2.8,2.3,2.5,1.6,2.9,3.1,3.2,2.6,1.6,3.7,2.1,3,1.6,3.3
Adlene,Guedioura,MID,WAT,4400000,0,9,0.272727272727273,6.19834710743802E-08,2.04545454545455E-06,0,4882,1,6,0,0,0,0,0,2,176,-1,0,9,1,0.1,0,0.3,0,0,0,0,1,0.1,4966,0,56,0,0,229,51,0,0,42,Leicester,Stoke,West Brom,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Idrissa,Gueye,MID,EVE,5000000,0,22,2.2,4.4E-07,4.4E-06,0,21289,5,7,0,0,0,0,0,4.4,971,0,0,22,0,0.2,0,1,1,0,3,0,1,0.3,21670,0,270,0,0,882,319,0,0,186,Swansea,Southampton,Man Utd,Watford,Arsenal,1.9,1.1,2.1,1.2,1.1,1.3,1.2,1.2,1.9,1.4,1.1,1.1,2.4,1.4,2.5,1.1,1.7,1.7,1.1,1.2,2.7,2.4,1.1,1.5,1.4,2.1,1.1
Ilkay,Gundogan,MID,MCI,5800000,3,36,1.09090909090909,1.88087774294671E-07,6.20689655172414E-06,0,68761,0,3,0,0,0,3,0,6.2,27005,3,-1,36,-3,1.3,0,7.7,2,0,3,0,1,15.3,642606,0,0,0,1,519,103112,1,0,161,Crystal Palace,Burnley,Chelsea,Leicester,Watford,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.5
Bradley,Guzan,GLK,MID,4400000,0,9,0.272727272727273,6.19834710743802E-08,2.04545454545455E-06,0,19831,0,1,0,6,0,0,0,2,792,-1,0,9,1,0,0,0,0,0,1,0,0,0.6,8557,0,188,0,0,180,79,0,0,40,Chelsea,Leicester,Hull City,Southampton,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4500000,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,26,0,0,0,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,MCI,5300000,0,0,0,0,0,0,169493,0,0,0,0,0,0,0,0,988,-2,0,0,2,0,0,0,0,0,0,0,0,1.2,2389,0,360,0,0,0,22,0,0,0,Crystal Palace,Burnley,Chelsea,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob,Haugaard,GLK,STK,4300000,0,0,0,0,0,0,2709,0,0,0,0,0,0,0,0,93,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,172,0,31,0,0,0,10,0,0,0,Bournemouth,Watford,Burnley,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Hazard,MID,CHE,10100000,19,82,7.5,7.42574257425743E-07,8.11881188118812E-06,0,809316,2,9,0,0,0,7,0,8.2,14305,1,-2,82,-1,1.4,0,13.7,12,0,6,0,3,30.7,1187069,0,476,0,3,911,339256,2,0,294,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,9.4,10,7.3,9.8,9.1,8.7,11.2,10.2,7.2,8.1,9.8,5.2,7.7,8,10.3,7.6,10.9,8.4,9.6,8.8,7.1,8.9,10.4,7.4,10.4,9.1,10.7
Tom,Heaton,GLK,BUR,4800000,2,52,4.7,9.79166666666667E-07,1.08333333333333E-05,0,95766,1,15,0,61,0,0,0,11.1,5764,3,-1,52,-3,1.2,0,5.7,7,0,3,0,0,14.9,459068,0,0,0,3,990,72902,1,0,259,West Brom,Man City,Stoke,Bournemouth,West Ham,5.3,5.6,5.2,7,4.9,4.6,6,6.1,3.8,7,5.7,6.3,4.5,6.2,5.2,4.9,4.8,4.3,7,6.9,4.6,3.5,5.4,5.5,6.5,4.4,7
Jordan,Henderson,MID,LIV,6400000,2,35,3.2,5E-07,5.46875E-06,0,37279,5,14,0,0,0,1,0,5.5,4601,-1,0,35,1,0.5,0,3.3,6,0,1,0,2,1.4,42984,0,250,0,0,973,4596,0,0,231,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,2.2,4,1.8,3.1,2.9,1.9,3,2.5,3.2,2.6,3.2,2.7,2.5,3,2.5,2,3.9,1.8,3.6,3.9,2.2,2.5,2.8,2.4,3.2,1.9,3.4
Jeff,Hendrick,MID,BUR,5400000,2,21,2.6,4.81481481481482E-07,3.88888888888889E-06,0,1735,1,11,0,0,0,1,0,3.9,157,-1,0,21,1,0.4,0,2,0,0,2,0,0,0,3116,0,0,0,0,641,63,0,0,70,West Brom,Man City,Stoke,Bournemouth,West Ham,1.6,1.9,1.4,3.1,1.3,1.3,2.7,3.1,1.3,2.4,1.3,3.5,1.5,2,1.6,1.8,1.3,2.1,2.3,2.3,1.9,1.3,2.7,1.5,2.2,1.3,2.4
Wayne,Hennessey,GLK,CRY,4300000,0,5,0.151515151515152,3.52360817477097E-08,1.16279069767442E-06,0,101021,0,2,0,6,0,0,0,1.2,3361,-2,0,5,2,0,0,0,0,0,0,0,0,2.1,12995,0,266,0,0,180,335,0,0,29,Man City,Swansea,Southampton,Hull City,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rouwen,Hennings,FWD,BUR,4500000,0,0,0,0,0,0,3485,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0.1,449,0,0,0,0,0,13,0,0,0,West Brom,Man City,Stoke,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus,Henriksen,MID,HUL,5100000,2,7,0.212121212121212,4.1592394533571E-08,1.37254901960784E-06,0,610,0,4,0,0,0,0,0,1.3,38,-4,1,7,4,0.3,0,1.3,0,0,0,0,0,0,766,0,0,0,0,268,24,-1,0,24,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,6000000,1,24,2.4,4E-07,4E-06,0,113578,0,11,0,0,0,1,0,4,11273,0,0,24,0,0.2,0,1.3,0,0,2,0,1,1.2,107870,0,0,0,0,671,347,0,0,47,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0,0,0,2.2,1.7,2.3,2.2,2.3,2.5,2.5,1.6,1.9,2.5,2.1,2.4,1.9,2.2,1.8,2.4,1.7,2.4,2.3,1.9,2.1,2.5,2.7,1.9
Luis,Hernandez,DEF,LEI,4300000,0,2,0.0606060606060606,1.40944326990839E-08,4.65116279069767E-07,0,15743,0,7,0,0,0,0,0,0.5,544,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,4756,0,0,0,0,237,224,0,0,41,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,6300000,0,11,1.4,2.22222222222222E-07,1.74603174603175E-06,0,13369,2,7,0,0,0,0,0,1.7,698,-2,0,11,2,0.1,0,0.7,0,0,2,0,0,0.3,7414,0,307,0,0,564,843,0,1,112,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0.7,0.8,0.7,0.7,0.7,0.7,1.1,0.9,0.7,0.7,0.7,0.7,0.7,0.9,0.7,1.1,0.7,0.8,0.7,0.9,0.9,0.7,0.7,0.8,0.7,0.7,0.7
Jake,Hesketh,MID,SOU,4500000,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,7,0,0,0,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,376,0,0,0,Swansea,Southampton,Man Utd,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,0,0,0,0,0,196,0,0,0,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommie,Hoban,DEF,WAT,4000000,0,0,0,0,0,0,10448,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1068,0,0,0,0,0,33,0,0,0,Leicester,Stoke,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,14,0.424242424242424,9.8661028893587E-08,3.25581395348837E-06,0,87117,1,4,0,0,0,0,0,3.3,4648,-2,0,14,2,0.2,0,0.7,0,0,2,0,0,1.5,34141,0,0,0,0,487,1231,0,0,98,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4200000,0,7,0.212121212121212,5.05050505050505E-08,1.66666666666667E-06,0,58194,1,5,0,0,0,0,0,1.7,1199,-3,0,7,3,0,0,0,0,0,1,0,0,0.6,39284,0,0,0,0,270,368,0,0,61,Man Utd,Bournemouth,West Ham,Stoke,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jose,Holebas,DEF,WAT,4800000,-2,41,3.7,7.70833333333333E-07,8.54166666666667E-06,0,99701,5,19,0,0,0,2,0,8.5,70935,3,0,41,-3,0.7,0,3.3,5,0,3,0,1,8,395001,0,96,0,1,989,19305,0,0,185,Leicester,Stoke,West Brom,Everton,Man City,0,5.1,4.4,4.6,3.2,3.5,4.7,4.8,4.6,3.9,3.8,5,4.7,2.8,5.4,4.8,3,4.6,4,4.3,3.8,4.1,4.2,5.5,2.4,3,3.6
Mason,Holgate,DEF,EVE,4100000,0,16,0.484848484848485,1.18255728011826E-07,3.90243902439024E-06,0,225643,0,2,0,0,0,0,0,3.8,7838,-4,1,16,4,0,0,0,3,0,1,0,1,3.2,302799,0,0,0,0,270,4006,-1,0,78,Swansea,Southampton,Man Utd,Watford,Arsenal,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
George,Honeyman,MID,SUN,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,19,0,0,0,Hull City,Liverpool,Leicester,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Huddlestone,MID,HUL,4700000,1,17,0.515151515151515,1.09606705351386E-07,3.61702127659574E-06,0,8383,2,13,0,0,0,0,0,3.6,322,-3,1,17,3,0.2,0,1,0,0,1,0,1,0.2,3981,0,0,0,0,592,87,-1,0,90,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Robert,Huth,DEF,LEI,5000000,1,25,2.5,5E-07,5E-06,0,35954,4,16,0,0,0,0,0,5,2661,0,0,25,0,0.3,0,1.7,0,0,3,0,1,1.7,41206,0,453,0,0,896,1637,0,0,135,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,1.6,2.4,1.5,2.2,1.6,2.2,2.9,3.8,1.6,2.6,1.8,1.2,2.1,1.8,3.8,2.6,3,2.6,3.2,2.5,1.2,2.2,3.1,2,2.8,1.3,3.7
Emerson,Hyndman,MID,BOU,4500000,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,40,0,0,0,Stoke,Arsenal,Liverpool,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,5100000,1,20,1.8,3.52941176470588E-07,3.92156862745098E-06,0,143517,0,10,0,0,0,0,0,3.9,3762,-4,0,20,4,0.2,0,1,0,0,3,0,0,1.6,23661,0,184,0,0,665,217,0,0,81,Stoke,Arsenal,Liverpool,Burnley,Leicester,0.9,0.9,1,0.9,2.2,1.4,0.9,0.9,0.9,0.9,1.6,1.2,0.9,1.1,0.9,0.9,1.4,1.4,0.9,0.9,1.2,0.9,1.6,1,1.4,1.8,0.9
Zlatan,Ibrahimovic,FWD,MUN,11100000,12,54,4.9,4.41441441441441E-07,4.86486486486486E-06,0,1628416,4,13,0,0,0,6,0,4.9,206002,-4,0,54,4,0.5,0,5.3,9,0,4,0,1,25.4,853449,0,0,0,3,990,3566,0,0,175,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0,7,4.9,6.1,6.5,6.4,6.8,5.7,5.9,7.2,5.9,6.5,5.1,6.1,6.2,7.2,5.6,5.6,6.4,6.9,6.3,5.9,5,6.5,5.6,4.8,6.6
Odion,Ighalo,FWD,WAT,7100000,2,27,2.7,3.80281690140845E-07,3.80281690140845E-06,0,284737,1,18,0,0,0,1,0,3.8,9347,-4,0,27,4,0.3,0,2,2,0,2,0,1,3.7,86391,0,709,0,0,834,1284,0,0,70,Leicester,Stoke,West Brom,Everton,Man City,3.3,2.8,2.7,3.1,2.6,2.9,2.9,2.6,2.4,2.4,1.7,2.3,3.2,2,3.1,2.8,1.7,2.9,3.3,2.7,1.9,2.9,3.4,3.3,2,1.9,2.9
Kelechi,Iheanacho,FWD,MCI,6700000,1,36,4.5,6.71641791044776E-07,5.37313432835821E-06,0,429001,0,2,0,0,0,3,0,5.3,23746,-3,1,36,3,0.4,0,3,6,0,1,0,3,3.6,459866,0,242,0,1,288,5229,-1,0,133,Crystal Palace,Burnley,Chelsea,Leicester,Watford,6.1,4.6,5,4.7,5.3,4.5,6.2,5.4,6.2,4.5,5.3,5.4,5.7,4.2,5.1,5.9,5.6,6.3,5.2,4.1,5.8,5.1,5.5,5.1,5.8,6.4,4.8
Giannelli,Imbula,MID,STK,4600000,0,9,0.272727272727273,5.92885375494071E-08,1.95652173913043E-06,0,11676,0,8,0,0,0,0,0,2,254,-4,1,9,4,0,0,0,1,0,0,0,0,0.2,4131,0,194,0,0,308,72,-1,0,50,Bournemouth,Watford,Burnley,Arsenal,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Danny,Ings,FWD,LIV,5500000,0,0,0,0,0,0,21297,0,0,0,0,0,0,0,0,764,-5,0,0,5,0,0,0,0,0,0,0,0,0.3,3392,0,81,0,0,0,51,0,0,0,Southampton,Sunderland,Bournemouth,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gokhan,Inler,MID,LEI,4400000,0,0,0,0,0,0,9122,0,0,0,0,0,0,0,0,154,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3706,0,20,0,0,0,4,0,0,0,Watford,Middlesbrough,Sunderland,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Ireland,MID,STK,4400000,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0,212,0,18,0,0,0,18,0,0,0,Bournemouth,Watford,Burnley,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Isgrove,MID,SOU,4500000,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,11,0,0,0,Liverpool,Everton,Crystal Palace,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav,Ivanovic,DEF,CHE,5800000,0,17,2.4,4.13793103448276E-07,2.93103448275862E-06,0,158724,2,9,0,0,0,0,0,2.9,6173,-2,0,17,2,0.1,0,0.3,2,0,1,0,1,3.6,31368,0,414,0,0,544,412,0,0,120,Middlesbrough,Tottenham,Man City,West Brom,Sunderland,1.8,2.8,1.4,2.4,1.7,2.3,3.4,2.9,1.8,1.2,2.3,2.7,3.2,1.4,2.2,2.8,2.5,2.3,2.6,1.9,1.8,1.2,2.7,1.3,2.1,2.2,2.2
Alex,Iwobi,MID,ARS,5800000,2,30,0.909090909090909,1.56739811912226E-07,5.17241379310345E-06,0,91874,1,7,0,0,0,0,0,5.2,7166,-2,0,30,2,0.4,0,2.3,2,0,4,0,3,1.1,80584,0,150,0,0,558,1856,0,0,121,Man Utd,Bournemouth,West Ham,Stoke,Everton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phil,Jagielka,DEF,EVE,5100000,-1,31,2.8,5.49019607843137E-07,6.07843137254902E-06,0,106285,1,13,0,0,0,0,0,6.1,14790,1,0,31,-1,0.1,0,0.3,3,0,2,0,1,6.2,254979,0,221,0,0,908,11418,0,0,188,Swansea,Southampton,Man Utd,Watford,Arsenal,3,2.3,2.5,2,3.9,4.2,1.4,2.4,3.5,2.6,2.7,2.7,4.2,2.1,2.9,2.1,3.2,3.1,2.9,1.4,3,3.5,3,3,2.3,3.2,3.4
Eldin,Jakupovic,GLK,HUL,4000000,0,23,0.696969696969697,1.74242424242424E-07,5.75E-06,0,245199,0,7,0,21,0,0,0,5.8,18919,0,0,23,0,0,0,0,0,0,1,0,0,19.8,434088,0,0,1,1,450,9084,0,0,114,Sunderland,West Brom,Middlesbrough,Crystal Palace,Tottenham,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.5,0.3,0.3,0.5,0.6,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3
Daniel,James,MID,SWA,4500000,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,52,0,0,0,Everton,Crystal Palace,Tottenham,Sunderland,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4800000,5,12,0.363636363636364,7.57575757575757E-08,2.5E-06,0,4682,0,8,0,0,0,1,0,2.5,301,-2,0,12,2,0.4,0,2,0,0,0,0,1,0.1,8877,0,0,0,0,288,3606,0,0,68,Leicester,Stoke,West Brom,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7700000,1,26,2.4,3.11688311688312E-07,3.37662337662338E-06,0,95505,0,4,0,0,0,1,0,3.4,6309,-3,0,26,3,0.5,0,3.7,3,0,1,0,1,1.1,56447,0,0,0,0,523,951,0,0,47,West Ham,Chelsea,Swansea,Man Utd,Hull City,2.8,1.3,2.5,1.5,2.9,2.8,1.8,1.6,2.1,2.4,2.1,2.3,2.1,1.9,2.4,2.7,2.3,2.5,1.5,2.3,2.3,2.9,1.5,1.9,1.9,2.2,2.7
Adnan,Januzaj,MID,SUN,5300000,0,9,1.3,2.45283018867925E-07,1.69811320754717E-06,0,48857,0,13,0,0,0,0,0,1.7,516,-2,0,9,2,0.1,0,0.3,0,0,0,0,0,0.5,30934,0,33,0,0,492,152,0,1,45,Hull City,Liverpool,Leicester,Swansea,Chelsea,0.6,0.6,1.1,0.7,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.9,0.6,0.6,0.8,0.6,0.6,0.9,0.6,0.7,0.6
Mile,Jedinak,MID,CRY,4500000,0,2,2,4.44444444444444E-07,4.44444444444444E-07,0,24603,0,1,0,0,0,0,0,0.4,208,0,0,2,0,0,0,0,0,0,0,0,0,0.2,1081,0,118,0,0,90,9,0,0,8,Man City,Swansea,Southampton,Hull City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,5000000,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,178,0,0,0,839,0,0,0,Man Utd,Bournemouth,West Ham,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4700000,0,4,0.121212121212121,2.57898130238556E-08,8.51063829787234E-07,0,8920,0,6,0,0,0,0,0,0.9,214,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,1509,0,324,0,0,270,33,0,0,36,Bournemouth,Watford,Burnley,Arsenal,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Jonathan Benteke,FWD,CRY,4400000,0,1,0.0303030303030303,6.8870523415978E-09,2.27272727272727E-07,0,8938,0,0,0,0,0,0,0,0.2,758,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,11388,0,0,0,0,7,749,0,0,3,Man City,Swansea,Southampton,Hull City,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Jones,DEF,SUN,4400000,2,2,0.0606060606060606,1.37741046831956E-08,4.54545454545455E-07,0,722,2,7,0,0,0,0,0,0.5,44,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,0,380,0,211,0,0,236,90,0,0,34,Hull City,Liverpool,Leicester,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Jones,MID,BUR,5000000,0,1,1,2E-07,2E-07,0,2833,1,1,0,0,0,0,0,0.2,26,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,86,0,0,0,8,West Brom,Man City,Stoke,Bournemouth,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,DEF,MUN,4700000,2,2,0.0606060606060606,1.28949065119278E-08,4.25531914893617E-07,0,9130,0,1,0,0,0,0,0,0.4,169,-3,0,2,3,0.1,0,0.7,0,0,0,0,0,0.2,2343,0,64,0,0,90,1753,0,0,19,Arsenal,West Ham,Everton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Joselu,FWD,STK,5300000,0,0,0,0,0,0,6247,0,0,0,0,0,0,0,0,63,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,526,0,246,0,0,0,10,0,0,0,Bournemouth,Watford,Burnley,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
